feature_set,n_features,model,algorithm,n_neighbors,calibration,Delta,chi,chi_err
30,30,KNN,ball_tree,201,uncalibrated,-0.128,0.0,0.0
30,30,KNN,ball_tree,201,uncalibrated,-0.126,0.0,0.0
30,30,KNN,ball_tree,201,uncalibrated,-0.124,0.0,0.0
30,30,KNN,ball_tree,201,uncalibrated,-0.122,0.0,0.0
30,30,KNN,ball_tree,201,uncalibrated,-0.12,0.0,0.0
30,30,KNN,ball_tree,201,uncalibrated,-0.118,0.0,0.0
30,30,KNN,ball_tree,201,uncalibrated,-0.116,0.0,0.0
30,30,KNN,ball_tree,201,uncalibrated,-0.114,0.003882617879715002,0.0036958608937700606
30,30,KNN,ball_tree,201,uncalibrated,-0.112,0.010286786583353705,0.009577485229058208
30,30,KNN,ball_tree,201,uncalibrated,-0.11,0.0005586704469266798,0.0005340525051491464
30,30,KNN,ball_tree,201,uncalibrated,-0.108,0.0003704093160707295,0.00036914131438284416
30,30,KNN,brute,1,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,1,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,3,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,5,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,7,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,9,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,11,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,13,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,15,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,17,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,19,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,21,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,23,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,25,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.112,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,27,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.112,2.086071301916947e-05,2.086071301917101e-05
30,30,KNN,brute,29,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,29,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.112,7.302334921590666e-05,7.302334921591177e-05
30,30,KNN,brute,31,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,31,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.112,0.00014499057561258318,0.00014499057561258533
30,30,KNN,brute,33,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,33,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.112,0.00022914428929464065,0.0002291442892946652
30,30,KNN,brute,35,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,35,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.112,0.0003203772762805152,0.0003203772762805481
30,30,KNN,brute,37,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,37,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.112,0.0004152392816360306,0.0004152392816360429
30,30,KNN,brute,39,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,39,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.112,0.0005113915067263558,0.0005113915067263637
30,30,KNN,brute,41,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,41,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.112,0.0006092856550809866,0.0006068883840500435
30,30,KNN,brute,43,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,43,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.112,0.0007220274915002495,0.0007003841239515631
30,30,KNN,brute,45,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,45,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.112,0.0008588833397491661,0.0007931228231929427
30,30,KNN,brute,47,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,47,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.112,0.0009989439809455053,0.0008860691669018868
30,30,KNN,brute,49,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,49,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.112,0.001032716748502023,0.0010277817941506155
30,30,KNN,brute,51,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,51,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.114,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.112,0.0017395940897898708,0.0017284038474079417
30,30,KNN,brute,61,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,61,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,81,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,81,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,81,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,81,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,81,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,81,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,81,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,81,uncalibrated,-0.114,6.307548461617351e-05,6.126462864527237e-05
30,30,KNN,brute,81,uncalibrated,-0.112,0.002988172042406919,0.002965505387095431
30,30,KNN,brute,81,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,81,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,101,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,101,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,101,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,101,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,101,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,101,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,101,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,101,uncalibrated,-0.114,0.00029962561004946654,0.00029820411560312966
30,30,KNN,brute,101,uncalibrated,-0.112,0.004319701033574362,0.004130857788628611
30,30,KNN,brute,101,uncalibrated,-0.11,0.0,0.0
30,30,KNN,brute,101,uncalibrated,-0.108,0.0,0.0
30,30,KNN,brute,151,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,151,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,151,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,151,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,151,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,151,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,151,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,151,uncalibrated,-0.114,0.0018175174799626636,0.001794382624204379
30,30,KNN,brute,151,uncalibrated,-0.112,0.007484545709645423,0.006529168515010462
30,30,KNN,brute,151,uncalibrated,-0.11,6.4497198157919214e-06,6.434951454520232e-06
30,30,KNN,brute,151,uncalibrated,-0.108,1.2310940501993858e-05,1.231094050199399e-05
30,30,KNN,brute,201,uncalibrated,-0.128,0.0,0.0
30,30,KNN,brute,201,uncalibrated,-0.126,0.0,0.0
30,30,KNN,brute,201,uncalibrated,-0.124,0.0,0.0
30,30,KNN,brute,201,uncalibrated,-0.122,0.0,0.0
30,30,KNN,brute,201,uncalibrated,-0.12,0.0,0.0
30,30,KNN,brute,201,uncalibrated,-0.118,0.0,0.0
30,30,KNN,brute,201,uncalibrated,-0.116,0.0,0.0
30,30,KNN,brute,201,uncalibrated,-0.114,0.003882617879715002,0.0036958608937700606
30,30,KNN,brute,201,uncalibrated,-0.112,0.010286786583353705,0.009577485229058208
30,30,KNN,brute,201,uncalibrated,-0.11,0.0005586704469266798,0.0005340525051491464
30,30,KNN,brute,201,uncalibrated,-0.108,0.0003704093160707295,0.00036914131438284416
20,20,KNN,auto,1,uncalibrated,-0.128,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.126,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.124,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.122,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.12,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.118,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.116,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.114,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.112,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.11,0.0,0.0
20,20,KNN,auto,1,uncalibrated,-0.108,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.128,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.126,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.124,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.122,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.12,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.118,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.116,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.114,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.112,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.11,0.0,0.0
20,20,KNN,auto,3,uncalibrated,-0.108,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.128,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.126,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.124,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.122,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.12,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.118,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.116,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.114,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.112,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.11,0.0,0.0
20,20,KNN,auto,5,uncalibrated,-0.108,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.128,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.126,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.124,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.122,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.12,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.118,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.116,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.114,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.112,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.11,0.0,0.0
20,20,KNN,auto,7,uncalibrated,-0.108,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.128,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.126,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.124,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.122,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.12,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.118,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.116,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.114,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.112,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.11,0.0,0.0
20,20,KNN,auto,9,uncalibrated,-0.108,0.0,0.0
20,20,KNN,auto,11,uncalibrated,-0.128,0.0,0.0
20,20,KNN,auto,11,uncalibrated,-0.126,0.0,0.0
20,20,KNN,auto,11,uncalibrated,-0.124,0.0,0.0
20,20,KNN,auto,11,uncalibrated,-0.122,0.0,0.0
