feature_set,n_features,model,calibration,Delta,chi,chi_err
20,20,Neural Network,uncalibrated,-0.122,1.37004039321906E-08,6.7384483677738E-09
20,20,Neural Network,uncalibrated,-0.12,1.09980230944641E-07,9.50783026496146E-08
20,20,Neural Network,uncalibrated,-0.118,1.10391154114748E-08,5.11460683543449E-09
20,20,Neural Network,uncalibrated,-0.116,5.64078453594735E-07,5.27719950580993E-07
20,20,Neural Network,uncalibrated,-0.114,4.45314635655671E-06,4.41051278219104E-06
20,20,Neural Network,uncalibrated,-0.112,3.68189831702122E-05,3.67748424753279E-05
20,20,Neural Network,uncalibrated,-0.11,1.2513577492736E-08,6.92092329167428E-09
20,20,Neural Network,uncalibrated,-0.108,1.76235859457836E-08,7.89429401259562E-09
12,12,Logistic Regression,calibrated,-0.128,4.92123099226184E-09,1.87587349041104E-10
12,12,Logistic Regression,calibrated,-0.126,6.56046786042371E-09,2.3802484986347E-10
12,12,Logistic Regression,calibrated,-0.124,1.25181381621113E-08,1.56999972536585E-09
12,12,Logistic Regression,calibrated,-0.122,3.08253039239901E-08,3.07786299530825E-09
12,12,Logistic Regression,calibrated,-0.12,5.12058118492301E-08,4.5339279033079E-09
12,12,Logistic Regression,calibrated,-0.118,9.20393230907541E-08,6.36897846949728E-09
12,12,Logistic Regression,calibrated,-0.116,2.08981256038708E-07,1.87948731675391E-08
12,12,Logistic Regression,calibrated,-0.114,9.58431944008097E-06,6.59267918346663E-06
12,12,Logistic Regression,calibrated,-0.112,2.69531724146302E-05,1.9777336787633E-05
12,12,Logistic Regression,calibrated,-0.11,4.72911528427986E-06,1.72865708715711E-06
12,12,Logistic Regression,calibrated,-0.108,2.95994712544279E-06,2.03578279562411E-06
12,12,Logistic Regression,uncalibrated,-0.128,2.93081904731472E-09,1.22048528023796E-10
12,12,Logistic Regression,uncalibrated,-0.126,4.00215717462109E-09,1.65185444114973E-10
12,12,Logistic Regression,uncalibrated,-0.124,8.51001659940675E-09,1.16282278243686E-09
12,12,Logistic Regression,uncalibrated,-0.122,2.64458670611642E-08,2.97100575479679E-09
12,12,Logistic Regression,uncalibrated,-0.12,4.78963977722259E-08,4.56322539541044E-09
12,12,Logistic Regression,uncalibrated,-0.118,8.73223421001404E-08,6.86609677867996E-09
12,12,Logistic Regression,uncalibrated,-0.116,2.11680062066459E-07,2.09916874970239E-08
12,12,Logistic Regression,uncalibrated,-0.114,2.88962437893393E-07,2.12927004712134E-07
12,12,Logistic Regression,uncalibrated,-0.112,1.08222070010346E-06,8.52273297226851E-07
12,12,Logistic Regression,uncalibrated,-0.11,1.23541745589478E-07,4.79493485280689E-08
12,12,Logistic Regression,uncalibrated,-0.108,7.93380987863266E-08,5.70987401140288E-08
12,12,Logistic Regression C = 0.00175,calibrated,-0.128,3.46923223205527E-09,1.34453452165654E-10
