feature_set,n_features,model,calibration,Delta,chi,chi_err
12,12,Neural Network,uncalibrated,-0.126,1.35417450039346E-13,8.03561860116001E-15
12,12,Neural Network,uncalibrated,-0.124,3.36461881165727E-13,5.03730045780612E-14
12,12,Neural Network,uncalibrated,-0.122,1.13119417206502E-12,1.56832701740358E-13
12,12,Neural Network,uncalibrated,-0.12,2.59949645562194E-12,3.01266736126693E-13
12,12,Neural Network,uncalibrated,-0.118,5.66195475374384E-12,7.10965618948406E-13
12,12,Neural Network,uncalibrated,-0.116,4.58692425753562E-12,4.65399796209343E-13
12,12,Neural Network,uncalibrated,-0.114,1.21357362795485E-08,8.78811292018721E-09
12,12,Neural Network,uncalibrated,-0.112,3.33040347647522E-07,3.16266718663735E-07
12,12,Neural Network,uncalibrated,-0.11,7.80606342590349E-09,4.56261580731077E-09
12,12,Neural Network,uncalibrated,-0.108,4.92276148909256E-09,2.77101930107491E-09
