feature_set,n_features,model,algorithm,n_neighbors,calibration,train_acc,Delta_crit,Delta_crit_err,Delta_close,N_Delta,runtime_model,runtime_jackknife_mean,runtime_jackknife_chi,summary_mean_time,summary_chi_time,runtime_delta_crit,runtime_total
12,12,KNN,brute,25,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.548,0.417,0.937,0.0082,0.008,0.00022,3.918
12,12,KNN,brute,27,uncalibrated,1.0,-0.115,0.0,-0.112,11,3.048,0.446,1.008,0.0078,0.0076,0.00014,4.517
12,12,KNN,brute,29,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.636,0.445,1.007,0.0078,0.0077,0.00014,4.103
12,12,KNN,brute,31,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.713,0.493,0.939,0.011,0.011,0.00013,4.167
12,12,KNN,brute,33,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.548,0.433,0.943,0.0073,0.0083,0.00013,3.94
12,12,KNN,brute,35,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.574,0.415,0.936,0.0083,0.0076,0.00013,3.942
12,12,KNN,brute,37,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.709,0.447,1.007,0.0079,0.0076,0.00013,4.178
12,12,KNN,brute,39,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.979,0.445,1.009,0.008,0.008,0.00014,4.449
12,12,KNN,brute,41,uncalibrated,1.0,-0.115,0.0,-0.112,11,3.092,0.448,1.004,0.008,0.0075,0.00014,4.559
12,12,KNN,brute,43,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.825,0.446,1.016,0.0079,0.0076,0.00014,4.303
12,12,KNN,brute,45,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.821,0.414,1.019,0.0075,0.0075,0.00014,4.268
12,12,KNN,brute,47,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.687,0.448,1.012,0.0078,0.0075,0.00014,4.163
12,12,KNN,brute,49,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.819,0.447,1.004,0.0078,0.0077,0.00014,4.286
12,12,KNN,brute,51,uncalibrated,1.0,-0.115,0.0,-0.112,11,2.824,0.445,1.008,0.0078,0.0078,0.00014,4.293
12,12,KNN,brute,61,uncalibrated,1.0,-0.11499980480187391,1.9523622840642094e-07,-0.112,11,2.701,0.448,1.07,0.008,0.0076,0.00015,4.234
12,12,KNN,brute,81,uncalibrated,1.0,-0.11499932346971792,6.478679700710999e-07,-0.112,11,2.598,0.463,1.365,0.0087,0.0083,0.00026,4.443
12,12,KNN,brute,101,uncalibrated,1.0,-0.11499890090126097,1.100306757072141e-06,-0.112,11,2.844,0.484,1.096,0.0088,0.0079,0.00016,4.44
12,12,KNN,brute,151,uncalibrated,1.0,-0.11499537229547559,4.6491201735848545e-06,-0.112,11,3.009,0.577,1.408,0.0097,0.0084,0.00018,5.011
12,12,KNN,brute,201,uncalibrated,1.0,-0.11499155110477835,7.97669815596149e-06,-0.112,11,3.055,0.506,1.281,0.0083,0.0079,0.00025,4.859
