feature_set,n_features,model,calibration,Delta,mean,mean_err
20,20,Random Forest,calibrated,-0.128,0.999750123081391,2.79264666849912E-08
20,20,Random Forest,calibrated,-0.126,0.999750075756264,4.14401769469857E-08
20,20,Random Forest,calibrated,-0.124,0.999749825735751,7.75306991304284E-08
20,20,Random Forest,calibrated,-0.122,0.999749698915434,8.95643985318901E-08
20,20,Random Forest,calibrated,-0.12,0.999749259532512,1.77703598876844E-07
20,20,Random Forest,calibrated,-0.118,0.999746981182141,4.6291600809279E-07
20,20,Random Forest,calibrated,-0.116,0.999745348970791,7.90809749612213E-07
20,20,Random Forest,calibrated,-0.114,0.000845270846157626,1.15914684402379E-05
20,20,Random Forest,calibrated,-0.112,0.00083896596238508,7.54112283723987E-06
20,20,Random Forest,calibrated,-0.11,0.000829868988590448,3.68361268606289E-06
20,20,Random Forest,calibrated,-0.108,0.000828415351409939,1.52863162240682E-06
20,20,Random Forest,uncalibrated,-0.128,0.9999273,5.53414620279021E-06
20,20,Random Forest,uncalibrated,-0.126,0.99990815,9.64125251201636E-06
20,20,Random Forest,uncalibrated,-0.124,0.999847583333333,1.57141819983364E-05
20,20,Random Forest,uncalibrated,-0.122,0.9998199,2.2074042070551E-05
20,20,Random Forest,uncalibrated,-0.12,0.999730598059805,3.90742366390045E-05
20,20,Random Forest,uncalibrated,-0.118,0.996744666666666,0.00020627860071069
20,20,Random Forest,uncalibrated,-0.116,0.999084599999999,0.000128713583846632
20,20,Random Forest,uncalibrated,-0.114,0.0005704,0.000267770249778923
20,20,Random Forest,uncalibrated,-0.112,0.000461546154615462,0.000230197274369436
20,20,Random Forest,uncalibrated,-0.11,0.000205166666666667,7.58333333333333E-05
20,20,Random Forest,uncalibrated,-0.108,0.000164016401640164,3.73665970070207E-05
20,20,Gradient Boosted Trees,calibrated,-0.128,0.999750124937431,5.1178752665209E-15
20,20,Gradient Boosted Trees,calibrated,-0.126,0.999750124937431,5.1178752665209E-15
20,20,Gradient Boosted Trees,calibrated,-0.124,0.999750124937441,5.1178752665209E-15
20,20,Gradient Boosted Trees,calibrated,-0.122,0.99975012493744,5.14789238764452E-15
20,20,Gradient Boosted Trees,calibrated,-0.12,0.999750124937436,5.35330155814915E-15
20,20,Gradient Boosted Trees,calibrated,-0.118,0.99975012493745,5.14789238764452E-15
20,20,Gradient Boosted Trees,calibrated,-0.116,0.99975012493744,5.14789238764452E-15
20,20,Gradient Boosted Trees,calibrated,-0.114,0.000831808443394782,2.37536794706567E-18
20,20,Gradient Boosted Trees,calibrated,-0.112,0.000831808443394804,2.39016789054583E-18
20,20,Gradient Boosted Trees,calibrated,-0.11,0.000831808443394821,2.46431239983213E-18
20,20,Gradient Boosted Trees,calibrated,-0.108,0.000831808443394811,2.37536794706567E-18
20,20,Gradient Boosted Trees,uncalibrated,-0.128,0.999989661274675,4.64439612620813E-15
20,20,Gradient Boosted Trees,uncalibrated,-0.126,0.999989661274675,4.64439612620813E-15
20,20,Gradient Boosted Trees,uncalibrated,-0.124,0.999989661274668,3.7155169009665E-15
20,20,Gradient Boosted Trees,uncalibrated,-0.122,0.999989661274688,4.9026121308903E-15
20,20,Gradient Boosted Trees,uncalibrated,-0.12,0.999989661274728,5.3820057937152E-15
20,20,Gradient Boosted Trees,uncalibrated,-0.118,0.99998966127461,3.49676193512308E-15
20,20,Gradient Boosted Trees,uncalibrated,-0.116,0.999989661274688,4.9026121308903E-15
20,20,Gradient Boosted Trees,uncalibrated,-0.114,3.228854888468E-05,6.74229713066739E-20
20,20,Gradient Boosted Trees,uncalibrated,-0.112,3.228854888468E-05,6.74229713066739E-20
20,20,Gradient Boosted Trees,uncalibrated,-0.11,3.228854888468E-05,6.74229713066739E-20
