transition,folder,tag,model,calibration,param_key,param_close,k4_close,n_configs,train_acc,mean_at_close,mc_at_close,param_crit,param_crit_err,param_crit_err_slope,crit_B,crit_interp,crit_interp_err,param_closest_grid,chi_peak_param,chi_peak_err,chi_peak_value,chi_peak_B,chi_definition,ess_frac_min,med0,med4,med5,grid_min,grid_max,n_grid
BCb,b_cb,LR,Logistic Regression,uncalibrated,Delta,0.0378,0.969768,99169,1.0,0.34072728492515153,0.338352623160185,0.037905465735119,4.651399013032988e-05,4.224673439454098e-05,18.0,0.0379105610083693,3.35515334559452e-05,0.0379,0.037906208911261535,4.5880845839219915e-05,0.13090475214430572,18,variance,0.0001563208300938046,5617.0,147874.0,99998.0,0.036,0.041,251
BCb,b_cb,DT,Decision Tree,uncalibrated,Delta,0.0382,0.969557,100000,1.0,0.80428,0.80428,0.03804217507849803,6.354822503538445e-05,5.16918993937842e-05,8.0,0.0380249825550208,3.22609787259806e-05,0.03804,0.03803588595239563,6.346151814409562e-05,0.26221799617483743,8,variance,8.78592903580343e-05,6292.0,161514.0,99998.0,0.036,0.041,251
BCb,b_cb,RF,Random Forest,uncalibrated,Delta,0.0382,0.969557,100000,1.0,0.6546818,0.66258635,0.038048912243354056,7.155775957114657e-05,5.4834151520101205e-05,8.0,0.0380403762247638,3.57842853366705e-05,0.03804,0.03798727325448053,8.026452024504855e-05,0.06754387010931766,8,variance,8.78592903580343e-05,6292.0,161514.0,99998.0,0.036,0.041,251
BCb,b_cb,GBT,Gradient Boosted Trees,uncalibrated,Delta,0.0382,0.969557,100000,1.0,0.8204282473938886,0.819219936787614,0.03803101120433508,6.82844873628374e-05,5.512091276351206e-05,8.0,0.038019173114121,3.02972648815344e-05,0.03804,0.03801941641798739,6.907025865227088e-05,0.2230061467868493,8,variance,8.78592903580343e-05,6292.0,161514.0,99998.0,0.036,0.041,251
BCb,b_cb,KNN,kNN,uncalibrated,Delta,0.0378,0.969768,99169,1.0,0.13960612691466082,0.138311046570259,0.03803933545911063,7.462132417287674e-05,6.085700738807213e-05,18.0,0.037999363075169,2.79793197797717e-05,0.03804,0.03804680783411521,7.421684646912694e-05,0.24550076855551617,18,variance,0.0001563208300938046,5617.0,147874.0,99998.0,0.036,0.041,251
BCb,b_cb,SVM,SVM (RBF),uncalibrated,Delta,0.0378,0.969768,99169,1.0,0.3509010157939669,0.462946501161103,0.037935694243896,5.160113041956369e-05,4.469879683217025e-05,18.0,0.0379416848456082,5.01602626217635e-05,0.03794,0.03793411854227074,5.8355528737502945e-05,0.06284262240172844,4,variance,0.0001563208300938046,5617.0,147874.0,99998.0,0.036,0.041,251
BCb,b_cb,NN,Neural Network,uncalibrated,Delta,0.0378,0.969768,99169,1.0,0.9998891498978411,0.353241002332292,,,,,0.0378974318047632,3.81875745889339e-05,0.03602,0.037737716379120226,0.0052363374049780465,1.1762812945903534e-14,93,variance,0.0001563208300938046,5617.0,147874.0,99998.0,0.036,0.041,251
