transition,folder,tag,model,calibration,param,k4,mean,mean_err,mean_B,ess_frac
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03774,0.9698059499999999,0.24878917021668562,0.048886463162219757,15.0,0.9109215619176733
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03776,0.9697933,0.2780589496237575,0.051073359210570816,15.0,0.9593855233953249
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03778,0.9697806499999999,0.30876869215914016,0.05328916925451437,15.0,0.989714699308653
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0378,0.969768,0.34073167076165173,0.05551635938835848,15.0,1.0
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03782,0.96975745,0.3699463525609561,0.0574797715048318,15.0,0.9919858463389287
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03784,0.9697469,0.3998261787098506,0.05940698492921867,15.0,0.968533387036663
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03786,0.96973635,0.43020555178067404,0.06127088083445658,15.0,0.931086852331718
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03788,0.9697258,0.4609134911508963,0.06304279558063872,15.0,0.8816849446668497
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0379,0.9697152499999999,0.49155598288157915,0.06471302596813869,18.0,0.8227595402877027
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03792,0.9697047,0.5224539936142041,0.06674011530506124,18.0,0.7569416221005091
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03794,0.9696941499999999,0.5531888059696679,0.06852272082399824,18.0,0.6868889523677042
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03796,0.9696836,0.5835902212174067,0.07003480373338782,18.0,0.6151398657433246
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03798,0.9696730499999999,0.6134951538284567,0.07125847580276734,18.0,0.5439927790096228
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.038,0.9696625,0.6427499929832899,0.0721841077624373,18.0,0.47541124847268074
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03802,0.96965195,0.6712126888665833,0.07280989496166003,18.0,0.41095705339018207
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03804,0.9696414,0.6987545168596317,0.07314096993840617,18.0,0.35175559447802573
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03806,0.96963085,0.7252614844450015,0.07318817908361128,18.0,0.29849669508926296
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03808,0.9696203,0.7506353596092229,0.07296665981071214,18.0,0.25146961268132406
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0381,0.9696097499999999,0.7747943149001996,0.07249436343184744,18.0,0.21062555191614293
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03812,0.9695992,0.797673196917589,0.07179066484875163,18.0,0.1756567002152921
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03814,0.9695886499999999,0.8192234454851344,0.07087518156193721,18.0,0.14607944882567966
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03816,0.9695781,0.8394126987044663,0.06976689178831844,18.0,0.12131115326342223
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03818,0.96956755,0.8582241283464459,0.068483597903657,18.0,0.1007334186909627
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0382,0.969557,0.8756555538894863,0.06704173306169525,18.0,0.08373895726887279
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03822,0.96954805,0.8902160663407945,0.06561606483717221,18.0,0.0709988851712852
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03824,0.9695391,0.903677987324855,0.06408370273999632,18.0,0.06034469006319879
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03826,0.96953015,0.9160657988831234,0.06245474620734274,18.0,0.05144460275959754
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03828,0.9695212,0.9268326771353526,0.06078618810878197,22.0,0.04401105840318654
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0383,0.96951225,0.9373412680077502,0.0591833282982683,22.0,0.03779842834440298
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03832,0.9695033,0.9468743624560929,0.0574839150562157,22.0,0.032599275594416714
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03834,0.96949435,0.9553780545297423,0.05570943354032315,21.0,0.028239937760063224
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03836,0.9694853999999999,0.9631056954037621,0.05386593063262022,21.0,0.024575978424905442
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03838,0.9694764499999999,0.9700033420180155,0.051963850856867985,21.0,0.0214878413777619
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.0384,0.9694675,0.9761240962259252,0.05001829948282679,21.0,0.018876891506139117
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03842,0.96945855,0.9815224557285432,0.04804421688248086,21.0,0.016661923397319194
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03844,0.9694496,0.9863222898505665,0.04606661434829049,22.0,0.01477615309049539
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03846,0.96944065,0.9904383229404525,0.04409110883097664,22.0,0.013164669794051623
BCb,b_cb,LR,Logistic Regression,uncalibrated,0.03848,0.9694317,0.9939973681205199,0.04212905809543266,22.0,0.01178230421404042
