transition,folder,tag,model,calibration,param,k4,chi,chi_err,chi_B,variance,variance_err,variance_B,ess_frac
AC,c_a,LR,Logistic Regression,uncalibrated,4.816,1.1861059999999999,0.012217607161262422,0.0018321714150137968,86.0,0.011882080461819853,0.0017248685598526266,86.0,0.008177146393509768
AC,c_a,LR,Logistic Regression,uncalibrated,4.817,1.186267,0.010840250989863217,0.0017147353800923812,86.0,0.010571520104619335,0.0016234199250803475,86.0,0.007093137529795764
AC,c_a,LR,Logistic Regression,uncalibrated,4.818,1.1864279999999998,0.009608176289309727,0.0016016143211761368,86.0,0.009393336304982479,0.0015240838329292018,86.0,0.006181350795700424
AC,c_a,LR,Logistic Regression,uncalibrated,4.819,1.186589,0.008508299431193408,0.001493158275245542,86.0,0.008336820593451491,0.0014274681165104856,86.0,0.005411411706962208
AC,c_a,LR,Logistic Regression,uncalibrated,4.82,1.18675,0.007528303471169093,0.0013896386927071097,86.0,0.007391626756668276,0.00133408214653009,86.0,0.0047586537201537325
AC,c_a,LR,Logistic Regression,uncalibrated,4.821,1.1869159999999999,0.006631337995247931,0.0012884287419513288,86.0,0.006523297090766882,0.0012417555766953395,86.0,0.00418892283966249
AC,c_a,LR,Logistic Regression,uncalibrated,4.822,1.187082,0.005837848304518999,0.0011928014300620394,86.0,0.005752532857387288,0.0011536448230259773,86.0,0.003704183047656208
AC,c_a,LR,Logistic Regression,uncalibrated,4.823,1.187248,0.00513699161782363,0.0011028013665354017,86.0,0.005069677647155557,0.0010699867495978718,86.0,0.003289984210921761
AC,c_a,LR,Logistic Regression,uncalibrated,4.824,1.187414,0.0045261483732054,0.0010207815161811884,90.0,0.004472898241145951,0.0009932845319876448,90.0,0.0029345555428652377
AC,c_a,LR,Logistic Regression,uncalibrated,4.825,1.1875799999999999,0.003980150394663008,0.0009439746922665767,90.0,0.003938198834800068,0.0009209178682052362,90.0,0.0026282792544390127
AC,c_a,LR,Logistic Regression,uncalibrated,4.826,1.187746,0.003499710938259928,0.0008719112036063165,90.0,0.0034666700398068044,0.0008525898808178157,90.0,0.0023632712888706263
