transition,model,feature_set,calibration,critical_parameter,critical_value,x,distance_from_critical,chi_err
BCb,Neural Network,30,uncalibrated,Delta_crit,0.0378974318047632,0.0374,0.0004974318047632001,0.0113180295593989
BCb,Neural Network,30,uncalibrated,Delta_crit,0.0378974318047632,0.0386,0.0007025681952367996,0.0
BCb,Neural Network,30,uncalibrated,Delta_crit,0.0378974318047632,0.037,0.0008974318047632046,0.0
BCb,Neural Network,30,calibrated,Delta_crit,0.0379030877030621,0.0378,0.00010308770306209636,0.0055875848349104
BCb,Neural Network,30,calibrated,Delta_crit,0.0379030877030621,0.0382,0.0002969122969379012,0.0075173136685043
BCb,Neural Network,30,calibrated,Delta_crit,0.0379030877030621,0.0374,0.0005030877030620939,0.0035873911057885
BCb,Neural Network,30,calibrated,Delta_crit,0.0379030877030621,0.0386,0.0006969122969379057,0.002225946338513
BCb,Neural Network,30,calibrated,Delta_crit,0.0379030877030621,0.037,0.0009030877030620985,0.0016943427472463
BCb,Neural Network,20,uncalibrated,Delta_crit,0.0372447072290085,0.0374,0.00015529277099150113,0.0733105967944097
BCb,Neural Network,20,uncalibrated,Delta_crit,0.0372447072290085,0.037,0.0002447072290085034,0.0444266508641546
BCb,Neural Network,20,uncalibrated,Delta_crit,0.0372447072290085,0.0378,0.0005552927709914987,0.0084551464865824
BCb,Neural Network,20,uncalibrated,Delta_crit,0.0372447072290085,0.0366,0.000644707229008501,0.0
BCb,Neural Network,20,uncalibrated,Delta_crit,0.0372447072290085,0.0382,0.0009552927709914963,0.0
BCb,Neural Network,20,calibrated,Delta_crit,0.0381530800852953,0.0382,4.6919914704700305e-05,0.0074801156829795
BCb,Neural Network,20,calibrated,Delta_crit,0.0381530800852953,0.0378,0.0003530800852952973,0.0038339076684727
BCb,Neural Network,20,calibrated,Delta_crit,0.0381530800852953,0.0386,0.0004469199147047048,0.0044934208737323
BCb,Neural Network,20,calibrated,Delta_crit,0.0381530800852953,0.0374,0.0007530800852952949,0.0032499535924727
BCb,Neural Network,20,calibrated,Delta_crit,0.0381530800852953,0.039,0.0008469199147047024,0.0023361392985166
BCb,Neural Network,12,uncalibrated,Delta_crit,0.0385543891412459,0.0386,4.561085875410403e-05,0.0183892177045583
BCb,Neural Network,12,uncalibrated,Delta_crit,0.0385543891412459,0.0382,0.0003543891412459005,0.1049617052227
BCb,Neural Network,12,uncalibrated,Delta_crit,0.0385543891412459,0.039,0.0004456108587541016,0.0
BCb,Neural Network,12,uncalibrated,Delta_crit,0.0385543891412459,0.0378,0.0007543891412458981,0.0
BCb,Neural Network,12,uncalibrated,Delta_crit,0.0385543891412459,0.0394,0.0008456108587540992,0.0
BCb,Neural Network,12,calibrated,Delta_crit,0.0381455224365012,0.0382,5.4477563498800397e-05,0.0153295014527205
BCb,Neural Network,12,calibrated,Delta_crit,0.0381455224365012,0.0378,0.0003455224365011972,0.0032935599616122
BCb,Neural Network,12,calibrated,Delta_crit,0.0381455224365012,0.0386,0.0004544775634988049,0.0122182898695458
BCb,Neural Network,12,calibrated,Delta_crit,0.0381455224365012,0.0374,0.0007455224365011948,0.0001608383777713
BCb,Neural Network,12,calibrated,Delta_crit,0.0381455224365012,0.039,0.0008544775634988025,3.39638967453176e-05
