stride,feature_set,n_features,model,Delta,chi,chi_err
1000,12,12,MeanShift,-0.11,0.116666666666667,0.07319250547114
1000,12,12,MeanShift,-0.108,0.159261790840738,0.0734492619107042
500,12,12,MeanShift,-0.128,0,0
500,12,12,MeanShift,-0.126,0,0
500,12,12,MeanShift,-0.124,0,0
500,12,12,MeanShift,-0.122,0,0
500,12,12,MeanShift,-0.12,0,0
500,12,12,MeanShift,-0.118,0,0
500,12,12,MeanShift,-0.116,0,0
500,12,12,MeanShift,-0.114,0.122104832104832,0.0753705237542245
500,12,12,MeanShift,-0.112,0.11890955588266,0.0620701825404346
500,12,12,MeanShift,-0.11,0.0877016129032258,0.0453712656569313
500,12,12,MeanShift,-0.108,0.0787193745970342,0.0423208233958022
250,12,12,MeanShift,-0.128,0,0
250,12,12,MeanShift,-0.126,0,0
250,12,12,MeanShift,-0.124,0,0
250,12,12,MeanShift,-0.122,0,0
250,12,12,MeanShift,-0.12,0,0
250,12,12,MeanShift,-0.118,0,0
250,12,12,MeanShift,-0.116,0,0
250,12,12,MeanShift,-0.114,0.130261711240768,0.0764762376640975
250,12,12,MeanShift,-0.112,0.117899787970092,0.0624959697457818
250,12,12,MeanShift,-0.11,0.0641047155563015,0.0330965664184702
250,12,12,MeanShift,-0.108,0.0621005246942138,0.034606132798902
100,12,12,MeanShift,-0.128,0,0
100,12,12,MeanShift,-0.126,0,0
100,12,12,MeanShift,-0.124,0,0
100,12,12,MeanShift,-0.122,0,0
100,12,12,MeanShift,-0.12,0,0
100,12,12,MeanShift,-0.118,0,0
100,12,12,MeanShift,-0.116,0,0
100,12,12,MeanShift,-0.114,0.118191591739629,0.071519893992745
100,12,12,MeanShift,-0.112,0.111799430567816,0.0647707578615689
100,12,12,MeanShift,-0.11,0.0850371005107955,0.033196044120847
100,12,12,MeanShift,-0.108,0.0510237975167248,0.0312911279408864
50,12,12,MeanShift,-0.128,0,0
50,12,12,MeanShift,-0.126,0,0
50,12,12,MeanShift,-0.124,0,0
50,12,12,MeanShift,-0.122,0,0
50,12,12,MeanShift,-0.12,0,0
50,12,12,MeanShift,-0.118,0,0
50,12,12,MeanShift,-0.116,0,0
50,12,12,MeanShift,-0.114,0.11501204408681,0.0673457328051957
50,12,12,MeanShift,-0.112,0.110744961036631,0.0605280487489796
50,12,12,MeanShift,-0.11,0.079966605821599,0.0339425109914215
50,12,12,MeanShift,-0.108,0.0454811426581895,0.0292322975726181
10,12,12,MeanShift,-0.128,0,0
10,12,12,MeanShift,-0.126,0,0
10,12,12,MeanShift,-0.124,0,0
10,12,12,MeanShift,-0.122,0,0
10,12,12,MeanShift,-0.12,0,0
10,12,12,MeanShift,-0.118,0,0
10,12,12,MeanShift,-0.116,0,0
10,12,12,MeanShift,-0.114,0.112950714026508,0.0681525277880319
10,12,12,MeanShift,-0.112,0.112024614231667,0.0582400842802747
10,12,12,MeanShift,-0.11,0.0767745025492023,0.0317669219032495
10,12,12,MeanShift,-0.108,0.0454429026359671,0.0286406777534265
5000,12,12,Birch,-0.128,0,0
5000,12,12,Birch,-0.126,0,0
5000,12,12,Birch,-0.124,0,0
5000,12,12,Birch,-0.122,0,0
5000,12,12,Birch,-0.12,0,0
5000,12,12,Birch,-0.118,0,0
5000,12,12,Birch,-0.116,0,0
5000,12,12,Birch,-0.114,0,0
5000,12,12,Birch,-0.112,0.25,0.25
5000,12,12,Birch,-0.11,0,0
5000,12,12,Birch,-0.108,0,0
1000,12,12,Birch,-0.128,0,0
1000,12,12,Birch,-0.126,0,0
1000,12,12,Birch,-0.124,0,0
1000,12,12,Birch,-0.122,0,0
1000,12,12,Birch,-0.12,0,0
1000,12,12,Birch,-0.118,0,0
1000,12,12,Birch,-0.116,0,0
1000,12,12,Birch,-0.114,0,0
1000,12,12,Birch,-0.112,0,0
1000,12,12,Birch,-0.11,0,0
1000,12,12,Birch,-0.108,0,0
500,12,12,Birch,-0.128,0,0
500,12,12,Birch,-0.126,0,0
500,12,12,Birch,-0.124,0,0
500,12,12,Birch,-0.122,0,0
500,12,12,Birch,-0.12,0,0
500,12,12,Birch,-0.118,0,0
500,12,12,Birch,-0.116,0,0
500,12,12,Birch,-0.114,0,0
500,12,12,Birch,-0.112,0,0
500,12,12,Birch,-0.11,0,0
500,12,12,Birch,-0.108,0,0
250,12,12,Birch,-0.128,0,0
250,12,12,Birch,-0.126,0,0
250,12,12,Birch,-0.124,0,0
250,12,12,Birch,-0.122,0,0
250,12,12,Birch,-0.12,0,0
250,12,12,Birch,-0.118,0,0
250,12,12,Birch,-0.116,0,0
250,12,12,Birch,-0.114,0,0
250,12,12,Birch,-0.112,0,0
250,12,12,Birch,-0.11,0,0
250,12,12,Birch,-0.108,0,0
100,12,12,Birch,-0.128,0,0
100,12,12,Birch,-0.126,0,0
100,12,12,Birch,-0.124,0,0
100,12,12,Birch,-0.122,0,0
100,12,12,Birch,-0.12,0,0
100,12,12,Birch,-0.118,0,0
100,12,12,Birch,-0.116,0,0
100,12,12,Birch,-0.114,0,0
100,12,12,Birch,-0.112,0,0
100,12,12,Birch,-0.11,0,0
100,12,12,Birch,-0.108,0,0
50,12,12,Birch,-0.128,0,0
50,12,12,Birch,-0.126,0,0
50,12,12,Birch,-0.124,0,0
50,12,12,Birch,-0.122,0,0
50,12,12,Birch,-0.12,0,0
50,12,12,Birch,-0.118,0,0
50,12,12,Birch,-0.116,0,0
50,12,12,Birch,-0.114,0,0
50,12,12,Birch,-0.112,0,0
50,12,12,Birch,-0.11,0,0
50,12,12,Birch,-0.108,0,0
10,12,12,Birch,-0.128,0,0
10,12,12,Birch,-0.126,0,0
10,12,12,Birch,-0.124,0,0
10,12,12,Birch,-0.122,0,0
10,12,12,Birch,-0.12,0,0
10,12,12,Birch,-0.118,0,0
10,12,12,Birch,-0.116,0,0
10,12,12,Birch,-0.114,0,0
10,12,12,Birch,-0.112,0,0
10,12,12,Birch,-0.11,0,0
10,12,12,Birch,-0.108,0,0
5000,12,12,BayesianGMM,-0.128,0,0
5000,12,12,BayesianGMM,-0.126,0,0
5000,12,12,BayesianGMM,-0.124,0,0
5000,12,12,BayesianGMM,-0.122,0,0
5000,12,12,BayesianGMM,-0.12,0,0
5000,12,12,BayesianGMM,-0.118,0,0
5000,12,12,BayesianGMM,-0.116,0,0
5000,12,12,BayesianGMM,-0.114,0.34999999987569,0.199999999928965
5000,12,12,BayesianGMM,-0.112,0.249999977575743,0.249999977575743
5000,12,12,BayesianGMM,-0.11,0.25,0.25
5000,12,12,BayesianGMM,-0.108,0.249999939044557,0.249999939044557
1000,12,12,BayesianGMM,-0.128,0,0
1000,12,12,BayesianGMM,-0.126,0,0
1000,12,12,BayesianGMM,-0.124,0,0
1000,12,12,BayesianGMM,-0.122,0,0
1000,12,12,BayesianGMM,-0.12,0,0
1000,12,12,BayesianGMM,-0.118,0,0
1000,12,12,BayesianGMM,-0.116,0,0
1000,12,12,BayesianGMM,-0.114,0,0
1000,12,12,BayesianGMM,-0.112,0,0
1000,12,12,BayesianGMM,-0.11,0,0
1000,12,12,BayesianGMM,-0.108,0,0
500,12,12,BayesianGMM,-0.128,0,0
500,12,12,BayesianGMM,-0.126,0,0
500,12,12,BayesianGMM,-0.124,0,0
500,12,12,BayesianGMM,-0.122,0,0
500,12,12,BayesianGMM,-0.12,0,0
500,12,12,BayesianGMM,-0.118,0,0
500,12,12,BayesianGMM,-0.116,0,0
500,12,12,BayesianGMM,-0.114,0,0
500,12,12,BayesianGMM,-0.112,0,0
500,12,12,BayesianGMM,-0.11,0,0
500,12,12,BayesianGMM,-0.108,0,0
250,12,12,BayesianGMM,-0.128,0,0
250,12,12,BayesianGMM,-0.126,0,0
250,12,12,BayesianGMM,-0.124,0,0
250,12,12,BayesianGMM,-0.122,0,0
250,12,12,BayesianGMM,-0.12,0,0
250,12,12,BayesianGMM,-0.118,0,0
250,12,12,BayesianGMM,-0.116,0,0
250,12,12,BayesianGMM,-0.114,0,0
250,12,12,BayesianGMM,-0.112,0,0
250,12,12,BayesianGMM,-0.11,0,0
250,12,12,BayesianGMM,-0.108,0,0
