stride,feature_set,n_features,model,Delta,chi,chi_err
5000,12,12,MeanShift,0.0382,0.143856143856144,0.12987012987013
5000,12,12,MeanShift,0.0386,0.276143790849673,0.0833333333333333
5000,12,12,MeanShift,0.039,0,0
5000,12,12,MeanShift,0.0394,0,0
5000,12,12,MeanShift,0.0398,0,0
5000,12,12,MeanShift,0.0402,0,0
5000,12,12,MeanShift,0.041,0,0
1000,12,12,MeanShift,0.036,0,0
1000,12,12,MeanShift,0.0366,0,0
1000,12,12,MeanShift,0.037,0,0
1000,12,12,MeanShift,0.0374,0,0
1000,12,12,MeanShift,0.0378,0,0
1000,12,12,MeanShift,0.0382,0.0834073134643837,0.0763052208835341
1000,12,12,MeanShift,0.0386,0.190735815602837,0.109264184397163
1000,12,12,MeanShift,0.039,0.00546448087431699,0.00546448087431694
1000,12,12,MeanShift,0.0394,0,0
1000,12,12,MeanShift,0.0398,0,0
1000,12,12,MeanShift,0.0402,0,0
1000,12,12,MeanShift,0.041,0,0
500,12,12,MeanShift,0.036,0,0
500,12,12,MeanShift,0.0366,0,0
500,12,12,MeanShift,0.037,0,0
500,12,12,MeanShift,0.0374,0,0
500,12,12,MeanShift,0.0378,0,0
500,12,12,MeanShift,0.0382,0.0408244215663315,0.03923779456534
500,12,12,MeanShift,0.0386,0.192991641407183,0.0982456140350877
500,12,12,MeanShift,0.039,0.0148590950383672,0.00896559690934881
500,12,12,MeanShift,0.0394,0,0
500,12,12,MeanShift,0.0398,0,0
500,12,12,MeanShift,0.0402,0,0
500,12,12,MeanShift,0.041,0,0
250,12,12,MeanShift,0.036,0,0
250,12,12,MeanShift,0.0366,0,0
250,12,12,MeanShift,0.037,0,0
250,12,12,MeanShift,0.0374,0,0
250,12,12,MeanShift,0.0378,0,0
250,12,12,MeanShift,0.0382,0.0425056998684001,0.0402257525083612
250,12,12,MeanShift,0.0386,0.191277768178638,0.103061450641831
250,12,12,MeanShift,0.039,0.0137165809446306,0.00890891924352445
250,12,12,MeanShift,0.0394,0,0
250,12,12,MeanShift,0.0398,0,0
250,12,12,MeanShift,0.0402,0,0
250,12,12,MeanShift,0.041,0,0
100,12,12,MeanShift,0.036,0,0
100,12,12,MeanShift,0.0366,0,0
100,12,12,MeanShift,0.037,0,0
100,12,12,MeanShift,0.0374,0,0
100,12,12,MeanShift,0.0378,0,0
100,12,12,MeanShift,0.0382,0.0352126843182727,0.0338044719551149
100,12,12,MeanShift,0.0386,0.167584951789678,0.104293383842524
100,12,12,MeanShift,0.039,0.0154794890294225,0.00892008518554286
100,12,12,MeanShift,0.0394,0,0
100,12,12,MeanShift,0.0398,0,0
100,12,12,MeanShift,0.0402,0,0
100,12,12,MeanShift,0.041,0,0
50,12,12,MeanShift,0.036,0,0
50,12,12,MeanShift,0.0366,0,0
50,12,12,MeanShift,0.037,0,0
50,12,12,MeanShift,0.0374,0,0
50,12,12,MeanShift,0.0378,0,0
50,12,12,MeanShift,0.0382,0.0385973520120996,0.0368800878732818
50,12,12,MeanShift,0.0386,0.177553612283269,0.107904943703474
50,12,12,MeanShift,0.039,0.0148237651284653,0.00959833212746042
50,12,12,MeanShift,0.0394,0,0
50,12,12,MeanShift,0.0398,0,0
50,12,12,MeanShift,0.0402,0,0
50,12,12,MeanShift,0.041,0,0
5000,12,12,Birch,0.036,0,0
5000,12,12,Birch,0.0366,0,0
5000,12,12,Birch,0.037,0,0
5000,12,12,Birch,0.0374,0,0
5000,12,12,Birch,0.0378,0.0714285714285709,0.0714285714285715
5000,12,12,Birch,0.0382,0.205769230769231,0.0798713832972892
5000,12,12,Birch,0.0386,0,0
5000,12,12,Birch,0.039,0,0
5000,12,12,Birch,0.0394,0,0
5000,12,12,Birch,0.0398,0,0
5000,12,12,Birch,0.0402,0,0
5000,12,12,Birch,0.041,0,0
1000,12,12,Birch,0.036,0,0
1000,12,12,Birch,0.0366,0,0
1000,12,12,Birch,0.037,0,0
1000,12,12,Birch,0.0374,0,0
1000,12,12,Birch,0.0378,0,0
1000,12,12,Birch,0.0382,0.10012285012285,0.0878378378378378
1000,12,12,Birch,0.0386,0.285923141186299,0.0783918502584858
1000,12,12,Birch,0.039,0,0
1000,12,12,Birch,0.0394,0,0
1000,12,12,Birch,0.0398,0,0
1000,12,12,Birch,0.0402,0,0
1000,12,12,Birch,0.041,0,0
500,12,12,Birch,0.036,0,0
500,12,12,Birch,0.0366,0,0
500,12,12,Birch,0.037,0,0
500,12,12,Birch,0.0374,0,0
500,12,12,Birch,0.0378,0.0398471336161301,0.0248992978675009
500,12,12,Birch,0.0382,0.227747068676717,0.0492424242424242
500,12,12,Birch,0.0386,0,0
500,12,12,Birch,0.039,0,0
500,12,12,Birch,0.0394,0,0
500,12,12,Birch,0.0398,0,0
500,12,12,Birch,0.0402,0,0
500,12,12,Birch,0.041,0,0
250,12,12,Birch,0.036,0,0
250,12,12,Birch,0.0366,0,0
250,12,12,Birch,0.037,0,0
250,12,12,Birch,0.0374,0,0
250,12,12,Birch,0.0378,0.132079952354941,0.0328946862222545
250,12,12,Birch,0.0382,0.110206982355602,0.0403096029002266
250,12,12,Birch,0.0386,0,0
250,12,12,Birch,0.039,0,0
250,12,12,Birch,0.0394,0,0
250,12,12,Birch,0.0398,0,0
250,12,12,Birch,0.0402,0,0
250,12,12,Birch,0.041,0,0
100,12,12,Birch,0.036,0,0
100,12,12,Birch,0.0366,0,0
100,12,12,Birch,0.037,0,0
100,12,12,Birch,0.0374,0,0
100,12,12,Birch,0.0378,0.01030151835908,0.00742835103041915
100,12,12,Birch,0.0382,0.281570335866929,0.0233587174348697
100,12,12,Birch,0.0386,0.0286992906541714,0.0187426549725803
100,12,12,Birch,0.039,0,0
100,12,12,Birch,0.0394,0,0
100,12,12,Birch,0.0398,0,0
100,12,12,Birch,0.0402,0,0
100,12,12,Birch,0.041,0,0
50,12,12,Birch,0.036,0,0
50,12,12,Birch,0.0366,0,0
50,12,12,Birch,0.037,0,0
50,12,12,Birch,0.0374,0,0
50,12,12,Birch,0.0378,0,0
50,12,12,Birch,0.0382,0.0265668214264272,0.0257580757041815
50,12,12,Birch,0.0386,0.13510526134143,0.0958100650768841
50,12,12,Birch,0.039,0.0246924926763366,0.0150806438980361
50,12,12,Birch,0.0394,0,0
50,12,12,Birch,0.0398,0,0
50,12,12,Birch,0.0402,0,0
50,12,12,Birch,0.041,0,0
5000,12,12,BayesianGMM,0.036,0,0
5000,12,12,BayesianGMM,0.0366,0,0
5000,12,12,BayesianGMM,0.037,0,0
5000,12,12,BayesianGMM,0.0374,3.60678594317122E-17,3.60322907769559E-17
5000,12,12,BayesianGMM,0.0378,0.0588139213599746,0.0588138859882086
5000,12,12,BayesianGMM,0.0382,0.214739766825299,0.116162866040741
5000,12,12,BayesianGMM,0.0386,0.196114576905547,0.0752322163070319
5000,12,12,BayesianGMM,0.039,8.05530955018129E-13,8.05530920103872E-13
5000,12,12,BayesianGMM,0.0394,1.87866387199744E-22,1.87866367433272E-22
5000,12,12,BayesianGMM,0.0398,0,0
5000,12,12,BayesianGMM,0.0402,0,0
5000,12,12,BayesianGMM,0.041,0,0
1000,12,12,BayesianGMM,0.036,0,0
1000,12,12,BayesianGMM,0.0366,0,0
1000,12,12,BayesianGMM,0.037,0,0
1000,12,12,BayesianGMM,0.0374,4.77382461472667E-19,4.77220201298771E-19
1000,12,12,BayesianGMM,0.0378,2.7478835532576E-08,2.74748096815388E-08
1000,12,12,BayesianGMM,0.0382,0.169162725541545,0.0953379387509688
1000,12,12,BayesianGMM,0.0386,0.20827533582614,0.0452568398138197
1000,12,12,BayesianGMM,0.039,1.94216120241041E-10,1.92881212566828E-10
1000,12,12,BayesianGMM,0.0394,6.60008517212421E-29,6.59437021404813E-29
1000,12,12,BayesianGMM,0.0398,0,0
1000,12,12,BayesianGMM,0.0402,0,0
1000,12,12,BayesianGMM,0.041,0,0
500,12,12,BayesianGMM,0.036,0,0
500,12,12,BayesianGMM,0.0366,0,0
500,12,12,BayesianGMM,0.037,2.03067517612752E-20,2.03054961283931E-20
500,12,12,BayesianGMM,0.0374,6.74861475728066E-10,6.74156904028299E-10
500,12,12,BayesianGMM,0.0378,0.0136527613247883,0.00969435574154267
500,12,12,BayesianGMM,0.0382,0.23324858696775,0.0154530454464427
500,12,12,BayesianGMM,0.0386,0.0405804785601383,0.0207475017957616
500,12,12,BayesianGMM,0.039,6.76326963831865E-25,5.99949320334329E-25
500,12,12,BayesianGMM,0.0394,0,0
500,12,12,BayesianGMM,0.0398,0,0
500,12,12,BayesianGMM,0.0402,0,0
500,12,12,BayesianGMM,0.041,0,0
