feature_set,n_features,model,calibration,Delta,chi,chi_err
20,20,Gradient Boosted Trees,calibrated,0.0378,0.0527493921796718,0.0157687551410957
20,20,Gradient Boosted Trees,calibrated,0.0382,0.0819011835750187,0.0223842756358111
20,20,Gradient Boosted Trees,calibrated,0.0386,0.0118432623036805,0.00265871037087474
20,20,Gradient Boosted Trees,calibrated,0.039,5.41103885157144E-06,3.65176644314594E-06
20,20,Gradient Boosted Trees,calibrated,0.0394,3.28328684804416E-09,3.17851884763929E-09
20,20,Gradient Boosted Trees,calibrated,0.0398,-5.91652369696616E-31,7.58475042743383E-47
20,20,Gradient Boosted Trees,calibrated,0.0402,-1.98450080374718E-30,1.60896853825381E-46
20,20,Gradient Boosted Trees,calibrated,0.041,-1.24493170544724E-30,2.00673633874808E-46
20,20,Gradient Boosted Trees,uncalibrated,0.036,-1.19387244929638E-39,1.20638193255299E-55
20,20,Gradient Boosted Trees,uncalibrated,0.0366,6.49626269021079E-07,3.60409345966955E-07
20,20,Gradient Boosted Trees,uncalibrated,0.037,1.42809905772158E-05,2.84886325322611E-07
20,20,Gradient Boosted Trees,uncalibrated,0.0374,0.000114713477648554,0.000112275831127031
20,20,Gradient Boosted Trees,uncalibrated,0.0378,0.0602967468828694,0.0184821152401674
20,20,Gradient Boosted Trees,uncalibrated,0.0382,0.0964851199460489,0.0266350796930185
20,20,Gradient Boosted Trees,uncalibrated,0.0386,0.0071748321157763,0.00135838688752631
20,20,Gradient Boosted Trees,uncalibrated,0.039,3.19688048950469E-06,2.40687567236726E-06
20,20,Gradient Boosted Trees,uncalibrated,0.0394,2.42784432732314E-10,2.39405027860865E-10
20,20,Gradient Boosted Trees,uncalibrated,0.0398,1.97215226283452E-31,7.327565064651E-46
20,20,Gradient Boosted Trees,uncalibrated,0.0402,-4.75787139641978E-30,5.80121856528245E-46
20,20,Gradient Boosted Trees,uncalibrated,0.041,-1.46803255202109E-29,1.13771256411508E-45
20,20,kNN,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
20,20,kNN,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
20,20,kNN,calibrated,0.037,2.93873587675071E-39,9.59019981773978E-54
20,20,kNN,calibrated,0.0374,-3.35019307153942E-37,3.75531130402088E-53
20,20,kNN,calibrated,0.0378,0.0539822953908168,0.0225043948297674
20,20,kNN,calibrated,0.0382,0.182399613060436,0.0446571133514381
20,20,kNN,calibrated,0.0386,0.00170875697717199,0.00135226091954405
20,20,kNN,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
20,20,kNN,calibrated,0.0394,-1.87356462734411E-30,1.34971623059732E-46
20,20,kNN,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
20,20,kNN,calibrated,0.0402,-4.68391418803321E-30,1.06704437089614E-46
20,20,kNN,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
20,20,kNN,uncalibrated,0.036,0,0
20,20,kNN,uncalibrated,0.0366,0,0
20,20,kNN,uncalibrated,0.037,0,0
20,20,kNN,uncalibrated,0.0374,0,0
20,20,kNN,uncalibrated,0.0378,0.0536522273012707,0.0224236643017968
20,20,kNN,uncalibrated,0.0382,0.182798478586369,0.0446160954489916
20,20,kNN,uncalibrated,0.0386,0.00173712896240479,0.00137238261066462
20,20,kNN,uncalibrated,0.039,0,0
20,20,kNN,uncalibrated,0.0394,0,0
20,20,kNN,uncalibrated,0.0398,0,0
20,20,kNN,uncalibrated,0.0402,0,0
20,20,kNN,uncalibrated,0.041,0,0
20,20,kNN kd_tree,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
20,20,kNN kd_tree,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
20,20,kNN kd_tree,calibrated,0.037,2.93873587675071E-39,9.59019981773978E-54
20,20,kNN kd_tree,calibrated,0.0374,-3.35019307153942E-37,3.75531130402088E-53
20,20,kNN kd_tree,calibrated,0.0378,0.0539822953908168,0.0225043948297674
20,20,kNN kd_tree,calibrated,0.0382,0.182399613060436,0.0446571133514381
20,20,kNN kd_tree,calibrated,0.0386,0.00170875697717199,0.00135226091954405
20,20,kNN kd_tree,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
20,20,kNN kd_tree,calibrated,0.0394,-1.87356462734411E-30,1.34971623059732E-46
20,20,kNN kd_tree,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
20,20,kNN kd_tree,calibrated,0.0402,-4.68391418803321E-30,1.06704437089614E-46
20,20,kNN kd_tree,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
20,20,kNN kd_tree,uncalibrated,0.036,0,0
20,20,kNN kd_tree,uncalibrated,0.0366,0,0
20,20,kNN kd_tree,uncalibrated,0.037,0,0
20,20,kNN kd_tree,uncalibrated,0.0374,0,0
20,20,kNN kd_tree,uncalibrated,0.0378,0.0536522273012707,0.0224236643017968
20,20,kNN kd_tree,uncalibrated,0.0382,0.182798478586369,0.0446160954489916
20,20,kNN kd_tree,uncalibrated,0.0386,0.00173712896240479,0.00137238261066462
20,20,kNN kd_tree,uncalibrated,0.039,0,0
20,20,kNN kd_tree,uncalibrated,0.0394,0,0
20,20,kNN kd_tree,uncalibrated,0.0398,0,0
20,20,kNN kd_tree,uncalibrated,0.0402,0,0
20,20,kNN kd_tree,uncalibrated,0.041,0,0
20,20,kNN ball_tree,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
20,20,kNN ball_tree,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
20,20,kNN ball_tree,calibrated,0.037,2.93873587675071E-39,9.59019981773978E-54
20,20,kNN ball_tree,calibrated,0.0374,-3.35019307153942E-37,3.75531130402088E-53
20,20,kNN ball_tree,calibrated,0.0378,0.0539822953908168,0.0225043948297674
20,20,kNN ball_tree,calibrated,0.0382,0.182399613060436,0.0446571133514381
20,20,kNN ball_tree,calibrated,0.0386,0.00170875697717199,0.00135226091954405
20,20,kNN ball_tree,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
20,20,kNN ball_tree,calibrated,0.0394,-1.87356462734411E-30,1.34971623059732E-46
20,20,kNN ball_tree,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
20,20,kNN ball_tree,calibrated,0.0402,-4.68391418803321E-30,1.06704437089614E-46
20,20,kNN ball_tree,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
20,20,kNN ball_tree,uncalibrated,0.036,0,0
20,20,kNN ball_tree,uncalibrated,0.0366,0,0
20,20,kNN ball_tree,uncalibrated,0.037,0,0
20,20,kNN ball_tree,uncalibrated,0.0374,0,0
20,20,kNN ball_tree,uncalibrated,0.0378,0.0536522273012707,0.0224236643017968
20,20,kNN ball_tree,uncalibrated,0.0382,0.182798478586369,0.0446160954489916
20,20,kNN ball_tree,uncalibrated,0.0386,0.00173712896240479,0.00137238261066462
20,20,kNN ball_tree,uncalibrated,0.039,0,0
20,20,kNN ball_tree,uncalibrated,0.0394,0,0
20,20,kNN ball_tree,uncalibrated,0.0398,0,0
20,20,kNN ball_tree,uncalibrated,0.0402,0,0
20,20,kNN ball_tree,uncalibrated,0.041,0,0
20,20,SVM (RBF),calibrated,0.036,7.80707924067203E-09,1.14497569639041E-09
20,20,SVM (RBF),calibrated,0.0366,9.99907177818311E-07,3.5433480161233E-07
20,20,SVM (RBF),calibrated,0.037,0.000201404777659087,0.000139871334815044
20,20,SVM (RBF),calibrated,0.0374,0.00936502749202864,0.00424900131313008
20,20,SVM (RBF),calibrated,0.0378,0.0464054905696,0.00857598856505928
20,20,SVM (RBF),calibrated,0.0382,0.0360226844584257,0.0101099567061466
20,20,SVM (RBF),calibrated,0.0386,0.00184377035172017,0.000692410774115409
20,20,SVM (RBF),calibrated,0.039,2.47383942028471E-06,6.92538177910395E-07
20,20,SVM (RBF),calibrated,0.0394,9.93119769250063E-08,4.23000445341991E-08
20,20,SVM (RBF),calibrated,0.0398,9.32359135281501E-09,3.24628392676578E-09
20,20,SVM (RBF),calibrated,0.0402,1.33357957048389E-08,3.84120886587423E-09
20,20,SVM (RBF),calibrated,0.041,2.47994437890533E-09,7.82135627202844E-11
20,20,SVM (RBF),uncalibrated,0.036,6.58455627566796E-05,5.07530129772875E-06
20,20,SVM (RBF),uncalibrated,0.0366,0.000432759770036902,5.41955504141862E-05
20,20,SVM (RBF),uncalibrated,0.037,0.00102839194714149,0.00019383179559751
20,20,SVM (RBF),uncalibrated,0.0374,0.0015832603326018,0.000314526047100597
20,20,SVM (RBF),uncalibrated,0.0378,0.00161312246746837,0.000461455812183334
20,20,SVM (RBF),uncalibrated,0.0382,0.00300184739831355,0.000888643813707951
20,20,SVM (RBF),uncalibrated,0.0386,0.00166610314413523,0.000424256574711269
20,20,SVM (RBF),uncalibrated,0.039,0.000816177046354468,0.000210120541485068
20,20,SVM (RBF),uncalibrated,0.0394,0.000158822056075069,3.23656846997377E-05
20,20,SVM (RBF),uncalibrated,0.0398,6.52936655983733E-05,1.26570294146661E-05
20,20,SVM (RBF),uncalibrated,0.0402,8.76885841149298E-05,1.58020928603033E-05
20,20,SVM (RBF),uncalibrated,0.041,4.07783032991115E-05,1.01383521190046E-06
20,20,Neural Network,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
20,20,Neural Network,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
20,20,Neural Network,calibrated,0.037,1.21006302308528E-05,1.20935452149782E-05
20,20,Neural Network,calibrated,0.0374,0.00579052896751121,0.0032499535924727
20,20,Neural Network,calibrated,0.0378,0.0128643506089245,0.00383390766847272
20,20,Neural Network,calibrated,0.0382,0.0835576866739977,0.00748011568297952
20,20,Neural Network,calibrated,0.0386,0.00838170241520098,0.00449342087373235
20,20,Neural Network,calibrated,0.039,0.0124383166998774,0.0023361392985166
20,20,Neural Network,calibrated,0.0394,0.00298815740239567,0.00149620031578844
20,20,Neural Network,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
20,20,Neural Network,calibrated,0.0402,5.35003661987311E-06,4.66360732813744E-06
20,20,Neural Network,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
20,20,Neural Network,uncalibrated,0.036,0,0
20,20,Neural Network,uncalibrated,0.0366,0,0
20,20,Neural Network,uncalibrated,0.037,0.0784329951018673,0.0444266508641546
20,20,Neural Network,uncalibrated,0.0374,0.1985967345877,0.0733105967944097
20,20,Neural Network,uncalibrated,0.0378,0.00868584356037704,0.0084551464865824
20,20,Neural Network,uncalibrated,0.0382,0,0
20,20,Neural Network,uncalibrated,0.0386,0,0
20,20,Neural Network,uncalibrated,0.039,0,0
20,20,Neural Network,uncalibrated,0.0394,0,0
20,20,Neural Network,uncalibrated,0.0398,0,0
20,20,Neural Network,uncalibrated,0.0402,0,0
20,20,Neural Network,uncalibrated,0.041,0,0
12,12,Logistic Regression,calibrated,0.036,5.1517226987347E-09,8.11318353075151E-10
12,12,Logistic Regression,calibrated,0.0366,9.0117114465344E-07,3.40490892527914E-07
12,12,Logistic Regression,calibrated,0.037,0.000211704357588811,0.000147790587462583
12,12,Logistic Regression,calibrated,0.0374,0.0096936411713159,0.00432909434574265
12,12,Logistic Regression,calibrated,0.0378,0.0459337989987416,0.00854325834434387
12,12,Logistic Regression,calibrated,0.0382,0.0355324188167824,0.00986662361321651
12,12,Logistic Regression,calibrated,0.0386,0.00191620512596457,0.000710047116033925
12,12,Logistic Regression,calibrated,0.039,2.79594157818495E-06,8.0148549443728E-07
12,12,Logistic Regression,calibrated,0.0394,1.15285918262166E-07,4.83325583045907E-08
12,12,Logistic Regression,calibrated,0.0398,1.56662533868788E-08,6.12183300603212E-09
12,12,Logistic Regression,calibrated,0.0402,1.54343603361524E-08,4.22514355822535E-09
12,12,Logistic Regression,calibrated,0.041,3.55207738146907E-09,1.20947665825216E-10
12,12,Logistic Regression,uncalibrated,0.036,1.10042233208438E-16,3.82333894544928E-17
12,12,Logistic Regression,uncalibrated,0.0366,1.02634187693834E-11,8.41690554212494E-12
12,12,Logistic Regression,uncalibrated,0.037,3.73157683385595E-06,3.59114179693342E-06
12,12,Logistic Regression,uncalibrated,0.0374,0.00710523323025181,0.00555194193271406
12,12,Logistic Regression,uncalibrated,0.0378,0.109400506249684,0.0151654114936343
12,12,Logistic Regression,uncalibrated,0.0382,0.0349088726399948,0.0159696236252411
12,12,Logistic Regression,uncalibrated,0.0386,4.84869332984806E-05,3.41820230617034E-05
12,12,Logistic Regression,uncalibrated,0.039,6.36269123676218E-12,2.8575129906366E-12
12,12,Logistic Regression,uncalibrated,0.0394,1.23730218548691E-14,9.88892694469118E-15
12,12,Logistic Regression,uncalibrated,0.0398,1.35692786763078E-16,9.40726487902415E-17
12,12,Logistic Regression,uncalibrated,0.0402,9.53379987667702E-17,4.31146039224519E-17
12,12,Logistic Regression,uncalibrated,0.041,5.16738204843967E-18,2.94322395761499E-19
12,12,Logistic Regression C = 0.00175,calibrated,0.036,5.14037384450287E-09,8.09543052128114E-10
12,12,Logistic Regression C = 0.00175,calibrated,0.0366,8.99246765789192E-07,3.39769341503906E-07
12,12,Logistic Regression C = 0.00175,calibrated,0.037,0.000211286812058401,0.000147504615140566
12,12,Logistic Regression C = 0.00175,calibrated,0.0374,0.00968021343260276,0.00432425888356403
12,12,Logistic Regression C = 0.00175,calibrated,0.0378,0.045922211412197,0.00854150802720768
12,12,Logistic Regression C = 0.00175,calibrated,0.0382,0.0355620337105992,0.00987228843097134
12,12,Logistic Regression C = 0.00175,calibrated,0.0386,0.00191800962162129,0.000710805565743473
12,12,Logistic Regression C = 0.00175,calibrated,0.039,2.79516154392654E-06,8.01414346685171E-07
12,12,Logistic Regression C = 0.00175,calibrated,0.0394,1.15200608703489E-07,4.83051650990215E-08
12,12,Logistic Regression C = 0.00175,calibrated,0.0398,1.56368234311372E-08,6.10954839063399E-09
12,12,Logistic Regression C = 0.00175,calibrated,0.0402,1.54173621251726E-08,4.22149725535055E-09
12,12,Logistic Regression C = 0.00175,calibrated,0.041,3.54581185928652E-09,1.20711156637491E-10
12,12,Logistic Regression C = 0.00175,uncalibrated,0.036,2.97583443570109E-17,1.07871715197712E-17
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0366,4.48858221040345E-12,3.75646389222071E-12
12,12,Logistic Regression C = 0.00175,uncalibrated,0.037,2.78120708524741E-06,2.68914990926107E-06
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0374,0.00683002317802275,0.00543662150341549
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0378,0.112031857837172,0.0155757959029333
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0382,0.0353645377507361,0.0163198288784338
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0386,4.12446798444862E-05,2.95997006217315E-05
12,12,Logistic Regression C = 0.00175,uncalibrated,0.039,2.75654343638914E-12,1.26018737736544E-12
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0394,4.27088120124372E-15,3.50156869081165E-15
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0398,3.80868312948895E-17,2.72255640247718E-17
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0402,2.54633719442391E-17,1.18685989271566E-17
12,12,Logistic Regression C = 0.00175,uncalibrated,0.041,1.23542777519154E-18,7.29857414871173E-20
12,12,Decision Tree,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
12,12,Decision Tree,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
12,12,Decision Tree,calibrated,0.037,2.93873587675071E-39,9.59019981773978E-54
12,12,Decision Tree,calibrated,0.0374,0.000820124092483949,0.000819078829339688
12,12,Decision Tree,calibrated,0.0378,0.146977827051828,0.0334490362339502
12,12,Decision Tree,calibrated,0.0382,0.0995990232421672,0.0387187856622838
12,12,Decision Tree,calibrated,0.0386,3.79134990841398E-05,3.79123122742613E-05
12,12,Decision Tree,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
12,12,Decision Tree,calibrated,0.0394,-1.87356462734411E-30,1.34971623059732E-46
12,12,Decision Tree,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
12,12,Decision Tree,calibrated,0.0402,-4.68391418803321E-30,1.06704437089614E-46
12,12,Decision Tree,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
12,12,Decision Tree,uncalibrated,0.036,0,0
12,12,Decision Tree,uncalibrated,0.0366,0,0
12,12,Decision Tree,uncalibrated,0.037,0,0
12,12,Decision Tree,uncalibrated,0.0374,0.000820008210045549,0.000819011865210529
12,12,Decision Tree,uncalibrated,0.0378,0.147774386984428,0.0336541184953244
12,12,Decision Tree,uncalibrated,0.0382,0.101001097638376,0.039055345267865
12,12,Decision Tree,uncalibrated,0.0386,4.1697940135515E-05,4.16966203578675E-05
12,12,Decision Tree,uncalibrated,0.039,0,0
12,12,Decision Tree,uncalibrated,0.0394,0,0
12,12,Decision Tree,uncalibrated,0.0398,0,0
12,12,Decision Tree,uncalibrated,0.0402,0,0
12,12,Decision Tree,uncalibrated,0.041,0,0
12,12,Random Forest,calibrated,0.036,4.49748988493741E-14,2.98057749214067E-14
12,12,Random Forest,calibrated,0.0366,2.12647084091533E-11,3.54482173542345E-12
12,12,Random Forest,calibrated,0.037,8.20474960651563E-08,7.54725815244144E-08
12,12,Random Forest,calibrated,0.0374,0.000722088638252863,0.000715153189983717
12,12,Random Forest,calibrated,0.0378,0.134018174354211,0.0314609141439309
12,12,Random Forest,calibrated,0.0382,0.0925840425788423,0.0367933725422705
12,12,Random Forest,calibrated,0.0386,1.76466304698448E-05,1.6977385869485E-05
12,12,Random Forest,calibrated,0.039,1.7713027311769E-13,8.53039449376592E-14
12,12,Random Forest,calibrated,0.0394,3.71521415849682E-15,3.21659801815728E-15
12,12,Random Forest,calibrated,0.0398,1.12107890933307E-15,1.12107890933307E-15
12,12,Random Forest,calibrated,0.0402,1.72085586147467E-15,1.72083686711464E-15
12,12,Random Forest,calibrated,0.041,-2.81033931476762E-30,8.26529015629025E-47
12,12,Random Forest,uncalibrated,0.036,3.54792357395771E-09,2.66084826168261E-09
12,12,Random Forest,uncalibrated,0.0366,1.83392737498304E-06,3.07633998779199E-07
12,12,Random Forest,uncalibrated,0.037,0.000131992017551535,0.000105487435428012
12,12,Random Forest,uncalibrated,0.0374,0.00536615926923952,0.00269706590083302
12,12,Random Forest,uncalibrated,0.0378,0.0911278961074643,0.0201854509107464
12,12,Random Forest,uncalibrated,0.0382,0.0633160929613526,0.0244797466809628
12,12,Random Forest,uncalibrated,0.0386,9.09574036867229E-05,4.75168698881938E-05
12,12,Random Forest,uncalibrated,0.039,3.21787374903879E-08,1.58468609983207E-08
12,12,Random Forest,uncalibrated,0.0394,1.29847555499544E-09,1.04950368959417E-09
12,12,Random Forest,uncalibrated,0.0398,2.61200267469069E-10,2.61200267469074E-10
12,12,Random Forest,uncalibrated,0.0402,5.55173103047218E-10,5.55166464370373E-10
12,12,Random Forest,uncalibrated,0.041,0,0
12,12,Gradient Boosted Trees,calibrated,0.036,-3.31345468875246E-37,2.48989749328198E-53
12,12,Gradient Boosted Trees,calibrated,0.0366,-1.33713849697873E-37,1.01928514212755E-53
12,12,Gradient Boosted Trees,calibrated,0.037,4.56942910015498E-05,4.14700920913234E-05
12,12,Gradient Boosted Trees,calibrated,0.0374,0.0027608916711931,0.00175799907082063
12,12,Gradient Boosted Trees,calibrated,0.0378,0.130309126013838,0.0279987719724763
12,12,Gradient Boosted Trees,calibrated,0.0382,0.0805197099611985,0.0319248179505436
12,12,Gradient Boosted Trees,calibrated,0.0386,2.98326519622039E-05,2.96087862539265E-05
12,12,Gradient Boosted Trees,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
12,12,Gradient Boosted Trees,calibrated,0.0394,1.23259516427337E-32,5.30706745291863E-47
12,12,Gradient Boosted Trees,calibrated,0.0398,-5.91652369696616E-31,7.58475042743383E-47
12,12,Gradient Boosted Trees,calibrated,0.0402,-1.98450080374718E-30,1.60896853825381E-46
12,12,Gradient Boosted Trees,calibrated,0.041,-1.24493170544724E-30,2.00673633874808E-46
12,12,Gradient Boosted Trees,uncalibrated,0.036,-1.19387244929638E-39,1.20638193255299E-55
12,12,Gradient Boosted Trees,uncalibrated,0.0366,-3.5357024197217E-39,2.68403035891771E-55
12,12,Gradient Boosted Trees,uncalibrated,0.037,1.87583670629281E-05,1.69616705908659E-05
12,12,Gradient Boosted Trees,uncalibrated,0.0374,0.00162997007102413,0.00121620485109003
12,12,Gradient Boosted Trees,uncalibrated,0.0378,0.137523949390105,0.0302249715412016
12,12,Gradient Boosted Trees,uncalibrated,0.0382,0.0881867892178329,0.0345805906480893
12,12,Gradient Boosted Trees,uncalibrated,0.0386,3.56394336846471E-05,3.55948135349425E-05
12,12,Gradient Boosted Trees,uncalibrated,0.039,1.97215226301027E-31,7.2221269767838E-46
12,12,Gradient Boosted Trees,uncalibrated,0.0394,1.10933564784566E-31,3.79237521371692E-46
12,12,Gradient Boosted Trees,uncalibrated,0.0398,1.97215226283452E-31,7.327565064651E-46
12,12,Gradient Boosted Trees,uncalibrated,0.0402,-4.75787139641978E-30,5.80121856528245E-46
12,12,Gradient Boosted Trees,uncalibrated,0.041,-1.46803255202109E-29,1.13771256411508E-45
12,12,kNN kd_tree,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
12,12,kNN kd_tree,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
12,12,kNN kd_tree,calibrated,0.037,2.93873587675071E-39,9.59019981773978E-54
12,12,kNN kd_tree,calibrated,0.0374,0.00051084996107281,0.00051042739689118
12,12,kNN kd_tree,calibrated,0.0378,0.130756978156871,0.0332919445244103
12,12,kNN kd_tree,calibrated,0.0382,0.109077033778052,0.0399639664886499
12,12,kNN kd_tree,calibrated,0.0386,8.79612287579515E-05,6.69196838979062E-05
12,12,kNN kd_tree,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
12,12,kNN kd_tree,calibrated,0.0394,-1.87356462734411E-30,1.34971623059732E-46
12,12,kNN kd_tree,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
12,12,kNN kd_tree,calibrated,0.0402,-4.68391418803321E-30,1.06704437089614E-46
12,12,kNN kd_tree,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
12,12,kNN kd_tree,uncalibrated,0.036,0,0
12,12,kNN kd_tree,uncalibrated,0.0366,0,0
12,12,kNN kd_tree,uncalibrated,0.037,0,0
12,12,kNN kd_tree,uncalibrated,0.0374,0.000497604980479924,0.000497161968544609
12,12,kNN kd_tree,uncalibrated,0.0378,0.129334556903296,0.0329335452508506
12,12,kNN kd_tree,uncalibrated,0.0382,0.107013622649335,0.0395234937641202
12,12,kNN kd_tree,uncalibrated,0.0386,7.63013665806441E-05,5.9037932429845E-05
12,12,kNN kd_tree,uncalibrated,0.039,0,0
12,12,kNN kd_tree,uncalibrated,0.0394,0,0
12,12,kNN kd_tree,uncalibrated,0.0398,0,0
12,12,kNN kd_tree,uncalibrated,0.0402,0,0
12,12,kNN kd_tree,uncalibrated,0.041,0,0
12,12,kNN,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
12,12,kNN,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
12,12,kNN,calibrated,0.037,2.93873587675071E-39,9.59019981773978E-54
12,12,kNN,calibrated,0.0374,0.00051084996107281,0.00051042739689118
12,12,kNN,calibrated,0.0378,0.130756978156871,0.0332919445244103
12,12,kNN,calibrated,0.0382,0.109077033778052,0.0399639664886499
12,12,kNN,calibrated,0.0386,8.79612287579515E-05,6.69196838979062E-05
12,12,kNN,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
12,12,kNN,calibrated,0.0394,-1.87356462734411E-30,1.34971623059732E-46
12,12,kNN,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
12,12,kNN,calibrated,0.0402,-4.68391418803321E-30,1.06704437089614E-46
12,12,kNN,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
12,12,kNN,uncalibrated,0.036,0,0
12,12,kNN,uncalibrated,0.0366,0,0
12,12,kNN,uncalibrated,0.037,0,0
12,12,kNN,uncalibrated,0.0374,0.000497604980479924,0.000497161968544609
12,12,kNN,uncalibrated,0.0378,0.129334556903296,0.0329335452508506
12,12,kNN,uncalibrated,0.0382,0.107013622649335,0.0395234937641202
12,12,kNN,uncalibrated,0.0386,7.63013665806441E-05,5.9037932429845E-05
12,12,kNN,uncalibrated,0.039,0,0
12,12,kNN,uncalibrated,0.0394,0,0
12,12,kNN,uncalibrated,0.0398,0,0
12,12,kNN,uncalibrated,0.0402,0,0
12,12,kNN,uncalibrated,0.041,0,0
12,12,kNN ball_tree,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
12,12,kNN ball_tree,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
12,12,kNN ball_tree,calibrated,0.037,2.93873587675071E-39,9.59019981773978E-54
12,12,kNN ball_tree,calibrated,0.0374,0.00051084996107281,0.00051042739689118
12,12,kNN ball_tree,calibrated,0.0378,0.130756978156871,0.0332919445244103
12,12,kNN ball_tree,calibrated,0.0382,0.109077033778052,0.0399639664886499
12,12,kNN ball_tree,calibrated,0.0386,8.79612287579515E-05,6.69196838979062E-05
12,12,kNN ball_tree,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
12,12,kNN ball_tree,calibrated,0.0394,-1.87356462734411E-30,1.34971623059732E-46
12,12,kNN ball_tree,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
12,12,kNN ball_tree,calibrated,0.0402,-4.68391418803321E-30,1.06704437089614E-46
12,12,kNN ball_tree,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
12,12,kNN ball_tree,uncalibrated,0.036,0,0
12,12,kNN ball_tree,uncalibrated,0.0366,0,0
12,12,kNN ball_tree,uncalibrated,0.037,0,0
12,12,kNN ball_tree,uncalibrated,0.0374,0.000497604980479924,0.000497161968544609
12,12,kNN ball_tree,uncalibrated,0.0378,0.129334556903296,0.0329335452508506
12,12,kNN ball_tree,uncalibrated,0.0382,0.107013622649335,0.0395234937641202
12,12,kNN ball_tree,uncalibrated,0.0386,7.63013665806441E-05,5.9037932429845E-05
12,12,kNN ball_tree,uncalibrated,0.039,0,0
12,12,kNN ball_tree,uncalibrated,0.0394,0,0
12,12,kNN ball_tree,uncalibrated,0.0398,0,0
12,12,kNN ball_tree,uncalibrated,0.0402,0,0
12,12,kNN ball_tree,uncalibrated,0.041,0,0
12,12,SVM (RBF),calibrated,0.036,7.74338724308208E-09,1.13689770955112E-09
12,12,SVM (RBF),calibrated,0.0366,1.04805024953461E-06,3.85169547481424E-07
12,12,SVM (RBF),calibrated,0.037,0.000247272739041385,0.000175276341795366
12,12,SVM (RBF),calibrated,0.0374,0.0119847136540074,0.00540078026108324
12,12,SVM (RBF),calibrated,0.0378,0.0524756865333273,0.00943695342667179
12,12,SVM (RBF),calibrated,0.0382,0.030983748986613,0.00962211720121509
12,12,SVM (RBF),calibrated,0.0386,0.00120226741146825,0.000476543837443576
12,12,SVM (RBF),calibrated,0.039,1.42221878946233E-06,4.00775449891663E-07
12,12,SVM (RBF),calibrated,0.0394,6.15423619134907E-08,2.49458543502896E-08
12,12,SVM (RBF),calibrated,0.0398,8.8521937967351E-09,3.25471170809175E-09
12,12,SVM (RBF),calibrated,0.0402,9.44200849612584E-09,2.56168169215181E-09
12,12,SVM (RBF),calibrated,0.041,2.32990296202412E-09,7.55211208570366E-11
12,12,SVM (RBF),uncalibrated,0.036,6.26219236311128E-05,4.89751507811139E-06
12,12,SVM (RBF),uncalibrated,0.0366,0.00043215188678119,5.53738062909184E-05
