feature_set,n_features,model,calibration,Delta,chi,chi_err
20,20,Logistic Regression,calibrated,0.0378,0.0468209420275277,0.00866224719976881
20,20,Logistic Regression,calibrated,0.0382,0.0334948133050109,0.00955126085224316
20,20,Logistic Regression,calibrated,0.0386,0.00167872436210012,0.000625604047733997
20,20,Logistic Regression,calibrated,0.039,2.16876265087426E-06,6.25530643194191E-07
20,20,Logistic Regression,calibrated,0.0394,8.72245764063202E-08,3.69809956685527E-08
20,20,Logistic Regression,calibrated,0.0398,1.30040074957142E-08,5.44388781311E-09
20,20,Logistic Regression,calibrated,0.0402,1.13723094998979E-08,3.07088458442324E-09
20,20,Logistic Regression,calibrated,0.041,2.68417525002771E-09,9.33064224636005E-11
20,20,Logistic Regression,uncalibrated,0.036,1.19601710951389E-09,2.01562547622825E-10
20,20,Logistic Regression,uncalibrated,0.0366,3.16022704978877E-07,1.33825286847688E-07
20,20,Logistic Regression,uncalibrated,0.037,0.000134297398225471,0.00010041083939848
20,20,Logistic Regression,uncalibrated,0.0374,0.00895560695387224,0.0044325016342373
20,20,Logistic Regression,uncalibrated,0.0378,0.0519216242795036,0.00918737800771351
20,20,Logistic Regression,uncalibrated,0.0382,0.0368329227054927,0.0110273886395619
20,20,Logistic Regression,uncalibrated,0.0386,0.00139360569570399,0.000563685848804123
20,20,Logistic Regression,uncalibrated,0.039,9.19470808763966E-07,2.92420360930619E-07
20,20,Logistic Regression,uncalibrated,0.0394,2.97615536819117E-08,1.35441212031896E-08
20,20,Logistic Regression,uncalibrated,0.0398,3.48328389746931E-09,1.50231891583411E-09
20,20,Logistic Regression,uncalibrated,0.0402,3.225530640984E-09,9.24902577758362E-10
20,20,Logistic Regression,uncalibrated,0.041,6.57920604486907E-10,2.3113767467673E-11
20,20,Logistic Regression C = 0.00175,calibrated,0.036,7.1852850145944E-09,1.11901932180827E-09
20,20,Logistic Regression C = 0.00175,calibrated,0.0366,1.17874560365049E-06,4.39289269278326E-07
20,20,Logistic Regression C = 0.00175,calibrated,0.037,0.000258929987440711,0.000178983338221601
20,20,Logistic Regression C = 0.00175,calibrated,0.0374,0.0107376605892251,0.00465079445642085
20,20,Logistic Regression C = 0.00175,calibrated,0.0378,0.0466213689356847,0.0086494254327631
20,20,Logistic Regression C = 0.00175,calibrated,0.0382,0.0336742524556094,0.00955822395719802
20,20,Logistic Regression C = 0.00175,calibrated,0.0386,0.0016896003843332,0.00063328652607385
20,20,Logistic Regression C = 0.00175,calibrated,0.039,2.01118507604015E-06,5.89111480664495E-07
20,20,Logistic Regression C = 0.00175,calibrated,0.0394,7.89887036788294E-08,3.37079331477267E-08
20,20,Logistic Regression C = 0.00175,calibrated,0.0398,1.20541789877685E-08,5.1358735873325E-09
20,20,Logistic Regression C = 0.00175,calibrated,0.0402,1.01339478314416E-08,2.74077259146225E-09
20,20,Logistic Regression C = 0.00175,calibrated,0.041,2.41852170352056E-09,8.57141201832807E-11
20,20,Logistic Regression C = 0.00175,uncalibrated,0.036,3.5921813102424E-06,4.02530008381817E-07
20,20,Logistic Regression C = 0.00175,uncalibrated,0.0366,0.000103414835603608,2.34423767592485E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,0.037,0.00193690655350206,0.00081308962449395
20,20,Logistic Regression C = 0.00175,uncalibrated,0.0374,0.0130129732349027,0.00310154522974076
20,20,Logistic Regression C = 0.00175,uncalibrated,0.0378,0.0236985521051242,0.00573661995912066
20,20,Logistic Regression C = 0.00175,uncalibrated,0.0382,0.0200014313742095,0.00453818042200945
20,20,Logistic Regression C = 0.00175,uncalibrated,0.0386,0.00334017847761832,0.000788754257511553
20,20,Logistic Regression C = 0.00175,uncalibrated,0.039,8.37341154821904E-05,1.85940616545821E-05
20,20,Logistic Regression C = 0.00175,uncalibrated,0.0394,9.19023298527776E-06,2.7855668623573E-06
20,20,Logistic Regression C = 0.00175,uncalibrated,0.0398,2.38355423880665E-06,7.24395626177426E-07
20,20,Logistic Regression C = 0.00175,uncalibrated,0.0402,2.52524014279332E-06,5.41316098099257E-07
20,20,Logistic Regression C = 0.00175,uncalibrated,0.041,8.68168452460986E-07,2.38728565928158E-08
20,20,kNN,calibrated,0.036,-1.88815482086756E-37,1.81539552609516E-53
20,20,kNN,calibrated,0.0366,-3.35019307153942E-37,3.75531130402088E-53
20,20,kNN,calibrated,0.037,2.93873587675071E-39,9.59019981773978E-54
20,20,kNN,calibrated,0.0374,4.60908564635604E-08,4.60908564635591E-08
20,20,kNN,calibrated,0.0378,0.0476469980405381,0.0202634660402769
20,20,kNN,calibrated,0.0382,0.173275797877417,0.0405577704995599
20,20,kNN,calibrated,0.0386,0.00171157739065908,0.00134107472408924
20,20,kNN,calibrated,0.039,-2.53915794403373E-30,2.72813888972601E-46
20,20,kNN,calibrated,0.0394,-1.87356462734411E-30,1.34971623059732E-46
20,20,kNN,calibrated,0.0398,-5.01671585261726E-30,1.56363635781292E-46
20,20,kNN,calibrated,0.0402,-4.68391418803321E-30,1.06704437089614E-46
20,20,kNN,calibrated,0.041,-9.65129640057111E-30,4.33504595383288E-46
20,20,kNN,uncalibrated,0.036,0,0
20,20,kNN,uncalibrated,0.0366,0,0
20,20,kNN,uncalibrated,0.037,0,0
20,20,kNN,uncalibrated,0.0374,4.00360324291847E-07,4.00360324291863E-07
20,20,kNN,uncalibrated,0.0378,0.0515693623083721,0.0217195513915923
20,20,kNN,uncalibrated,0.0382,0.179210650768107,0.0433389001800628
20,20,kNN,uncalibrated,0.0386,0.00177596115258178,0.00138617181565726
20,20,kNN,uncalibrated,0.039,0,0
20,20,kNN,uncalibrated,0.0394,0,0
20,20,kNN,uncalibrated,0.0398,0,0
20,20,kNN,uncalibrated,0.0402,0,0
20,20,kNN,uncalibrated,0.041,0,0
20,20,SVM (RBF),calibrated,0.036,5.97105233372352E-10,6.5322307548189E-11
20,20,SVM (RBF),calibrated,0.0366,4.17572228224592E-08,1.32236233917169E-08
20,20,SVM (RBF),calibrated,0.037,8.43068748680115E-06,6.16728586873773E-06
20,20,SVM (RBF),calibrated,0.0374,0.000908937105856145,0.000545729730744879
20,20,SVM (RBF),calibrated,0.0378,0.0209829059288088,0.00619333033533392
20,20,SVM (RBF),calibrated,0.0382,0.0829045570258139,0.0136273825894111
20,20,SVM (RBF),calibrated,0.0386,0.0103406028772931,0.00359154732320189
20,20,SVM (RBF),calibrated,0.039,6.06171973083058E-06,2.08940056206894E-06
20,20,SVM (RBF),calibrated,0.0394,1.31521956392719E-07,6.8190329773797E-08
20,20,SVM (RBF),calibrated,0.0398,5.30628989205993E-09,3.03227685976932E-09
20,20,SVM (RBF),calibrated,0.0402,1.21400004915662E-08,4.47013691486781E-09
20,20,SVM (RBF),calibrated,0.041,5.36605592440959E-10,8.2290099544416E-11
20,20,SVM (RBF),uncalibrated,0.036,5.83857049805438E-06,5.31254160547273E-07
20,20,SVM (RBF),uncalibrated,0.0366,9.76822165599595E-05,1.66494157293805E-05
20,20,SVM (RBF),uncalibrated,0.037,0.000536937136196463,0.000136275961581866
20,20,SVM (RBF),uncalibrated,0.0374,0.00129489779258689,0.000253612124494003
20,20,SVM (RBF),uncalibrated,0.0378,0.00167340273168897,0.00045520476303685
20,20,SVM (RBF),uncalibrated,0.0382,0.00377589068154554,0.00116450091190295
20,20,SVM (RBF),uncalibrated,0.0386,0.00216489419058965,0.000553820187695139
20,20,SVM (RBF),uncalibrated,0.039,0.00103266894609839,0.000275255590623738
20,20,SVM (RBF),uncalibrated,0.0394,0.000160712934576784,4.01227013416714E-05
20,20,SVM (RBF),uncalibrated,0.0398,3.20189858926332E-05,1.22483229964456E-05
20,20,SVM (RBF),uncalibrated,0.0402,7.12616366550023E-05,2.0420582049231E-05
20,20,SVM (RBF),uncalibrated,0.041,7.47352909931777E-06,8.47741070092253E-07
20,20,Neural Network,calibrated,0.036,8.55127479625656E-17,1.76632236650107E-17
20,20,Neural Network,calibrated,0.0366,3.79904770182703E-13,2.75872730357562E-13
20,20,Neural Network,calibrated,0.037,1.62387385795429E-05,1.61118184431002E-05
20,20,Neural Network,calibrated,0.0374,0.00716450762307251,0.00426762376561759
20,20,Neural Network,calibrated,0.0378,0.0869773960605593,0.01631215841412
