feature_set,n_features,model,algorithm,n_neighbors,calibration,train_acc,Delta_crit,Delta_crit_err,Delta_close,N_Delta,runtime_model,runtime_jackknife_mean,runtime_jackknife_chi,summary_mean_time,summary_chi_time,runtime_delta_crit,runtime_total
12,12,KNN,auto,101,uncalibrated,1,0.0379700620797791,2.87652310994569E-05,0.0378,12,0.752,0.557,1.31,0.0087,0.0085,0.00016,2.636
12,12,KNN,auto,151,uncalibrated,1,0.03796641500892,2.92795654996604E-05,0.0378,12,0.934,0.549,1.295,0.0089,0.0087,0.00017,2.796
12,12,KNN,auto,201,uncalibrated,1,0.0379639931120042,2.95706801682674E-05,0.0378,12,1.137,0.754,1.397,0.0094,0.0093,0.00018,3.306
12,12,KNN,kd_tree,1,uncalibrated,1,0.0379883307783498,2.76550121179462E-05,0.0378,12,0.125,0.778,1.348,0.0127,0.0149,0.0003,2.279
12,12,KNN,kd_tree,3,uncalibrated,1,0.0379896951500468,2.69354858996239E-05,0.0378,12,0.307,0.619,1.332,0.0097,0.0095,0.00018,2.278
12,12,KNN,kd_tree,5,uncalibrated,1,0.0379900955758312,2.66276280169214E-05,0.0378,12,0.303,0.662,2.463,0.0098,0.0095,0.00018,3.447
12,12,KNN,kd_tree,7,uncalibrated,1,0.0379887887080605,2.67662845667973E-05,0.0378,12,0.335,0.647,1.384,0.0097,0.0091,0.00016,2.385
12,12,KNN,kd_tree,9,uncalibrated,1,0.0379880873848524,2.68812073158101E-05,0.0378,12,0.353,0.589,1.528,0.0099,0.0092,0.00017,2.49
12,12,KNN,kd_tree,11,uncalibrated,1,0.0379870020586518,2.6846160984645E-05,0.0378,12,0.367,0.557,1.267,0.0099,0.0087,0.00015,2.21
12,12,KNN,kd_tree,13,uncalibrated,1,0.0379863806929294,2.69958919132943E-05,0.0378,12,0.289,0.814,1.387,0.0098,0.0095,0.00018,2.509
12,12,KNN,kd_tree,15,uncalibrated,1,0.0379855506334085,2.7070455182981E-05,0.0378,12,0.4,0.673,1.283,0.0089,0.009,0.00017,2.373
12,12,KNN,kd_tree,17,uncalibrated,1,0.0379848083919132,2.71852387494713E-05,0.0378,12,0.403,0.54,1.31,0.0089,0.0086,0.00017,2.271
12,12,KNN,kd_tree,19,uncalibrated,1,0.0379844354208686,2.72296276700918E-05,0.0378,12,0.393,0.546,1.285,0.0096,0.0101,0.0003,2.245
12,12,KNN,kd_tree,21,uncalibrated,1,0.0379838124311796,2.72660327885657E-05,0.0378,12,0.441,0.687,1.42,0.01,0.0098,0.00018,2.567
12,12,KNN,kd_tree,23,uncalibrated,1,0.0379832261709562,2.7276160909849E-05,0.0378,12,0.324,0.637,1.405,0.01,0.0094,0.00017,2.385
12,12,KNN,kd_tree,25,uncalibrated,1,0.0379825014610306,2.73765874968289E-05,0.0378,12,0.333,0.609,1.415,0.0097,0.0095,0.00019,2.376
12,12,KNN,kd_tree,27,uncalibrated,1,0.0379819424769422,2.74247274822596E-05,0.0378,12,0.443,0.624,1.422,0.0099,0.0096,0.0002,2.509
12,12,KNN,kd_tree,29,uncalibrated,1,0.0379813918952137,2.74272938703676E-05,0.0378,12,0.458,0.533,1.306,0.01,0.0136,0.00024,2.322
12,12,KNN,kd_tree,31,uncalibrated,1,0.0379809609187782,2.74503719654731E-05,0.0378,12,0.487,0.595,1.416,0.0095,0.0092,0.00017,2.517
12,12,KNN,kd_tree,33,uncalibrated,1,0.0379804142143062,2.74742695242215E-05,0.0378,12,0.596,0.859,1.34,0.0103,0.01,0.00027,2.816
12,12,KNN,kd_tree,35,uncalibrated,1,0.0379794666168508,2.76080701610879E-05,0.0378,12,0.334,0.559,1.312,0.0095,0.0094,0.00029,2.225
12,12,KNN,kd_tree,37,uncalibrated,1,0.0379795108421797,2.76007888827592E-05,0.0378,12,0.524,0.6,1.396,0.0098,0.0094,0.00032,2.539
12,12,KNN,kd_tree,39,uncalibrated,1,0.0379784243024949,2.77183451519212E-05,0.0378,12,0.518,0.534,1.25,0.0088,0.0086,0.00017,2.32
12,12,KNN,kd_tree,41,uncalibrated,1,0.0379778557635845,2.78129705473458E-05,0.0378,12,0.531,0.563,1.344,0.0098,0.0096,0.00026,2.458
12,12,KNN,kd_tree,43,uncalibrated,1,0.0379773963410514,2.78907557056959E-05,0.0378,12,0.534,0.61,1.392,0.0101,0.0096,0.00017,2.556
12,12,KNN,kd_tree,45,uncalibrated,1,0.0379769351490111,2.79621857936527E-05,0.0378,12,0.471,0.69,1.608,0.0099,0.0093,0.00017,2.789
12,12,KNN,kd_tree,47,uncalibrated,1,0.0379765594695568,2.79922385463099E-05,0.0378,12,0.503,0.736,1.471,0.0096,0.0093,0.00017,2.729
12,12,KNN,kd_tree,49,uncalibrated,1,0.0379761696866422,2.79862922148562E-05,0.0378,12,0.573,0.587,1.351,0.0094,0.0091,0.00018,2.53
12,12,KNN,kd_tree,51,uncalibrated,1,0.0379757822236138,2.80713763083181E-05,0.0378,12,0.57,0.61,1.548,0.0121,0.0113,0.0002,2.752
12,12,KNN,kd_tree,61,uncalibrated,1,0.0379742295036234,2.82906273494142E-05,0.0378,12,0.581,0.597,1.408,0.0097,0.0097,0.00017,2.605
12,12,KNN,kd_tree,81,uncalibrated,1,0.0379721026778708,2.85054844147019E-05,0.0378,12,0.672,1.007,1.426,0.0088,0.0087,0.00017,3.122
12,12,KNN,kd_tree,101,uncalibrated,1,0.0379700620797791,2.87652310994569E-05,0.0378,12,0.751,0.662,1.379,0.0093,0.0091,0.00023,2.811
12,12,KNN,kd_tree,151,uncalibrated,1,0.03796641500892,2.92795654996604E-05,0.0378,12,0.874,0.952,1.51,0.0094,0.0091,0.00017,3.355
12,12,KNN,kd_tree,201,uncalibrated,1,0.0379639931120042,2.95706801682674E-05,0.0378,12,1.035,0.609,1.401,0.009,0.0087,0.00018,3.062
12,12,KNN,ball_tree,1,uncalibrated,1,0.0379883307783498,2.76550121179462E-05,0.0378,12,0.607,0.633,1.368,0.0101,0.0095,0.00017,2.628
12,12,KNN,ball_tree,3,uncalibrated,1,0.0379896951500468,2.69354858996239E-05,0.0378,12,0.635,0.57,1.222,0.009,0.0087,0.00017,2.445
12,12,KNN,ball_tree,5,uncalibrated,1,0.0379900955758312,2.66276280169214E-05,0.0378,12,0.709,0.576,1.332,0.0094,0.0094,0.00018,2.637
12,12,KNN,ball_tree,7,uncalibrated,1,0.0379887887080605,2.67662845667973E-05,0.0378,12,0.785,0.57,1.354,0.0096,0.0093,0.00017,2.728
12,12,KNN,ball_tree,9,uncalibrated,1,0.0379880873848524,2.68812073158101E-05,0.0378,12,0.827,1.038,1.912,0.0103,0.0103,0.00025,3.798
12,12,KNN,ball_tree,11,uncalibrated,1,0.0379870020586518,2.6846160984645E-05,0.0378,12,0.862,0.595,1.497,0.0096,0.0093,0.00017,2.974
12,12,KNN,ball_tree,13,uncalibrated,1,0.0379863806929294,2.69958919132943E-05,0.0378,12,0.812,0.67,1.266,0.0088,0.0086,0.00017,2.766
12,12,KNN,ball_tree,15,uncalibrated,1,0.0379855506334085,2.7070455182981E-05,0.0378,12,0.454,0.676,1.279,0.0091,0.0092,0.00017,2.427
12,12,KNN,ball_tree,17,uncalibrated,1,0.0379848083919132,2.71852387494713E-05,0.0378,12,0.867,0.591,1.473,0.0107,0.0104,0.0002,2.953
12,12,KNN,ball_tree,19,uncalibrated,1,0.0379844354208686,2.72296276700918E-05,0.0378,12,0.896,0.691,1.409,0.0097,0.0098,0.00017,3.016
12,12,KNN,ball_tree,21,uncalibrated,1,0.0379838124311796,2.72660327885657E-05,0.0378,12,0.938,0.536,1.338,0.0092,0.0087,0.00016,2.83
12,12,KNN,ball_tree,23,uncalibrated,1,0.0379832261709562,2.7276160909849E-05,0.0378,12,0.964,0.68,1.465,0.0096,0.0107,0.00036,3.13
12,12,KNN,ball_tree,25,uncalibrated,1,0.0379825014610306,2.73765874968289E-05,0.0378,12,0.661,0.536,1.413,0.0088,0.0088,0.00016,2.627
12,12,KNN,ball_tree,27,uncalibrated,1,0.0379819424769422,2.74247274822596E-05,0.0378,12,0.906,0.606,1.618,0.0111,0.0099,0.00018,3.152
12,12,KNN,ball_tree,29,uncalibrated,1,0.0379813918952137,2.74272938703676E-05,0.0378,12,1.263,0.606,1.56,0.0107,0.0102,0.00028,3.45
12,12,KNN,ball_tree,31,uncalibrated,1,0.0379809609187782,2.74503719654731E-05,0.0378,12,1.233,0.684,1.552,0.0096,0.0093,0.00016,3.489
12,12,KNN,ball_tree,33,uncalibrated,1,0.0379804142143062,2.74742695242215E-05,0.0378,12,0.761,0.688,1.401,0.0098,0.0096,0.00019,2.87
12,12,KNN,ball_tree,35,uncalibrated,1,0.0379794666168508,2.76080701610879E-05,0.0378,12,1.256,0.561,1.291,0.0089,0.0085,0.00016,3.126
12,12,KNN,ball_tree,37,uncalibrated,1,0.0379795108421797,2.76007888827592E-05,0.0378,12,1.26,0.854,1.701,0.0097,0.0095,0.00018,3.834
12,12,KNN,ball_tree,39,uncalibrated,1,0.0379784243024949,2.77183451519212E-05,0.0378,12,1.372,0.775,1.649,0.0103,0.01,0.00029,3.818
12,12,KNN,ball_tree,41,uncalibrated,1,0.0379778557635845,2.78129705473458E-05,0.0378,12,1.344,0.681,1.423,0.009,0.0087,0.00016,3.466
12,12,KNN,ball_tree,43,uncalibrated,1,0.0379773963410514,2.78907557056959E-05,0.0378,12,1.198,0.529,1.421,0.0092,0.0089,0.00019,3.166
12,12,KNN,ball_tree,45,uncalibrated,1,0.0379769351490111,2.79621857936527E-05,0.0378,12,1.321,0.591,1.253,0.009,0.0087,0.00016,3.184
12,12,KNN,ball_tree,47,uncalibrated,1,0.0379765594695568,2.79922385463099E-05,0.0378,12,0.721,0.792,1.713,0.0117,0.0128,0.00023,3.25
12,12,KNN,ball_tree,49,uncalibrated,1,0.0379761696866422,2.79862922148562E-05,0.0378,12,1.415,0.648,1.333,0.01,0.0101,0.0003,3.417
12,12,KNN,ball_tree,51,uncalibrated,1,0.0379757822236138,2.80713763083181E-05,0.0378,12,1.322,0.646,1.51,0.0112,0.0112,0.00048,3.501
12,12,KNN,ball_tree,61,uncalibrated,1,0.0379742295036234,2.82906273494142E-05,0.0378,12,1.416,0.613,1.41,0.01,0.0095,0.00018,3.459
12,12,KNN,ball_tree,81,uncalibrated,1,0.0379721026778708,2.85054844147019E-05,0.0378,12,1.417,0.542,1.295,0.009,0.0087,0.00016,3.272
12,12,KNN,ball_tree,101,uncalibrated,1,0.0379700620797791,2.87652310994569E-05,0.0378,12,1.655,0.575,1.293,0.0092,0.0093,0.00017,3.541
12,12,KNN,ball_tree,151,uncalibrated,1,0.03796641500892,2.92795654996604E-05,0.0378,12,1.684,0.583,1.453,0.0094,0.0091,0.00018,3.739
12,12,KNN,ball_tree,201,uncalibrated,1,0.0379639931120042,2.95706801682674E-05,0.0378,12,1.824,0.637,1.425,0.01,0.0096,0.00017,3.906
12,12,KNN,brute,1,uncalibrated,1,0.0379883307783498,2.76550121179462E-05,0.0378,12,10.875,0.827,1.527,0.0116,0.01,0.00017,13.25
12,12,KNN,brute,3,uncalibrated,1,0.0379896951500468,2.69354858996239E-05,0.0378,12,10.685,0.547,1.402,0.0099,0.0096,0.00019,12.653
12,12,KNN,brute,5,uncalibrated,1,0.0379900955758312,2.66276280169214E-05,0.0378,12,11.096,0.629,1.488,0.0097,0.0095,0.00019,13.233
12,12,KNN,brute,7,uncalibrated,1,0.0379887887080605,2.67662845667973E-05,0.0378,12,10.804,0.534,1.286,0.009,0.0085,0.00015,12.642
12,12,KNN,brute,9,uncalibrated,1,0.0379880873848524,2.68812073158101E-05,0.0378,12,10.508,0.633,2.009,0.0111,0.0099,0.00016,13.171
12,12,KNN,brute,11,uncalibrated,1,0.0379870020586518,2.6846160984645E-05,0.0378,12,11.081,0.571,1.269,0.0119,0.0084,0.00023,12.942
12,12,KNN,brute,13,uncalibrated,1,0.0379863806929294,2.69958919132943E-05,0.0378,12,11.278,0.634,1.481,0.0096,0.0115,0.0002,13.414
12,12,KNN,brute,15,uncalibrated,1,0.0379855506334085,2.7070455182981E-05,0.0378,12,10.746,0.792,1.562,0.0092,0.0087,0.00016,13.118
12,12,KNN,brute,17,uncalibrated,1,0.0379848083919132,2.71852387494713E-05,0.0378,12,11.04,0.725,1.565,0.0116,0.0106,0.00017,13.353
12,12,KNN,brute,19,uncalibrated,1,0.0379844354208686,2.72296276700918E-05,0.0378,12,10.852,0.812,1.52,0.0089,0.0087,0.00016,13.202
12,12,KNN,brute,21,uncalibrated,1,0.0379838124311796,2.72660327885657E-05,0.0378,12,10.697,0.654,1.497,0.01,0.0094,0.00017,12.868
12,12,KNN,brute,23,uncalibrated,1,0.0379832261709562,2.7276160909849E-05,0.0378,12,11.419,0.82,1.554,0.0101,0.0089,0.00017,13.813
12,12,KNN,brute,25,uncalibrated,1,0.0379825014610306,2.73765874968289E-05,0.0378,12,11.329,0.837,1.983,0.0158,0.0112,0.00027,14.176
12,12,KNN,brute,27,uncalibrated,1,0.0379819424769422,2.74247274822596E-05,0.0378,12,11.316,0.845,1.711,0.0137,0.0151,0.00028,13.9
12,12,KNN,brute,29,uncalibrated,1,0.0379813918952137,2.74272938703676E-05,0.0378,12,11.748,0.834,1.746,0.0094,0.0086,0.00016,14.346
12,12,KNN,brute,31,uncalibrated,1,0.0379809609187782,2.74503719654731E-05,0.0378,12,11.981,0.733,1.629,0.0145,0.0149,0.00021,14.373
12,12,KNN,brute,33,uncalibrated,1,0.0379804142143062,2.74742695242215E-05,0.0378,12,11.963,0.754,1.893,0.0151,0.0162,0.0003,14.641
12,12,KNN,brute,35,uncalibrated,1,0.0379794666168508,2.76080701610879E-05,0.0378,12,11.252,0.799,1.806,0.0092,0.0116,0.00026,13.877
12,12,KNN,brute,37,uncalibrated,1,0.0379795108421797,2.76007888827592E-05,0.0378,12,11.251,0.773,1.824,0.0097,0.0104,0.00018,13.869
12,12,KNN,brute,39,uncalibrated,1,0.0379784243024949,2.77183451519212E-05,0.0378,12,12.156,0.835,1.935,0.0105,0.0142,0.00023,14.951
12,12,KNN,brute,41,uncalibrated,1,0.0379778557635845,2.78129705473458E-05,0.0378,12,12.312,0.853,1.723,0.0114,0.0108,0.00025,14.91
12,12,KNN,brute,43,uncalibrated,1,0.0379773963410514,2.78907557056959E-05,0.0378,12,12.681,0.834,1.985,0.0124,0.0103,0.00017,15.523
12,12,KNN,brute,45,uncalibrated,1,0.0379769351490111,2.79621857936527E-05,0.0378,12,12.062,0.792,1.941,0.0104,0.0094,0.00017,14.815
12,12,KNN,brute,47,uncalibrated,1,0.0379765594695568,2.79922385463099E-05,0.0378,12,12.253,0.839,2.05,0.014,0.0115,0.00026,15.168
12,12,KNN,brute,49,uncalibrated,1,0.0379761696866422,2.79862922148562E-05,0.0378,12,12.352,0.863,1.863,0.011,0.0096,0.00019,15.099
12,12,KNN,brute,51,uncalibrated,1,0.0379757822236138,2.80713763083181E-05,0.0378,12,12.1,0.842,1.894,0.0092,0.0089,0.00016,14.855
12,12,KNN,brute,61,uncalibrated,1,0.0379742295036234,2.82906273494142E-05,0.0378,12,11.011,0.908,2.116,0.0106,0.0098,0.00017,14.056
12,12,KNN,brute,81,uncalibrated,1,0.0379721026778708,2.85054844147019E-05,0.0378,12,11.43,0.938,2.203,0.0155,0.0193,0.00041,14.606
12,12,KNN,brute,101,uncalibrated,1,0.0379700620797791,2.87652310994569E-05,0.0378,12,12.822,0.815,1.886,0.0113,0.0096,0.00018,15.544
12,12,KNN,brute,151,uncalibrated,1,0.03796641500892,2.92795654996604E-05,0.0378,12,12.514,0.845,1.837,0.014,0.0146,0.00017,15.225
12,12,KNN,brute,201,uncalibrated,1,0.0379639931120042,2.95706801682674E-05,0.0378,12,12.524,0.853,1.944,0.0106,0.0106,0.00031,15.342
