feature_set,n_features,model,calibration,Delta,mean,mean_err
20,20,Gradient Boosted Trees,uncalibrated,0.0382,0.721288346663751,0.0702962134656489
20,20,Gradient Boosted Trees,uncalibrated,0.0386,0.908889803993091,0.0383454913015588
20,20,Gradient Boosted Trees,uncalibrated,0.039,0.999878987008246,6.25267460916401E-05
20,20,Gradient Boosted Trees,uncalibrated,0.0394,0.999978901570476,4.94428587349909E-07
20,20,Gradient Boosted Trees,uncalibrated,0.0398,0.999979423407847,5.88313455706836E-15
20,20,Gradient Boosted Trees,uncalibrated,0.0402,0.999979423407825,6.50215457669137E-15
20,20,Gradient Boosted Trees,uncalibrated,0.041,0.999979423407847,5.88313455706836E-15
20,20,kNN,calibrated,0.036,0.000221650878584332,1.19692678976814E-18
20,20,kNN,calibrated,0.0366,0.000221650878584334,1.19692678976814E-18
20,20,kNN,calibrated,0.037,0.000221650878584332,1.051173006585E-18
20,20,kNN,calibrated,0.0374,0.000221650878584334,1.19692678976814E-18
20,20,kNN,calibrated,0.0378,0.0585864456690654,0.0257309072288629
20,20,kNN,calibrated,0.0382,0.767662128687165,0.0882209246169981
20,20,kNN,calibrated,0.0386,0.997914733157063,0.00147606912718945
20,20,kNN,calibrated,0.039,0.999804824711331,5.88313455706836E-15
20,20,kNN,calibrated,0.0394,0.999804824711349,5.88313455706836E-15
20,20,kNN,calibrated,0.0398,0.999804824711337,5.57327535144975E-15
20,20,kNN,calibrated,0.0402,0.999804824711345,5.57327535144975E-15
20,20,kNN,calibrated,0.041,0.999804824711357,3.92208970471224E-15
20,20,kNN,uncalibrated,0.036,0,0
20,20,kNN,uncalibrated,0.0366,0,0
20,20,kNN,uncalibrated,0.037,0,0
20,20,kNN,uncalibrated,0.0374,0,0
20,20,kNN,uncalibrated,0.0378,0.0580887840100039,0.0256467700939286
20,20,kNN,uncalibrated,0.0382,0.766972000000001,0.0885100160358514
20,20,kNN,uncalibrated,0.0386,0.998064744604616,0.00150633165256376
20,20,kNN,uncalibrated,0.039,1,0
20,20,kNN,uncalibrated,0.0394,1,0
20,20,kNN,uncalibrated,0.0398,1,0
20,20,kNN,uncalibrated,0.0402,1,0
20,20,kNN,uncalibrated,0.041,1,0
20,20,kNN kd_tree,calibrated,0.036,0.000221650878584332,1.19692678976814E-18
20,20,kNN kd_tree,calibrated,0.0366,0.000221650878584334,1.19692678976814E-18
20,20,kNN kd_tree,calibrated,0.037,0.000221650878584332,1.051173006585E-18
20,20,kNN kd_tree,calibrated,0.0374,0.000221650878584334,1.19692678976814E-18
20,20,kNN kd_tree,calibrated,0.0378,0.0585864456690654,0.0257309072288629
20,20,kNN kd_tree,calibrated,0.0382,0.767662128687165,0.0882209246169981
20,20,kNN kd_tree,calibrated,0.0386,0.997914733157063,0.00147606912718945
20,20,kNN kd_tree,calibrated,0.039,0.999804824711331,5.88313455706836E-15
20,20,kNN kd_tree,calibrated,0.0394,0.999804824711349,5.88313455706836E-15
20,20,kNN kd_tree,calibrated,0.0398,0.999804824711337,5.57327535144975E-15
20,20,kNN kd_tree,calibrated,0.0402,0.999804824711345,5.57327535144975E-15
20,20,kNN kd_tree,calibrated,0.041,0.999804824711357,3.92208970471224E-15
20,20,kNN kd_tree,uncalibrated,0.036,0,0
20,20,kNN kd_tree,uncalibrated,0.0366,0,0
20,20,kNN kd_tree,uncalibrated,0.037,0,0
20,20,kNN kd_tree,uncalibrated,0.0374,0,0
20,20,kNN kd_tree,uncalibrated,0.0378,0.0580887840100039,0.0256467700939286
20,20,kNN kd_tree,uncalibrated,0.0382,0.766972000000001,0.0885100160358514
20,20,kNN kd_tree,uncalibrated,0.0386,0.998064744604616,0.00150633165256376
20,20,kNN kd_tree,uncalibrated,0.039,1,0
20,20,kNN kd_tree,uncalibrated,0.0394,1,0
20,20,kNN kd_tree,uncalibrated,0.0398,1,0
20,20,kNN kd_tree,uncalibrated,0.0402,1,0
20,20,kNN kd_tree,uncalibrated,0.041,1,0
20,20,kNN ball_tree,calibrated,0.036,0.000221650878584332,1.19692678976814E-18
20,20,kNN ball_tree,calibrated,0.0366,0.000221650878584334,1.19692678976814E-18
20,20,kNN ball_tree,calibrated,0.037,0.000221650878584332,1.051173006585E-18
20,20,kNN ball_tree,calibrated,0.0374,0.000221650878584334,1.19692678976814E-18
20,20,kNN ball_tree,calibrated,0.0378,0.0585864456690654,0.0257309072288629
20,20,kNN ball_tree,calibrated,0.0382,0.767662128687165,0.0882209246169981
20,20,kNN ball_tree,calibrated,0.0386,0.997914733157063,0.00147606912718945
20,20,kNN ball_tree,calibrated,0.039,0.999804824711331,5.88313455706836E-15
20,20,kNN ball_tree,calibrated,0.0394,0.999804824711349,5.88313455706836E-15
20,20,kNN ball_tree,calibrated,0.0398,0.999804824711337,5.57327535144975E-15
20,20,kNN ball_tree,calibrated,0.0402,0.999804824711345,5.57327535144975E-15
20,20,kNN ball_tree,calibrated,0.041,0.999804824711357,3.92208970471224E-15
20,20,kNN ball_tree,uncalibrated,0.036,0,0
20,20,kNN ball_tree,uncalibrated,0.0366,0,0
20,20,kNN ball_tree,uncalibrated,0.037,0,0
20,20,kNN ball_tree,uncalibrated,0.0374,0,0
20,20,kNN ball_tree,uncalibrated,0.0378,0.0580887840100039,0.0256467700939286
20,20,kNN ball_tree,uncalibrated,0.0382,0.766972000000001,0.0885100160358514
20,20,kNN ball_tree,uncalibrated,0.0386,0.998064744604616,0.00150633165256376
20,20,kNN ball_tree,uncalibrated,0.039,1,0
20,20,kNN ball_tree,uncalibrated,0.0394,1,0
20,20,kNN ball_tree,uncalibrated,0.0398,1,0
20,20,kNN ball_tree,uncalibrated,0.0402,1,0
20,20,kNN ball_tree,uncalibrated,0.041,1,0
20,20,SVM (RBF),calibrated,0.036,0.000215692417822602,4.10984617206985E-06
20,20,SVM (RBF),calibrated,0.0366,0.000900488122379013,9.48795611845548E-05
20,20,SVM (RBF),calibrated,0.037,0.00978452412741311,0.0031549322466951
20,20,SVM (RBF),calibrated,0.0374,0.0852761132327045,0.0380746215970464
20,20,SVM (RBF),calibrated,0.0378,0.332316648403629,0.0368928253559257
20,20,SVM (RBF),calibrated,0.0382,0.819886341323182,0.0597773096702044
20,20,SVM (RBF),calibrated,0.0386,0.963057140794424,0.0138913937718404
20,20,SVM (RBF),calibrated,0.039,0.998525735508928,0.000589382595600985
20,20,SVM (RBF),calibrated,0.0394,0.999443793918064,7.01323902469594E-05
20,20,SVM (RBF),calibrated,0.0398,0.999723313657935,1.42824738338815E-05
20,20,SVM (RBF),calibrated,0.0402,0.999697788650023,3.71987806943586E-05
20,20,SVM (RBF),calibrated,0.041,0.999807435104046,1.53496169430327E-06
20,20,SVM (RBF),uncalibrated,0.036,0.230686500436076,0.000350157168655468
20,20,SVM (RBF),uncalibrated,0.0366,0.259855374922193,0.0020642479803675
20,20,SVM (RBF),uncalibrated,0.037,0.321214638382695,0.00711052265843032
20,20,SVM (RBF),uncalibrated,0.0374,0.392300185020597,0.0181230162823275
20,20,SVM (RBF),uncalibrated,0.0378,0.457772224434864,0.00713039743195191
20,20,SVM (RBF),uncalibrated,0.0382,0.559148489757029,0.0231703626774027
20,20,SVM (RBF),uncalibrated,0.0386,0.615439544673015,0.0180241796026804
20,20,SVM (RBF),uncalibrated,0.039,0.708431561928634,0.0141323625268411
20,20,SVM (RBF),uncalibrated,0.0394,0.728030155552795,0.00310055313454445
20,20,SVM (RBF),uncalibrated,0.0398,0.744892753539784,0.00112461166393124
20,20,SVM (RBF),uncalibrated,0.0402,0.742875594230604,0.00309253130720771
20,20,SVM (RBF),uncalibrated,0.041,0.75372941859691,0.00019800356008918
20,20,Neural Network,calibrated,0.036,0.000221650878584332,1.19692678976814E-18
20,20,Neural Network,calibrated,0.0366,0.000221650878584334,1.19692678976814E-18
20,20,Neural Network,calibrated,0.037,0.000282186265225318,6.05353866409967E-05
20,20,Neural Network,calibrated,0.0374,0.0312326927230467,0.0235798992096396
20,20,Neural Network,calibrated,0.0378,0.15440522851557,0.0159356469345254
20,20,Neural Network,calibrated,0.0382,0.54592521038638,0.109736443624293
20,20,Neural Network,calibrated,0.0386,0.777608388750671,0.0120299308912624
20,20,Neural Network,calibrated,0.039,0.889357060891332,0.0506336871230771
20,20,Neural Network,calibrated,0.0394,0.983966769978006,0.00888651750767754
20,20,Neural Network,calibrated,0.0398,0.999804824711337,5.57327535144975E-15
20,20,Neural Network,calibrated,0.0402,0.999777538905867,2.32848352454884E-05
20,20,Neural Network,calibrated,0.041,0.999804824711357,3.92208970471224E-15
20,20,Neural Network,uncalibrated,0.036,0,0
20,20,Neural Network,uncalibrated,0.0366,7.08759854968309E-87,7.08759854968317E-87
20,20,Neural Network,uncalibrated,0.037,0.0826127757723317,0.0533290693618802
20,20,Neural Network,uncalibrated,0.0374,0.764876599230034,0.138669691567738
20,20,Neural Network,uncalibrated,0.0378,0.991277791556974,0.00863702833389368
20,20,Neural Network,uncalibrated,0.0382,1,0
20,20,Neural Network,uncalibrated,0.0386,1,0
20,20,Neural Network,uncalibrated,0.039,1,0
20,20,Neural Network,uncalibrated,0.0394,1,0
20,20,Neural Network,uncalibrated,0.0398,1,0
20,20,Neural Network,uncalibrated,0.0402,1,0
20,20,Neural Network,uncalibrated,0.041,1,0
12,12,Logistic Regression,calibrated,0.036,0.000145391651300603,3.32406158747058E-06
12,12,Logistic Regression,calibrated,0.0366,0.000752419715648119,8.93401194657963E-05
12,12,Logistic Regression,calibrated,0.037,0.00960927497461477,0.00322007052774621
12,12,Logistic Regression,calibrated,0.0374,0.0868705011788594,0.0387591567356513
12,12,Logistic Regression,calibrated,0.0378,0.335147190102497,0.0367088062149353
12,12,Logistic Regression,calibrated,0.0382,0.818750727676942,0.0598426925142549
12,12,Logistic Regression,calibrated,0.0386,0.96190796854009,0.0142365407796005
12,12,Logistic Regression,calibrated,0.039,0.998450215425149,0.000618468692816732
12,12,Logistic Regression,calibrated,0.0394,0.999424853419328,7.28531473112015E-05
12,12,Logistic Regression,calibrated,0.0398,0.999699829419997,1.9757376951175E-05
12,12,Logistic Regression,calibrated,0.0402,0.999692943313351,3.61617199275965E-05
12,12,Logistic Regression,calibrated,0.041,0.999801945229325,1.79030586307712E-06
12,12,Logistic Regression,uncalibrated,0.036,5.51135036536374E-09,4.5331082026406E-10
12,12,Logistic Regression,uncalibrated,0.0366,6.01338684233991E-07,2.25910648156922E-07
12,12,Logistic Regression,uncalibrated,0.037,0.000285590315600768,0.000230632687270408
12,12,Logistic Regression,uncalibrated,0.0374,0.0305574224838885,0.0238108575308067
12,12,Logistic Regression,uncalibrated,0.0378,0.329793159074089,0.0536675923920716
12,12,Logistic Regression,uncalibrated,0.0382,0.915635963048217,0.0349145530209399
12,12,Logistic Regression,uncalibrated,0.0386,0.998388159910754,0.000844413431689592
12,12,Logistic Regression,uncalibrated,0.039,0.99999926433119,4.26607124071055E-07
12,12,Logistic Regression,uncalibrated,0.0394,0.999999954003674,1.53681852670884E-08
12,12,Logistic Regression,uncalibrated,0.0398,0.999999991431523,1.62888701999509E-09
12,12,Logistic Regression,uncalibrated,0.0402,0.999999990952779,2.45694903311389E-09
12,12,Logistic Regression,uncalibrated,0.041,0.999999996920715,6.32260415058587E-11
12,12,Logistic Regression C = 0.00175,calibrated,0.036,0.000145228201347696,3.32041049392657E-06
12,12,Logistic Regression C = 0.00175,calibrated,0.0366,0.000751599430050289,8.92444482614023E-05
12,12,Logistic Regression C = 0.00175,calibrated,0.037,0.00959924738306926,0.00321682562275781
12,12,Logistic Regression C = 0.00175,calibrated,0.0374,0.0867944398980518,0.0387298813795045
12,12,Logistic Regression C = 0.00175,calibrated,0.0378,0.334972882933548,0.0367029248192239
12,12,Logistic Regression C = 0.00175,calibrated,0.0382,0.818672202742216,0.0598717505907495
12,12,Logistic Regression C = 0.00175,calibrated,0.0386,0.961897382907127,0.0142419486396726
12,12,Logistic Regression C = 0.00175,calibrated,0.039,0.998450781577799,0.000618344888690559
12,12,Logistic Regression C = 0.00175,calibrated,0.0394,0.999425209503063,7.28279555932142E-05
12,12,Logistic Regression C = 0.00175,calibrated,0.0398,0.999700108837795,1.9733795172474E-05
12,12,Logistic Regression C = 0.00175,calibrated,0.0402,0.999693180285372,3.61491671043157E-05
12,12,Logistic Regression C = 0.00175,calibrated,0.041,0.99980213315606,1.78850059926708E-06
12,12,Logistic Regression C = 0.00175,uncalibrated,0.036,2.63013340015581E-09,2.32687434134809E-10
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0366,3.68967359275967E-07,1.47635861625185E-07
12,12,Logistic Regression C = 0.00175,uncalibrated,0.037,0.000229135205620386,0.000189800729362482
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0374,0.0286304704274813,0.0227190004706888
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0378,0.327211837147064,0.0541421272204042
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0382,0.917123000993547,0.0345605491425943
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0386,0.998633482554374,0.000728248088580016
12,12,Logistic Regression C = 0.00175,uncalibrated,0.039,0.99999954965591,2.62805922413012E-07
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0394,0.999999975507982,8.61379308164702E-09
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0398,0.999999995803939,8.47106809777434E-10
12,12,Logistic Regression C = 0.00175,uncalibrated,0.0402,0.999999995572593,1.25006394124938E-09
12,12,Logistic Regression C = 0.00175,uncalibrated,0.041,0.999999998565394,3.06986589569938E-11
12,12,Decision Tree,calibrated,0.036,0.000221650878584332,1.19692678976814E-18
12,12,Decision Tree,calibrated,0.0366,0.000221650878584334,1.19692678976814E-18
12,12,Decision Tree,calibrated,0.037,0.000221650878584332,1.051173006585E-18
12,12,Decision Tree,calibrated,0.0374,0.00106130914114445,0.00083965826256013
12,12,Decision Tree,calibrated,0.0378,0.177475744637704,0.0507669245200075
12,12,Decision Tree,calibrated,0.0382,0.889626768957995,0.0486193113666305
12,12,Decision Tree,calibrated,0.0386,0.999765228179986,3.95965313693865E-05
12,12,Decision Tree,calibrated,0.039,0.999804824711331,5.88313455706836E-15
12,12,Decision Tree,calibrated,0.0394,0.999804824711349,5.88313455706836E-15
12,12,Decision Tree,calibrated,0.0398,0.999804824711337,5.57327535144975E-15
12,12,Decision Tree,calibrated,0.0402,0.999804824711345,5.57327535144975E-15
12,12,Decision Tree,calibrated,0.041,0.999804824711357,3.92208970471224E-15
12,12,Decision Tree,uncalibrated,0.036,0,0
12,12,Decision Tree,uncalibrated,0.0366,0,0
12,12,Decision Tree,uncalibrated,0.037,0,0
12,12,Decision Tree,uncalibrated,0.0374,0.000820008200082001,0.000820008200082001
12,12,Decision Tree,uncalibrated,0.0378,0.17628728746899,0.0506387191120408
12,12,Decision Tree,uncalibrated,0.0382,0.889079999999999,0.0488294665135715
12,12,Decision Tree,uncalibrated,0.0386,0.999958302059878,4.16979401217654E-05
12,12,Decision Tree,uncalibrated,0.039,1,0
12,12,Decision Tree,uncalibrated,0.0394,1,0
12,12,Decision Tree,uncalibrated,0.0398,1,0
12,12,Decision Tree,uncalibrated,0.0402,1,0
12,12,Decision Tree,uncalibrated,0.041,1,0
12,12,Random Forest,calibrated,0.036,0.000221645229042474,9.54328837783343E-10
12,12,Random Forest,calibrated,0.0366,0.000222351514888216,1.17741242427434E-07
12,12,Random Forest,calibrated,0.037,0.000245592777740812,1.7092507046192E-05
12,12,Random Forest,calibrated,0.0374,0.00217547500380052,0.00163193514736247
12,12,Random Forest,calibrated,0.0378,0.180483333004991,0.0505716822985325
12,12,Random Forest,calibrated,0.0382,0.88900280685434,0.0488372584488946
12,12,Random Forest,calibrated,0.0386,0.999747060743057,3.95316327711171E-05
12,12,Random Forest,calibrated,0.039,0.99980481472857,4.89526835734111E-09
12,12,Random Forest,calibrated,0.0394,0.999804824198269,3.59867689999581E-10
12,12,Random Forest,calibrated,0.0398,0.999804824520436,1.08226841840669E-10
12,12,Random Forest,calibrated,0.0402,0.999804824436985,1.91689005938199E-10
12,12,Random Forest,calibrated,0.041,0.999804824628713,4.64439612620813E-15
12,12,Random Forest,uncalibrated,0.036,4.43592746371408E-07,2.66999249455908E-07
12,12,Random Forest,uncalibrated,0.0366,0.000200266021281702,3.36750756520582E-05
12,12,Random Forest,uncalibrated,0.037,0.00269005228204041,0.00111462685964594
12,12,Random Forest,uncalibrated,0.0374,0.03882095,0.02111815
12,12,Random Forest,uncalibrated,0.0378,0.259434225785308,0.0453265914668305
12,12,Random Forest,uncalibrated,0.0382,0.88693695,0.0449922102647688
12,12,Random Forest,uncalibrated,0.0386,0.995003020550156,0.00230294160749872
12,12,Random Forest,uncalibrated,0.039,0.99999549284374,2.25357813021798E-06
12,12,Random Forest,uncalibrated,0.0394,0.999999740300213,2.09912838710084E-07
12,12,Random Forest,uncalibrated,0.0398,0.999999947759915,5.22400535561223E-08
12,12,Random Forest,uncalibrated,0.0402,0.999999888965378,1.11034620743831E-07
12,12,Random Forest,uncalibrated,0.041,1,0
12,12,Gradient Boosted Trees,calibrated,0.036,0.000221650852704149,9.19177112777249E-19
12,12,Gradient Boosted Trees,calibrated,0.0366,0.000221650852704136,9.57541431814511E-19
12,12,Gradient Boosted Trees,calibrated,0.037,0.000597999085270454,0.000342917637336534
12,12,Gradient Boosted Trees,calibrated,0.0374,0.0181898885360571,0.011656904365837
12,12,Gradient Boosted Trees,calibrated,0.0378,0.228929096051799,0.0496841702117641
12,12,Gradient Boosted Trees,calibrated,0.0382,0.899406523229818,0.044308631827485
12,12,Gradient Boosted Trees,calibrated,0.0386,0.999751221915535,4.7764907232106E-05
12,12,Gradient Boosted Trees,calibrated,0.039,0.999804824737257,2.19812944215728E-15
12,12,Gradient Boosted Trees,calibrated,0.0394,0.999804824737257,2.20931592377709E-15
12,12,Gradient Boosted Trees,calibrated,0.0398,0.999804824737256,2.18688573956263E-15
12,12,Gradient Boosted Trees,calibrated,0.0402,0.999804824737267,3.26337589322524E-15
12,12,Gradient Boosted Trees,calibrated,0.041,0.999804824737245,3.26337589322524E-15
12,12,Gradient Boosted Trees,uncalibrated,0.036,2.32127408636935E-05,1.06712705539645E-19
12,12,Gradient Boosted Trees,uncalibrated,0.0366,2.32127408636941E-05,1.00622380469846E-19
12,12,Gradient Boosted Trees,uncalibrated,0.037,0.000265151435245675,0.000220015446994617
12,12,Gradient Boosted Trees,uncalibrated,0.0374,0.0117137790566606,0.00765974796646237
12,12,Gradient Boosted Trees,uncalibrated,0.0378,0.210133262822309,0.0500035956504828
12,12,Gradient Boosted Trees,uncalibrated,0.0382,0.896084077993415,0.0458669639428265
12,12,Gradient Boosted Trees,uncalibrated,0.0386,0.999932742456572,4.4099087542632E-05
12,12,Gradient Boosted Trees,uncalibrated,0.039,0.999979423407841,6.50215457669137E-15
12,12,Gradient Boosted Trees,uncalibrated,0.0394,0.999979423407838,5.88313455706836E-15
12,12,Gradient Boosted Trees,uncalibrated,0.0398,0.999979423407847,5.88313455706836E-15
12,12,Gradient Boosted Trees,uncalibrated,0.0402,0.999979423407825,6.50215457669137E-15
12,12,Gradient Boosted Trees,uncalibrated,0.041,0.999979423407847,5.88313455706836E-15
12,12,kNN kd_tree,calibrated,0.036,0.000221650878584332,1.19692678976814E-18
12,12,kNN kd_tree,calibrated,0.0366,0.000221650878584334,1.19692678976814E-18
12,12,kNN kd_tree,calibrated,0.037,0.000221650878584332,1.051173006585E-18
12,12,kNN kd_tree,calibrated,0.0374,0.000757198226920663,0.000535547348336342
12,12,kNN kd_tree,calibrated,0.0378,0.155630215865614,0.0477551433942107
12,12,kNN kd_tree,calibrated,0.0382,0.876413835960751,0.0521070952692628
12,12,kNN kd_tree,calibrated,0.0386,0.999708480451954,7.33979170004676E-05
12,12,kNN kd_tree,calibrated,0.039,0.999804824711331,5.88313455706836E-15
12,12,kNN kd_tree,calibrated,0.0394,0.999804824711349,5.88313455706836E-15
12,12,kNN kd_tree,calibrated,0.0398,0.999804824711337,5.57327535144975E-15
12,12,kNN kd_tree,calibrated,0.0402,0.999804824711345,5.57327535144975E-15
12,12,kNN kd_tree,calibrated,0.041,0.999804824711357,3.92208970471224E-15
12,12,kNN kd_tree,uncalibrated,0.036,0,0
12,12,kNN kd_tree,uncalibrated,0.0366,0,0
12,12,kNN kd_tree,uncalibrated,0.037,0,0
12,12,kNN kd_tree,uncalibrated,0.0374,0.000548005480054801,0.000548005480054801
12,12,kNN kd_tree,uncalibrated,0.0378,0.156771747241887,0.0479352348051101
12,12,kNN kd_tree,uncalibrated,0.0382,0.877222,0.0519502560257681
12,12,kNN kd_tree,uncalibrated,0.0386,0.999906182568678,7.29666818855005E-05
12,12,kNN kd_tree,uncalibrated,0.039,1,0
12,12,kNN kd_tree,uncalibrated,0.0394,1,0
12,12,kNN kd_tree,uncalibrated,0.0398,1,0
12,12,kNN kd_tree,uncalibrated,0.0402,1,0
12,12,kNN kd_tree,uncalibrated,0.041,1,0
12,12,kNN,calibrated,0.036,0.000221650878584332,1.19692678976814E-18
12,12,kNN,calibrated,0.0366,0.000221650878584334,1.19692678976814E-18
12,12,kNN,calibrated,0.037,0.000221650878584332,1.051173006585E-18
12,12,kNN,calibrated,0.0374,0.000757198226920663,0.000535547348336342
12,12,kNN,calibrated,0.0378,0.155630215865614,0.0477551433942107
12,12,kNN,calibrated,0.0382,0.876413835960751,0.0521070952692628
12,12,kNN,calibrated,0.0386,0.999708480451954,7.33979170004676E-05
12,12,kNN,calibrated,0.039,0.999804824711331,5.88313455706836E-15
12,12,kNN,calibrated,0.0394,0.999804824711349,5.88313455706836E-15
12,12,kNN,calibrated,0.0398,0.999804824711337,5.57327535144975E-15
12,12,kNN,calibrated,0.0402,0.999804824711345,5.57327535144975E-15
12,12,kNN,calibrated,0.041,0.999804824711357,3.92208970471224E-15
12,12,kNN,uncalibrated,0.036,0,0
12,12,kNN,uncalibrated,0.0366,0,0
12,12,kNN,uncalibrated,0.037,0,0
12,12,kNN,uncalibrated,0.0374,0.000548005480054801,0.000548005480054801
12,12,kNN,uncalibrated,0.0378,0.156771747241887,0.0479352348051101
12,12,kNN,uncalibrated,0.0382,0.877222,0.0519502560257681
12,12,kNN,uncalibrated,0.0386,0.999906182568678,7.29666818855005E-05
12,12,kNN,uncalibrated,0.039,1,0
12,12,kNN,uncalibrated,0.0394,1,0
12,12,kNN,uncalibrated,0.0398,1,0
12,12,kNN,uncalibrated,0.0402,1,0
12,12,kNN,uncalibrated,0.041,1,0
12,12,kNN ball_tree,calibrated,0.036,0.000221650878584332,1.19692678976814E-18
12,12,kNN ball_tree,calibrated,0.0366,0.000221650878584334,1.19692678976814E-18
12,12,kNN ball_tree,calibrated,0.037,0.000221650878584332,1.051173006585E-18
12,12,kNN ball_tree,calibrated,0.0374,0.000757198226920663,0.000535547348336342
12,12,kNN ball_tree,calibrated,0.0378,0.155630215865614,0.0477551433942107
12,12,kNN ball_tree,calibrated,0.0382,0.876413835960751,0.0521070952692628
12,12,kNN ball_tree,calibrated,0.0386,0.999708480451954,7.33979170004676E-05
12,12,kNN ball_tree,calibrated,0.039,0.999804824711331,5.88313455706836E-15
12,12,kNN ball_tree,calibrated,0.0394,0.999804824711349,5.88313455706836E-15
12,12,kNN ball_tree,calibrated,0.0398,0.999804824711337,5.57327535144975E-15
12,12,kNN ball_tree,calibrated,0.0402,0.999804824711345,5.57327535144975E-15
12,12,kNN ball_tree,calibrated,0.041,0.999804824711357,3.92208970471224E-15
12,12,kNN ball_tree,uncalibrated,0.036,0,0
12,12,kNN ball_tree,uncalibrated,0.0366,0,0
12,12,kNN ball_tree,uncalibrated,0.037,0,0
12,12,kNN ball_tree,uncalibrated,0.0374,0.000548005480054801,0.000548005480054801
12,12,kNN ball_tree,uncalibrated,0.0378,0.156771747241887,0.0479352348051101
12,12,kNN ball_tree,uncalibrated,0.0382,0.877222,0.0519502560257681
12,12,kNN ball_tree,uncalibrated,0.0386,0.999906182568678,7.29666818855005E-05
12,12,kNN ball_tree,uncalibrated,0.039,1,0
12,12,kNN ball_tree,uncalibrated,0.0394,1,0
12,12,kNN ball_tree,uncalibrated,0.0398,1,0
12,12,kNN ball_tree,uncalibrated,0.0402,1,0
12,12,kNN ball_tree,uncalibrated,0.041,1,0
12,12,SVM (RBF),calibrated,0.036,0.000221620187336797,4.09271715583768E-06
12,12,SVM (RBF),calibrated,0.0366,0.000908878353611221,9.67746479335825E-05
12,12,SVM (RBF),calibrated,0.037,0.0103398306227373,0.00345778444243559
12,12,SVM (RBF),calibrated,0.0374,0.0950653920794027,0.0430323870803502
12,12,SVM (RBF),calibrated,0.0378,0.365701699933269,0.0393617242807667
12,12,SVM (RBF),calibrated,0.0382,0.845713925216131,0.0518424278488556
12,12,SVM (RBF),calibrated,0.0386,0.971435858296198,0.0108246575938126
12,12,SVM (RBF),calibrated,0.039,0.998827234317788,0.000446830269170695
12,12,SVM (RBF),calibrated,0.0394,0.999524899884536,5.4255335353115E-05
12,12,SVM (RBF),calibrated,0.0398,0.999732113689387,1.45845554300007E-05
12,12,SVM (RBF),calibrated,0.0402,0.999724251535894,2.95058550334182E-05
12,12,SVM (RBF),calibrated,0.041,0.999809635913271,1.40144270393018E-06
12,12,SVM (RBF),uncalibrated,0.036,0.230317701040784,0.000342411127630266
12,12,SVM (RBF),uncalibrated,0.0366,0.259075556191392,0.00206357894939717
12,12,SVM (RBF),uncalibrated,0.037,0.32123339907037,0.00733505910028578
12,12,SVM (RBF),uncalibrated,0.0374,0.395050021268704,0.0189515191967805
12,12,SVM (RBF),uncalibrated,0.0378,0.463577078296129,0.00746935121636638
12,12,SVM (RBF),uncalibrated,0.0382,0.568363541025891,0.0234484380871179
12,12,SVM (RBF),uncalibrated,0.0386,0.625286584868136,0.0178579089441159
12,12,SVM (RBF),uncalibrated,0.039,0.714596598917255,0.0127996950178507
12,12,SVM (RBF),uncalibrated,0.0394,0.732892280089923,0.00278157907054433
12,12,SVM (RBF),uncalibrated,0.0398,0.746664321554947,0.00118778463629846
12,12,SVM (RBF),uncalibrated,0.0402,0.746050609793941,0.00265290719054667
12,12,SVM (RBF),uncalibrated,0.041,0.754950322088334,0.000184198368982395
12,12,Neural Network,calibrated,0.036,0.000221650878584332,1.19692678976814E-18
12,12,Neural Network,calibrated,0.0366,0.0161145889414634,0.00406695968870871
12,12,Neural Network,calibrated,0.037,0.164115904174722,0.00810088897013207
12,12,Neural Network,calibrated,0.0374,0.199325782636908,0.000812502367089504
12,12,Neural Network,calibrated,0.0378,0.223553991965519,0.0101261964315804
12,12,Neural Network,calibrated,0.0382,0.543586474757414,0.0714873813654013
12,12,Neural Network,calibrated,0.0386,0.749075360366228,0.0971103722422392
12,12,Neural Network,calibrated,0.039,0.999506843468441,0.000165033169419088
12,12,Neural Network,calibrated,0.0394,0.999804824711349,5.88313455706836E-15
12,12,Neural Network,calibrated,0.0398,0.999804824711337,5.57327535144975E-15
12,12,Neural Network,calibrated,0.0402,0.999804824711345,5.57327535144975E-15
12,12,Neural Network,calibrated,0.041,0.999804824711357,3.92208970471224E-15
12,12,Neural Network,uncalibrated,0.036,0,0
12,12,Neural Network,uncalibrated,0.0366,0,0
12,12,Neural Network,uncalibrated,0.037,0,0
12,12,Neural Network,uncalibrated,0.0374,0,0
12,12,Neural Network,uncalibrated,0.0378,2.60699723444919E-99,2.60699723444907E-99
12,12,Neural Network,uncalibrated,0.0382,0.160125794508415,0.1472023284327
12,12,Neural Network,uncalibrated,0.0386,0.543742746536585,0.213949315089502
12,12,Neural Network,uncalibrated,0.039,1,0
12,12,Neural Network,uncalibrated,0.0394,1,0
12,12,Neural Network,uncalibrated,0.0398,1,0
12,12,Neural Network,uncalibrated,0.0402,1,0
