feature_set,n_features,model,calibration,Delta,mean,mean_err
12,12,Neural Network,calibrated,0.0402,0.999804814953677,5.02467539797991E-09
12,12,Neural Network,calibrated,0.041,0.999804825104328,1.2719739641886E-10
12,12,Neural Network,uncalibrated,0.036,2.43919283484458E-06,7.94983971795001E-08
12,12,Neural Network,uncalibrated,0.0366,2.49911759177243E-05,4.58598554960753E-06
12,12,Neural Network,uncalibrated,0.037,0.000974343344249597,0.000518890194744177
12,12,Neural Network,uncalibrated,0.0374,0.0248168947280552,0.0158073242928963
12,12,Neural Network,uncalibrated,0.0378,0.203433641914914,0.0352320260379168
12,12,Neural Network,uncalibrated,0.0382,0.794125159252539,0.0766046881932032
12,12,Neural Network,uncalibrated,0.0386,0.979314466516512,0.00969141105512738
12,12,Neural Network,uncalibrated,0.039,0.999932601858958,3.4678634321994E-05
12,12,Neural Network,uncalibrated,0.0394,0.999987213479449,2.46728278841651E-06
12,12,Neural Network,uncalibrated,0.0398,0.999994338564875,5.00987750728323E-07
12,12,Neural Network,uncalibrated,0.0402,0.99999403591232,9.95439191964209E-07
12,12,Neural Network,uncalibrated,0.041,0.999995979214462,4.8625690190353E-08
