stride,feature_set,n_features,model,K0,mean,mean_err
10,12,12,DBSCAN,4.74,0.117647058823529,0.0805474349272303
10,12,12,DBSCAN,4.75,0,0
10,12,12,DBSCAN,4.76,0.125,0.125
10,12,12,DBSCAN,4.77,0.5,0.5
50,12,12,Birch,4.67,0.000555555555555536,0.000555555555555556
50,12,12,Birch,4.7,0.00709939148073022,0.00318278861288462
50,12,12,Birch,4.72,0.0328888888888889,0.0064098689341582
50,12,12,Birch,4.73,0.0485106382978723,0.00744376837639826
50,12,12,Birch,4.74,0.0855661192739844,0.00915250290465366
50,12,12,Birch,4.75,0.11880409126672,0.0112961008889163
50,12,12,Birch,4.76,0.169452887537995,0.0105241052839761
50,12,12,Birch,4.77,0.239740820734341,0.0208286193541965
50,12,12,Birch,4.78,0.289813486370158,0.0143914156585906
50,12,12,Birch,4.79,0.363575268817205,0.0210673884723227
50,12,12,Birch,4.81,0.494267515923567,0.0280254777070064
50,12,12,Birch,4.82,0.567682494684621,0.0146277586396528
50,12,12,Birch,4.83,0.626329787234043,0.0153135207336297
50,12,12,Birch,4.84,0.681421083284799,0.0152876001728674
50,12,12,Birch,4.85,0.701298701298701,0.0154576372912183
50,12,12,Birch,4.86,0.755294117647059,0.0167518010187036
50,12,12,Birch,4.87,0.798673899939721,0.0141092608980383
50,12,12,Birch,4.88,0.815848214285714,0.0234375
50,12,12,Birch,4.9,0.881696428571429,0.00996882460743503
50,12,12,Birch,4.93,0.910821098423056,0.0113151995903669
1000,12,12,BayesianGMM,4.67,2.67981921717246E-17,2.29738796816205E-17
1000,12,12,BayesianGMM,4.7,1.57136638728305E-10,1.37485869778294E-10
1000,12,12,BayesianGMM,4.72,1.74250321412831E-07,1.1999537340127E-07
1000,12,12,BayesianGMM,4.73,0.00368920276830203,0.00341163607413293
1000,12,12,BayesianGMM,4.74,0.00159204609613295,0.00159027928632861
1000,12,12,BayesianGMM,4.75,0.0300451958800392,0.0294590954485531
1000,12,12,BayesianGMM,4.76,0.0499953010860658,0.0328429242873692
1000,12,12,BayesianGMM,4.77,0.059502911503458,0.0386088732742268
1000,12,12,BayesianGMM,4.78,0.0896212442416533,0.0384766242264106
1000,12,12,BayesianGMM,4.79,0.223711542013706,0.0640595119440675
1000,12,12,BayesianGMM,4.81,0.342498934180544,0.073230604742499
1000,12,12,BayesianGMM,4.82,0.502943091133243,0.0735460097248365
1000,12,12,BayesianGMM,4.83,0.531971847018065,0.0846630237446679
1000,12,12,BayesianGMM,4.84,0.616060540018886,0.0619950076689382
1000,12,12,BayesianGMM,4.85,0.729305112221539,0.0589943484890286
1000,12,12,BayesianGMM,4.86,0.674325196710228,0.0611603999904736
1000,12,12,BayesianGMM,4.87,0.772483484915089,0.0545712153000887
1000,12,12,BayesianGMM,4.88,0.768240535767728,0.0528810650330251
1000,12,12,BayesianGMM,4.9,0.859155223347254,0.0426199667398543
1000,12,12,BayesianGMM,4.93,0.872341344023321,0.0428915419729989
