stride,feature_set,n_features,model,K0,mean,mean_err
1000,30,30,Agglomerative,4.78,0.416666666666667,0.0867360833110889
1000,30,30,Agglomerative,4.79,0.578947368421053,0.0811683790480065
1000,30,30,Agglomerative,4.81,0.805555555555556,0.0655663160391202
1000,30,30,Agglomerative,4.82,0.945945945945954,0.037687388582616
1000,30,30,Agglomerative,4.83,0.934210526315789,0.0657894736842105
1000,30,30,Agglomerative,4.84,0.909090909090909,0.0438402565609466
1000,30,30,Agglomerative,4.85,0.983606557377049,0.0163934426229509
1000,30,30,Agglomerative,4.86,0.953488372093037,0.0324947967909662
1000,30,30,Agglomerative,4.87,0.957446808510628,0.0297607917523504
1000,30,30,Agglomerative,4.88,0.966666666666667,0.0333333333333333
1000,30,30,Agglomerative,4.9,0.978260869565247,0.0217391304347826
1000,30,30,Agglomerative,4.93,1,0
500,30,30,Agglomerative,4.67,0,0
500,30,30,Agglomerative,4.7,0,0
500,30,30,Agglomerative,4.72,0.0350877192982456,0.0245882416921661
500,30,30,Agglomerative,4.73,0.0446428571428571,0.0262850025783567
500,30,30,Agglomerative,4.74,0.0476190476190476,0.0270458016308126
500,30,30,Agglomerative,4.75,0.181818181818182,0.047839528325838
500,30,30,Agglomerative,4.76,0.185714285714286,0.0468151607110839
500,30,30,Agglomerative,4.77,0.41304347826087,0.0652173913043478
500,30,30,Agglomerative,4.78,0.479452054794521,0.0588757851973864
500,30,30,Agglomerative,4.79,0.639999999999992,0.0557988665970336
500,30,30,Agglomerative,4.81,0.782051282051282,0.0500657030506836
500,30,30,Agglomerative,4.82,0.930555555555556,0.0272772362794991
500,30,30,Agglomerative,4.83,0.974025974025974,0.0182451781476952
500,30,30,Agglomerative,4.84,0.965116279069768,0.0232558139534884
500,30,30,Agglomerative,4.85,0.976470588235266,0.0165384755396365
500,30,30,Agglomerative,4.86,1,0
500,30,30,Agglomerative,4.87,0.987878787878788,0.0121212121212121
500,30,30,Agglomerative,4.88,1,0
500,30,30,Agglomerative,4.9,1,0
500,30,30,Agglomerative,4.93,1,0
250,30,30,Agglomerative,4.67,0,0
250,30,30,Agglomerative,4.7,0,0
250,30,30,Agglomerative,4.72,0.0131578947368421,0.00924180153759012
250,30,30,Agglomerative,4.73,0.0446428571428571,0.0190211297034701
250,30,30,Agglomerative,4.74,0.069264069264069,0.0197432974043141
250,30,30,Agglomerative,4.75,0.192156862745098,0.0612568602031895
250,30,30,Agglomerative,4.76,0.288888888888889,0.0361866587056026
250,30,30,Agglomerative,4.77,0.404255319148941,0.0372626291543725
250,30,30,Agglomerative,4.78,0.675324675324701,0.0320047522803782
250,30,30,Agglomerative,4.79,0.694999999999967,0.0340046045604581
250,30,30,Agglomerative,4.81,0.870967741935484,0.0222323366969197
250,30,30,Agglomerative,4.82,0.942176870748299,0.0238095238095238
250,30,30,Agglomerative,4.83,0.966996699669967,0.0183754599433334
250,30,30,Agglomerative,4.84,0.98546511627907,0.00872093023255816
250,30,30,Agglomerative,4.85,0.993311036789296,0.00668896321070237
250,30,30,Agglomerative,4.86,0.996124031007733,0.00387596899224805
250,30,30,Agglomerative,4.87,0.996031746031755,0.00396825396825402
250,30,30,Agglomerative,4.88,1,0
250,30,30,Agglomerative,4.9,1,0
250,30,30,Agglomerative,4.93,1,0
100,30,30,Agglomerative,4.67,0,0
100,30,30,Agglomerative,4.7,0,0
100,30,30,Agglomerative,4.72,0.00711743772241993,0.00711743772241993
100,30,30,Agglomerative,4.73,0.0104166666666667,0.00505282552159027
100,30,30,Agglomerative,4.74,0.0457875457875458,0.00883796219469101
100,30,30,Agglomerative,4.75,0.110591900311526,0.0224644939281245
100,30,30,Agglomerative,4.76,0.197309417040359,0.0269058295964126
100,30,30,Agglomerative,4.77,0.336690647482014,0.0212686985598482
100,30,30,Agglomerative,4.78,0.420833333333333,0.0252940525549032
100,30,30,Agglomerative,4.79,0.567204301075269,0.0245885712079073
100,30,30,Agglomerative,4.81,0.824427480916031,0.0203880159023004
100,30,30,Agglomerative,4.82,0.902777777777776,0.0132830843262439
100,30,30,Agglomerative,4.83,0.954941860465116,0.00899174807366678
100,30,30,Agglomerative,4.84,0.980769230769227,0.00622669351733383
100,30,30,Agglomerative,4.85,0.984354628422426,0.00558245657482182
100,30,30,Agglomerative,4.86,0.990543735224586,0.00450104793490768
100,30,30,Agglomerative,4.87,0.99480519480518,0.00314250090923257
100,30,30,Agglomerative,4.88,1,0
100,30,30,Agglomerative,4.9,1,0
100,30,30,Agglomerative,4.93,1,0
50,30,30,Agglomerative,4.67,0,0
50,30,30,Agglomerative,4.7,0,0
50,30,30,Agglomerative,4.72,0.00711743772241993,0.00533807829181495
50,30,30,Agglomerative,4.73,0.0180878552971575,0.0054579726566273
50,30,30,Agglomerative,4.74,0.0587262200165426,0.00891357955434693
50,30,30,Agglomerative,4.75,0.113707165109034,0.0180980530196608
50,30,30,Agglomerative,4.76,0.192452830188679,0.0148166276596098
50,30,30,Agglomerative,4.77,0.324904214559382,0.0130707730075061
50,30,30,Agglomerative,4.78,0.470138888888889,0.03125
50,30,30,Agglomerative,4.79,0.644366197183091,0.0153938663924859
50,30,30,Agglomerative,4.81,0.88343949044586,0.0146496815286624
50,30,30,Agglomerative,4.82,0.947331947331952,0.00680300892281646
50,30,30,Agglomerative,4.83,0.970764119601325,0.00542203420249676
50,30,30,Agglomerative,4.84,0.986013986013986,0.00354473340926468
50,30,30,Agglomerative,4.85,0.994174757281552,0.00228182388890487
50,30,30,Agglomerative,4.86,0.997638724911451,0.00131999290289249
50,30,30,Agglomerative,4.87,0.998800959232614,0.00119904076738608
50,30,30,Agglomerative,4.88,1,0
50,30,30,Agglomerative,4.9,1,0
50,30,30,Agglomerative,4.93,1,0
5000,30,30,Spectral,4.67,0,0
5000,30,30,Spectral,4.7,0,0
5000,30,30,Spectral,4.72,0.714285714285714,0.184427778390829
5000,30,30,Spectral,4.73,1,0
5000,30,30,Spectral,4.74,0.9,0.1
5000,30,30,Spectral,4.75,1,0
5000,30,30,Spectral,4.76,1,0
5000,30,30,Spectral,4.77,1,0
5000,30,30,Spectral,4.78,1,0
5000,30,30,Spectral,4.79,1,0
5000,30,30,Spectral,4.81,1,0
5000,30,30,Spectral,4.82,1,0
5000,30,30,Spectral,4.83,1,0
5000,30,30,Spectral,4.84,1,0
5000,30,30,Spectral,4.85,1,0
5000,30,30,Spectral,4.86,1,0
5000,30,30,Spectral,4.87,1,0
5000,30,30,Spectral,4.88,1,0
5000,30,30,Spectral,4.9,1,0
5000,30,30,Spectral,4.93,1,0
1000,30,30,Spectral,4.67,0,0
1000,30,30,Spectral,4.7,0,0
1000,30,30,Spectral,4.72,0,0
1000,30,30,Spectral,4.73,0.0666666666666671,0.0463205555853101
1000,30,30,Spectral,4.74,0.0483870967741936,0.0483870967741936
1000,30,30,Spectral,4.75,0.265625,0.140625
1000,30,30,Spectral,4.76,0.515151515151515,0.118337116301616
1000,30,30,Spectral,4.77,0.825396825396824,0.0664015894074663
1000,30,30,Spectral,4.78,0.875,0.0529574091085203
1000,30,30,Spectral,4.79,0.947368421052636,0.036709780655943
