stride,feature_set,n_features,model,K0,chi,chi_err
250,full_20,20,Agglomerative,4.74,0.128710043744417,0.019867671912769166
250,full_20,20,Agglomerative,4.75,0.08162982482981154,0.018522879998331833
250,full_20,20,Agglomerative,4.76,0.11322196125968872,0.018357273328250722
250,full_20,20,Agglomerative,4.77,0.12473041943282556,0.020089773218814992
250,full_20,20,Agglomerative,4.78,0.13722869777643884,0.016910743558696477
250,full_20,20,Agglomerative,4.79,0.13866150414373754,0.02043990626198258
250,full_20,20,Agglomerative,4.81,0.1748857630175274,0.018171483959507274
250,full_20,20,Agglomerative,4.82,0.216180642157279,0.0239027117696394
250,full_20,20,Agglomerative,4.83,0.1926984190944379,0.021706022966941706
250,full_20,20,Agglomerative,4.84,0.20968039472547265,0.014183973434398258
250,full_20,20,Agglomerative,4.85,0.21386861313868658,0.013739065956682457
250,full_20,20,Agglomerative,4.86,0.21762020931323778,0.016446223459798084
250,full_20,20,Agglomerative,4.87,0.2320816427832727,0.016586482514646894
250,full_20,20,Agglomerative,4.88,0.2182924542122069,0.013157444890144894
250,full_20,20,Agglomerative,4.9,0.22112327549857252,0.010038983697413465
250,full_20,20,Agglomerative,4.93,0.23801359387532756,0.009577690662865332
100,full_20,20,Agglomerative,4.67,0.07794796144363282,0.012817902017382253
100,full_20,20,Agglomerative,4.7,0.1007458594462795,0.01192416476808891
100,full_20,20,Agglomerative,4.72,0.17496234663389784,0.01773004575495679
100,full_20,20,Agglomerative,4.73,0.18134958025444464,0.011851298841426348
100,full_20,20,Agglomerative,4.74,0.2044266817667326,0.01182665077767486
100,full_20,20,Agglomerative,4.75,0.21837524797720478,0.008604330992084146
100,full_20,20,Agglomerative,4.76,0.22086568033882367,0.012615965442835659
100,full_20,20,Agglomerative,4.77,0.2240401818536809,0.006621716153001322
100,full_20,20,Agglomerative,4.78,0.21981984100264676,0.006470476945317109
100,full_20,20,Agglomerative,4.79,0.22614386604726516,0.00927077259255093
100,full_20,20,Agglomerative,4.81,0.23776335384779965,0.005234814936461291
100,full_20,20,Agglomerative,4.82,0.24061863126158267,0.004502630629168709
100,full_20,20,Agglomerative,4.83,0.23751524132205093,0.005512833974413517
100,full_20,20,Agglomerative,4.84,0.23708931857856994,0.006392960960338137
100,full_20,20,Agglomerative,4.85,0.23850334310175478,0.006441050737450169
100,full_20,20,Agglomerative,4.86,0.24403612195714058,0.003209098418435079
100,full_20,20,Agglomerative,4.87,0.2434509398439681,0.003615710055846724
100,full_20,20,Agglomerative,4.88,0.24362266830360665,0.0035883043632504064
100,full_20,20,Agglomerative,4.9,0.24457107900528346,0.004491176950038871
100,full_20,20,Agglomerative,4.93,0.24979383218647336,0.0018857526042910554
250,full_20,20,Spectral,4.67,0.18662995410930328,0.02184548867903062
250,full_20,20,Spectral,4.7,0.15583894376464008,0.02182740738758753
250,full_20,20,Spectral,4.72,0.21680205667597965,0.016447742620238476
250,full_20,20,Spectral,4.73,0.2087848738662253,0.0159700558361875
250,full_20,20,Spectral,4.74,0.22480104466947734,0.011663150946190613
250,full_20,20,Spectral,4.75,0.2107372893177042,0.01696860566595496
250,full_20,20,Spectral,4.76,0.2061708578562511,0.02274958809296975
250,full_20,20,Spectral,4.77,0.22486777402464497,0.010735694720948572
