feature_set,n_features,model,algorithm,n_neighbors,calibration,K0,chi,chi_err
21,20,KNN,auto,201,uncalibrated,4.78,0.13116927301420753,0.005176052115965622
21,20,KNN,auto,201,uncalibrated,4.79,0.11344916091557743,0.004846666629190638
21,20,KNN,auto,201,uncalibrated,4.81,0.04466007789181288,0.010080196034751611
21,20,KNN,auto,201,uncalibrated,4.82,0.018484514309033577,0.003593490389548239
21,20,KNN,auto,201,uncalibrated,4.83,0.013851403163351452,0.005094501073023447
21,20,KNN,auto,201,uncalibrated,4.84,0.005517244662883301,0.0026825384500871966
21,20,KNN,auto,201,uncalibrated,4.85,0.0008088365925630043,0.0005731563149186946
21,20,KNN,auto,201,uncalibrated,4.86,0.0003746825362635749,0.0002404003362164236
21,20,KNN,auto,201,uncalibrated,4.87,0.0002733274266353247,0.00023297531460450636
21,20,KNN,auto,201,uncalibrated,4.88,1.0335776793595881e-06,6.251640626824163e-07
21,20,KNN,auto,201,uncalibrated,4.9,1.1854340314972047e-06,1.185434031497076e-06
21,20,KNN,auto,201,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.72,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.73,0.012229934901725706,0.005942087039377596
21,20,KNN,kd_tree,1,uncalibrated,4.74,0.029003018855945417,0.01006448988224637
21,20,KNN,kd_tree,1,uncalibrated,4.75,0.09398087285953625,0.013343252860778863
21,20,KNN,kd_tree,1,uncalibrated,4.76,0.17662128658172355,0.018988596216216378
21,20,KNN,kd_tree,1,uncalibrated,4.77,0.24896600015599793,0.0024027906136861866
21,20,KNN,kd_tree,1,uncalibrated,4.78,0.22793191352285402,0.007330644215607615
21,20,KNN,kd_tree,1,uncalibrated,4.79,0.12310511996219352,0.015348792939298039
21,20,KNN,kd_tree,1,uncalibrated,4.81,0.013359365812109494,0.013051680266736863
21,20,KNN,kd_tree,1,uncalibrated,4.82,0.004098383711970474,0.0040871322703795185
21,20,KNN,kd_tree,1,uncalibrated,4.83,0.004255338916202328,0.004246048301117137
21,20,KNN,kd_tree,1,uncalibrated,4.84,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,1,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,3,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,3,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,3,uncalibrated,4.72,0.0003267973856209113,0.000326797385620915
21,20,KNN,kd_tree,3,uncalibrated,4.73,0.007270519869953236,0.004845464744519126
21,20,KNN,kd_tree,3,uncalibrated,4.74,0.02668912720601934,0.009095525621544072
21,20,KNN,kd_tree,3,uncalibrated,4.75,0.061740689670826035,0.01368961432144267
21,20,KNN,kd_tree,3,uncalibrated,4.76,0.13539377009546325,0.022020502701015205
21,20,KNN,kd_tree,3,uncalibrated,4.77,0.19336388092400542,0.011456176673567936
21,20,KNN,kd_tree,3,uncalibrated,4.78,0.19371450278802774,0.007142107292777264
21,20,KNN,kd_tree,3,uncalibrated,4.79,0.09237148631568234,0.00962247201605449
21,20,KNN,kd_tree,3,uncalibrated,4.81,0.010915147518218567,0.009368937244694021
21,20,KNN,kd_tree,3,uncalibrated,4.82,0.0031814040313259363,0.002879965211094396
21,20,KNN,kd_tree,3,uncalibrated,4.83,0.0018912617405343665,0.0018871325782742834
21,20,KNN,kd_tree,3,uncalibrated,4.84,0.00023148148148148157,0.00023148148148148157
21,20,KNN,kd_tree,3,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,3,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,3,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,3,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,3,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,3,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,5,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,5,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,5,uncalibrated,4.72,0.00047058823529411777,0.0004705882352941177
21,20,KNN,kd_tree,5,uncalibrated,4.73,0.006144221227774095,0.004466697638102961
21,20,KNN,kd_tree,5,uncalibrated,4.74,0.021863895745606186,0.007131632762735687
21,20,KNN,kd_tree,5,uncalibrated,4.75,0.05486331399355741,0.013733491290421652
21,20,KNN,kd_tree,5,uncalibrated,4.76,0.12504543397646734,0.018720583439720197
21,20,KNN,kd_tree,5,uncalibrated,4.77,0.1778914078470808,0.011209486166007906
21,20,KNN,kd_tree,5,uncalibrated,4.78,0.17947419905230444,0.006580418768987102
21,20,KNN,kd_tree,5,uncalibrated,4.79,0.08936189385835339,0.008668910286017902
21,20,KNN,kd_tree,5,uncalibrated,4.81,0.012580166987913416,0.009321751338071423
21,20,KNN,kd_tree,5,uncalibrated,4.82,0.0031017780505586266,0.0025644765466794617
21,20,KNN,kd_tree,5,uncalibrated,4.83,0.0022923311803815685,0.0021175627956742746
21,20,KNN,kd_tree,5,uncalibrated,4.84,0.00033333333333334373,0.00033333333333333327
21,20,KNN,kd_tree,5,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,5,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,5,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,5,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,5,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,5,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,7,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,7,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,7,uncalibrated,4.72,0.0005402160864345737,0.0005402160864345737
21,20,KNN,kd_tree,7,uncalibrated,4.73,0.0048346523029891035,0.003896178462511596
21,20,KNN,kd_tree,7,uncalibrated,4.74,0.021433180295084075,0.0068332021836423696
21,20,KNN,kd_tree,7,uncalibrated,4.75,0.05247657598872287,0.013885717509328328
21,20,KNN,kd_tree,7,uncalibrated,4.76,0.11764573762765167,0.01986177639631119
21,20,KNN,kd_tree,7,uncalibrated,4.77,0.1713560498761838,0.013669589800911888
21,20,KNN,kd_tree,7,uncalibrated,4.78,0.1732303446723985,0.0068947672467624035
21,20,KNN,kd_tree,7,uncalibrated,4.79,0.09304098601041239,0.00882088253674731
21,20,KNN,kd_tree,7,uncalibrated,4.81,0.014247110248361746,0.009504380852103938
21,20,KNN,kd_tree,7,uncalibrated,4.82,0.0027416199322318003,0.0020999572545428464
21,20,KNN,kd_tree,7,uncalibrated,4.83,0.0027721993241640428,0.0026350403800089917
21,20,KNN,kd_tree,7,uncalibrated,4.84,0.0006802721088435163,0.0006802721088435372
21,20,KNN,kd_tree,7,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,7,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,7,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,7,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,7,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,7,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,9,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,9,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,9,uncalibrated,4.72,0.0005809731299927232,0.0005809731299927379
21,20,KNN,kd_tree,9,uncalibrated,4.73,0.005282102931597513,0.004378807553410727
21,20,KNN,kd_tree,9,uncalibrated,4.74,0.019207001468784853,0.005897349055887291
21,20,KNN,kd_tree,9,uncalibrated,4.75,0.05009391951030548,0.014426314047509551
21,20,KNN,kd_tree,9,uncalibrated,4.76,0.11511322685242613,0.01860787302435196
21,20,KNN,kd_tree,9,uncalibrated,4.77,0.16533973600736684,0.015463816913092288
21,20,KNN,kd_tree,9,uncalibrated,4.78,0.16958661109468237,0.007314736273776198
21,20,KNN,kd_tree,9,uncalibrated,4.79,0.0943870940629007,0.00913115462190709
21,20,KNN,kd_tree,9,uncalibrated,4.81,0.0147835038466351,0.009769645538805067
21,20,KNN,kd_tree,9,uncalibrated,4.82,0.0025359432294293676,0.002072981086330437
21,20,KNN,kd_tree,9,uncalibrated,4.83,0.0030898591963844147,0.002951051924608494
21,20,KNN,kd_tree,9,uncalibrated,4.84,0.0006430041152263377,0.0006430041152263378
21,20,KNN,kd_tree,9,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,9,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,9,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,9,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,9,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,9,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,11,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,11,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,11,uncalibrated,4.72,0.0003889158969372781,0.00038891589693728734
21,20,KNN,kd_tree,11,uncalibrated,4.73,0.005234841663247016,0.004175910669417162
21,20,KNN,kd_tree,11,uncalibrated,4.74,0.01812455443792176,0.005431822072365602
21,20,KNN,kd_tree,11,uncalibrated,4.75,0.047331344226522284,0.0129121579454845
21,20,KNN,kd_tree,11,uncalibrated,4.76,0.11132238721989691,0.01844719160393535
21,20,KNN,kd_tree,11,uncalibrated,4.77,0.16261457678934255,0.01585834216089335
21,20,KNN,kd_tree,11,uncalibrated,4.78,0.16724058616650805,0.006945553323347871
21,20,KNN,kd_tree,11,uncalibrated,4.79,0.09602245733733922,0.008556093309096383
21,20,KNN,kd_tree,11,uncalibrated,4.81,0.015007833634090731,0.009701214204791699
21,20,KNN,kd_tree,11,uncalibrated,4.82,0.0026532175176713995,0.0021015485600728192
21,20,KNN,kd_tree,11,uncalibrated,4.83,0.0030817932462286306,0.002863958634418768
21,20,KNN,kd_tree,11,uncalibrated,4.84,0.0009391484730644604,0.000936304524821271
21,20,KNN,kd_tree,11,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,11,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,11,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,11,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,11,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,11,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,13,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,13,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,13,uncalibrated,4.72,0.0006433046427225014,0.0006259245614049207
21,20,KNN,kd_tree,13,uncalibrated,4.73,0.0048941824458900345,0.003974730538551334
21,20,KNN,kd_tree,13,uncalibrated,4.74,0.0181701297154377,0.005471500178634297
21,20,KNN,kd_tree,13,uncalibrated,4.75,0.04634581991684029,0.013852400472625051
21,20,KNN,kd_tree,13,uncalibrated,4.76,0.10752607964825078,0.018125004450230655
21,20,KNN,kd_tree,13,uncalibrated,4.77,0.15759787312323237,0.014367683598452821
21,20,KNN,kd_tree,13,uncalibrated,4.78,0.16670058018677,0.007000271323792903
21,20,KNN,kd_tree,13,uncalibrated,4.79,0.09609831364486306,0.008290021721022727
21,20,KNN,kd_tree,13,uncalibrated,4.81,0.015338704409310434,0.009208105043041363
21,20,KNN,kd_tree,13,uncalibrated,4.82,0.002727479279616005,0.0021558804603410086
21,20,KNN,kd_tree,13,uncalibrated,4.83,0.0033455349941659005,0.0030489890261502536
21,20,KNN,kd_tree,13,uncalibrated,4.84,0.0008379250709277575,0.0008347253286524542
21,20,KNN,kd_tree,13,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,13,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,13,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,13,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,13,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,13,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,15,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,15,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,15,uncalibrated,4.72,0.00048319326497826744,0.00047013889278858486
21,20,KNN,kd_tree,15,uncalibrated,4.73,0.004758033871296566,0.003760393046107332
21,20,KNN,kd_tree,15,uncalibrated,4.74,0.01792135653352917,0.0053967674448463015
21,20,KNN,kd_tree,15,uncalibrated,4.75,0.04459042973089716,0.014242269121826846
21,20,KNN,kd_tree,15,uncalibrated,4.76,0.10441738525992374,0.017520074031752736
21,20,KNN,kd_tree,15,uncalibrated,4.77,0.15382233485336383,0.013612397264571197
21,20,KNN,kd_tree,15,uncalibrated,4.78,0.16484864420182854,0.006584238440317523
21,20,KNN,kd_tree,15,uncalibrated,4.79,0.09789272018778752,0.008402292943691858
21,20,KNN,kd_tree,15,uncalibrated,4.81,0.015423895184549716,0.008834716088379335
21,20,KNN,kd_tree,15,uncalibrated,4.82,0.002963816521778735,0.0021938298267864353
21,20,KNN,kd_tree,15,uncalibrated,4.83,0.0036441292487967404,0.0031851042228924153
21,20,KNN,kd_tree,15,uncalibrated,4.84,0.0010878098731357097,0.0010827846617320303
21,20,KNN,kd_tree,15,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,15,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,15,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,15,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,15,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,15,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,17,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,17,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,17,uncalibrated,4.72,0.0003761885280972583,0.0003660250895412857
21,20,KNN,kd_tree,17,uncalibrated,4.73,0.004487096131111945,0.003617419818606175
21,20,KNN,kd_tree,17,uncalibrated,4.74,0.017524224637270363,0.005304101275312014
21,20,KNN,kd_tree,17,uncalibrated,4.75,0.04364674769289278,0.013580718971961095
21,20,KNN,kd_tree,17,uncalibrated,4.76,0.10210996062189,0.017720426797425425
21,20,KNN,kd_tree,17,uncalibrated,4.77,0.15084420696405548,0.012820678143380101
21,20,KNN,kd_tree,17,uncalibrated,4.78,0.16387829881841248,0.006767468727264117
21,20,KNN,kd_tree,17,uncalibrated,4.79,0.09820779684672254,0.008284567863174063
21,20,KNN,kd_tree,17,uncalibrated,4.81,0.016158905841764937,0.009047181419987596
21,20,KNN,kd_tree,17,uncalibrated,4.82,0.0032270430418651816,0.0024349368034870217
21,20,KNN,kd_tree,17,uncalibrated,4.83,0.003602470130298799,0.003097082286185511
21,20,KNN,kd_tree,17,uncalibrated,4.84,0.0011484891124269175,0.0011319221663421259
21,20,KNN,kd_tree,17,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,17,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,17,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,17,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,17,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,17,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,19,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,19,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,19,uncalibrated,4.72,0.0004070256821952539,0.00039886083335203556
21,20,KNN,kd_tree,19,uncalibrated,4.73,0.004806333636021598,0.0037423300877990236
21,20,KNN,kd_tree,19,uncalibrated,4.74,0.017496923043969385,0.0051874585043574445
21,20,KNN,kd_tree,19,uncalibrated,4.75,0.043583323445025454,0.013810792543248901
21,20,KNN,kd_tree,19,uncalibrated,4.76,0.10061134040737257,0.017954486329058696
21,20,KNN,kd_tree,19,uncalibrated,4.77,0.14896364932480777,0.013294469792121247
21,20,KNN,kd_tree,19,uncalibrated,4.78,0.16297329359107002,0.006648290983967975
21,20,KNN,kd_tree,19,uncalibrated,4.79,0.09842469465329498,0.008222472958568547
21,20,KNN,kd_tree,19,uncalibrated,4.81,0.016894431412823284,0.009209082171678398
21,20,KNN,kd_tree,19,uncalibrated,4.82,0.003383184800249183,0.0025088767869260098
21,20,KNN,kd_tree,19,uncalibrated,4.83,0.0033019019095182115,0.0028902869757130197
21,20,KNN,kd_tree,19,uncalibrated,4.84,0.001030778702527557,0.0010172094513835291
21,20,KNN,kd_tree,19,uncalibrated,4.85,0.0,0.0
21,20,KNN,kd_tree,19,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,19,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,19,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,19,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,19,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,21,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,21,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,21,uncalibrated,4.72,0.00043318914028577134,0.00042649054176290485
21,20,KNN,kd_tree,21,uncalibrated,4.73,0.005027164476844971,0.003965969782296312
21,20,KNN,kd_tree,21,uncalibrated,4.74,0.017557152405344473,0.005253235627426178
21,20,KNN,kd_tree,21,uncalibrated,4.75,0.04299967332539088,0.013591711968890929
21,20,KNN,kd_tree,21,uncalibrated,4.76,0.10012222854744951,0.0181693092091682
21,20,KNN,kd_tree,21,uncalibrated,4.77,0.14656609727777492,0.013805951516687981
21,20,KNN,kd_tree,21,uncalibrated,4.78,0.1627760995189185,0.006452826799342661
21,20,KNN,kd_tree,21,uncalibrated,4.79,0.09977498091587678,0.008398375303189112
21,20,KNN,kd_tree,21,uncalibrated,4.81,0.017669207289723734,0.009415892355011671
21,20,KNN,kd_tree,21,uncalibrated,4.82,0.0035355208154278246,0.002423973547035477
21,20,KNN,kd_tree,21,uncalibrated,4.83,0.0033926038510331976,0.0028463205320011235
21,20,KNN,kd_tree,21,uncalibrated,4.84,0.0010887997423952025,0.0010694540769728735
21,20,KNN,kd_tree,21,uncalibrated,4.85,5.212813094586361e-06,5.212813094586508e-06
21,20,KNN,kd_tree,21,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,21,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,21,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,21,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,21,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,23,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,23,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,23,uncalibrated,4.72,0.0004556122937632118,0.00045001965045286536
21,20,KNN,kd_tree,23,uncalibrated,4.73,0.00496164616405135,0.0038024807130937295
21,20,KNN,kd_tree,23,uncalibrated,4.74,0.017595156793753827,0.005333586104223939
21,20,KNN,kd_tree,23,uncalibrated,4.75,0.04266766226165209,0.013556925888315778
21,20,KNN,kd_tree,23,uncalibrated,4.76,0.0992512674649435,0.01856740359802237
21,20,KNN,kd_tree,23,uncalibrated,4.77,0.14545793279830282,0.013546933601178701
21,20,KNN,kd_tree,23,uncalibrated,4.78,0.1623399070810999,0.006338568647457728
21,20,KNN,kd_tree,23,uncalibrated,4.79,0.09987309035747577,0.008387094873641338
21,20,KNN,kd_tree,23,uncalibrated,4.81,0.018123299007957196,0.009550803202226742
21,20,KNN,kd_tree,23,uncalibrated,4.82,0.003848363187782777,0.0025342733459373366
21,20,KNN,kd_tree,23,uncalibrated,4.83,0.003562365256340771,0.002989776222041332
21,20,KNN,kd_tree,23,uncalibrated,4.84,0.0011586603926179973,0.0011410918534587823
21,20,KNN,kd_tree,23,uncalibrated,4.85,4.345653260326572e-06,4.3456532603263525e-06
21,20,KNN,kd_tree,23,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,23,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,23,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,23,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,23,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,25,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,25,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,25,uncalibrated,4.72,0.000475013998202622,0.00047027542444957784
21,20,KNN,kd_tree,25,uncalibrated,4.73,0.005264340599115899,0.0038061747776033496
21,20,KNN,kd_tree,25,uncalibrated,4.74,0.018004004444325015,0.005439050998017358
21,20,KNN,kd_tree,25,uncalibrated,4.75,0.04244960802042222,0.013279715677241016
21,20,KNN,kd_tree,25,uncalibrated,4.76,0.09820460113325248,0.01825286869850067
21,20,KNN,kd_tree,25,uncalibrated,4.77,0.1433656112845625,0.013638396386222468
21,20,KNN,kd_tree,25,uncalibrated,4.78,0.16136125905368356,0.00645111388344149
21,20,KNN,kd_tree,25,uncalibrated,4.79,0.10081781698774135,0.008001948505073134
21,20,KNN,kd_tree,25,uncalibrated,4.81,0.01842441515559902,0.00919964903044661
21,20,KNN,kd_tree,25,uncalibrated,4.82,0.0038443308458732373,0.0023059738963380383
21,20,KNN,kd_tree,25,uncalibrated,4.83,0.0037930215390838172,0.003160639296410366
21,20,KNN,kd_tree,25,uncalibrated,4.84,0.0011562291691778286,0.0011246914489019754
21,20,KNN,kd_tree,25,uncalibrated,4.85,3.678160919540018e-06,3.678160919540237e-06
21,20,KNN,kd_tree,25,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,25,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,25,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,25,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,25,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,27,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,27,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,27,uncalibrated,4.72,0.000407247940845873,0.00040318537761452127
21,20,KNN,kd_tree,27,uncalibrated,4.73,0.005208152921811655,0.00369736899719263
21,20,KNN,kd_tree,27,uncalibrated,4.74,0.017819371773362496,0.00541009551164092
21,20,KNN,kd_tree,27,uncalibrated,4.75,0.041883892764490484,0.01294892714792057
21,20,KNN,kd_tree,27,uncalibrated,4.76,0.0972247261349036,0.018184437278041678
21,20,KNN,kd_tree,27,uncalibrated,4.77,0.14159880638817998,0.012999173546677567
21,20,KNN,kd_tree,27,uncalibrated,4.78,0.160560059564956,0.006528838970175027
21,20,KNN,kd_tree,27,uncalibrated,4.79,0.1017043144489486,0.00791879224068531
21,20,KNN,kd_tree,27,uncalibrated,4.81,0.018647183206064906,0.009100213642886231
21,20,KNN,kd_tree,27,uncalibrated,4.82,0.003834231347032811,0.0023222068667936913
21,20,KNN,kd_tree,27,uncalibrated,4.83,0.004035001975479109,0.0033139910951963322
21,20,KNN,kd_tree,27,uncalibrated,4.84,0.0011799472907568444,0.0011281320897955074
21,20,KNN,kd_tree,27,uncalibrated,4.85,3.1534301436388262e-06,3.1534301436387517e-06
21,20,KNN,kd_tree,27,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,27,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,27,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,27,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,27,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,29,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,29,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,29,uncalibrated,4.72,0.00042968137239118544,0.00042265369512381554
21,20,KNN,kd_tree,29,uncalibrated,4.73,0.0052725503246765365,0.0037553409729390707
21,20,KNN,kd_tree,29,uncalibrated,4.74,0.01753036156202024,0.005241070521232485
21,20,KNN,kd_tree,29,uncalibrated,4.75,0.04150539877978466,0.012849521665388185
21,20,KNN,kd_tree,29,uncalibrated,4.76,0.09611789365110805,0.018402313983305208
21,20,KNN,kd_tree,29,uncalibrated,4.77,0.14007344169840533,0.013027274987674115
21,20,KNN,kd_tree,29,uncalibrated,4.78,0.16008641686463637,0.006424786520941338
21,20,KNN,kd_tree,29,uncalibrated,4.79,0.10202578081450385,0.007487320489166963
21,20,KNN,kd_tree,29,uncalibrated,4.81,0.019058712930386194,0.008697651171388703
21,20,KNN,kd_tree,29,uncalibrated,4.82,0.00410129791287288,0.002333005462389304
21,20,KNN,kd_tree,29,uncalibrated,4.83,0.0042338402813040105,0.0034550455209773744
21,20,KNN,kd_tree,29,uncalibrated,4.84,0.00123716793264686,0.001172627360123449
21,20,KNN,kd_tree,29,uncalibrated,4.85,2.7334727404429054e-06,2.7334727404430897e-06
21,20,KNN,kd_tree,29,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,29,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,29,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,29,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,29,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,31,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,31,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,31,uncalibrated,4.72,0.0003760270907190341,0.0003698769590001342
21,20,KNN,kd_tree,31,uncalibrated,4.73,0.005414908550534417,0.003792252220884266
21,20,KNN,kd_tree,31,uncalibrated,4.74,0.017063874827529874,0.0051282046546408
21,20,KNN,kd_tree,31,uncalibrated,4.75,0.04088668113243866,0.013338861100902821
21,20,KNN,kd_tree,31,uncalibrated,4.76,0.0947501800595264,0.018730541920370877
21,20,KNN,kd_tree,31,uncalibrated,4.77,0.1387947442488483,0.013384150121244623
21,20,KNN,kd_tree,31,uncalibrated,4.78,0.15897015647330895,0.0066309621435530494
21,20,KNN,kd_tree,31,uncalibrated,4.79,0.10327818447364062,0.007276120284424297
21,20,KNN,kd_tree,31,uncalibrated,4.81,0.019405487491538205,0.008641567656700894
21,20,KNN,kd_tree,31,uncalibrated,4.82,0.004211029099757934,0.0023704352198718457
21,20,KNN,kd_tree,31,uncalibrated,4.83,0.004414732663095689,0.0035336765316451788
21,20,KNN,kd_tree,31,uncalibrated,4.84,0.0011692166452542284,0.001086854252416441
21,20,KNN,kd_tree,31,uncalibrated,4.85,2.152929778606967e-05,2.1529297786070555e-05
21,20,KNN,kd_tree,31,uncalibrated,4.86,0.0,0.0
21,20,KNN,kd_tree,31,uncalibrated,4.87,0.0,0.0
21,20,KNN,kd_tree,31,uncalibrated,4.88,0.0,0.0
21,20,KNN,kd_tree,31,uncalibrated,4.9,0.0,0.0
21,20,KNN,kd_tree,31,uncalibrated,4.93,0.0,0.0
21,20,KNN,kd_tree,33,uncalibrated,4.67,0.0,0.0
21,20,KNN,kd_tree,33,uncalibrated,4.7,0.0,0.0
21,20,KNN,kd_tree,33,uncalibrated,4.72,0.0004614035582259918,0.0004559711297837631
