feature_set,n_features,model,calibration,K0,chi,chi_err
20,20,Random Forest,calibrated,4.74,0.00183201835481122,0.000578731465227294
20,20,Random Forest,calibrated,4.75,0.0117521404205128,0.00155888902859853
20,20,Random Forest,calibrated,4.76,0.048077889775572,0.00376089112052539
20,20,Random Forest,calibrated,4.77,0.125403256194154,0.00588969407195228
20,20,Random Forest,calibrated,4.78,0.169037153235063,0.00180593471367035
20,20,Random Forest,calibrated,4.79,0.124356413016985,0.0041334319114159
20,20,Random Forest,calibrated,4.81,0.0164949931867135,0.00211533834647566
20,20,Random Forest,calibrated,4.82,0.00258244188358272,0.000877693175728656
20,20,Random Forest,calibrated,4.83,0.000416585197854537,0.000165762936842321
20,20,Random Forest,calibrated,4.84,4.08541327924266E-05,2.06111395343948E-05
20,20,Random Forest,calibrated,4.85,2.52947315269868E-07,8.71009285770335E-08
20,20,Random Forest,calibrated,4.86,3.82152066896852E-07,2.83272153970874E-07
20,20,Random Forest,calibrated,4.87,1.16837636176312E-08,6.20017210555065E-09
20,20,Random Forest,calibrated,4.88,2.30118338411194E-08,2.27840261347615E-08
20,20,Random Forest,calibrated,4.9,4.13992018554196E-11,4.13964451495227E-11
20,20,Random Forest,calibrated,4.93,-6.0527195831175E-30,4.35710739887498E-46
20,20,Random Forest,uncalibrated,4.67,0,0
20,20,Random Forest,uncalibrated,4.7,7.7851822597668E-06,6.53202717794113E-06
20,20,Random Forest,uncalibrated,4.72,0.000420020853699713,8.11895129616797E-05
20,20,Random Forest,uncalibrated,4.73,0.00177341949223051,0.000251120817807138
20,20,Random Forest,uncalibrated,4.74,0.0060847055946532,0.000512984708015493
20,20,Random Forest,uncalibrated,4.75,0.0168342916323527,0.00095282799000013
20,20,Random Forest,uncalibrated,4.76,0.0346851579180426,0.00129731520392721
20,20,Random Forest,uncalibrated,4.77,0.0577076599684599,0.00197141091591147
20,20,Random Forest,uncalibrated,4.78,0.06726758570226,0.00127938097701874
20,20,Random Forest,uncalibrated,4.79,0.0567211411666677,0.00145154657913693
20,20,Random Forest,uncalibrated,4.81,0.022652424050729,0.00122207852367085
20,20,Random Forest,uncalibrated,4.82,0.0105454622977585,0.000791060431206092
20,20,Random Forest,uncalibrated,4.83,0.00437393314804642,0.000295485597906265
20,20,Random Forest,uncalibrated,4.84,0.00156776394602143,0.000148102523965765
20,20,Random Forest,uncalibrated,4.85,0.000405303989487014,6.9778923968449E-05
20,20,Random Forest,uncalibrated,4.86,0.000141461331248836,3.39635214968407E-05
20,20,Random Forest,uncalibrated,4.87,4.893260941488E-05,1.63001770793499E-05
20,20,Random Forest,uncalibrated,4.88,1.73144689329585E-05,9.40991875088898E-06
20,20,Random Forest,uncalibrated,4.9,8.01975801975812E-07,8.01975801975802E-07
20,20,Random Forest,uncalibrated,4.93,0,0
20,20,Gradient Boosted Trees,calibrated,4.67,-2.28049945123269E-38,3.31416182477482E-39
20,20,Gradient Boosted Trees,calibrated,4.7,5.81619894448775E-08,5.81084592220463E-08
20,20,Gradient Boosted Trees,calibrated,4.72,2.98632299229545E-06,1.40699718457708E-06
20,20,Gradient Boosted Trees,calibrated,4.73,0.000316000307670155,0.000193845855786696
20,20,Gradient Boosted Trees,calibrated,4.74,0.00189262695088671,0.00047614892984479
20,20,Gradient Boosted Trees,calibrated,4.75,0.0137205159995642,0.00177513775010348
20,20,Gradient Boosted Trees,calibrated,4.76,0.0507399614780687,0.00326491580684095
20,20,Gradient Boosted Trees,calibrated,4.77,0.127881207683055,0.0057814088849215
20,20,Gradient Boosted Trees,calibrated,4.78,0.167121822227441,0.00160724013907293
20,20,Gradient Boosted Trees,calibrated,4.79,0.123228204339971,0.00398663191845437
20,20,Gradient Boosted Trees,calibrated,4.81,0.017872601471209,0.00226434473631856
20,20,Gradient Boosted Trees,calibrated,4.82,0.00296849647566141,0.000821414373763383
20,20,Gradient Boosted Trees,calibrated,4.83,0.00047764249325937,0.000174411918031517
20,20,Gradient Boosted Trees,calibrated,4.84,0.000112415856131794,6.40083774912496E-05
20,20,Gradient Boosted Trees,calibrated,4.85,4.10315136816676E-07,1.42987679201595E-07
20,20,Gradient Boosted Trees,calibrated,4.86,1.87602863668951E-06,1.77238795899508E-06
20,20,Gradient Boosted Trees,calibrated,4.87,4.32475200348314E-08,3.47997546598741E-08
20,20,Gradient Boosted Trees,calibrated,4.88,6.36243637216603E-09,5.366724187764E-09
20,20,Gradient Boosted Trees,calibrated,4.9,1.59742583256023E-11,1.59742583256027E-11
20,20,Gradient Boosted Trees,calibrated,4.93,5.37469018941894E-30,3.39200350962253E-46
20,20,Gradient Boosted Trees,uncalibrated,4.67,-1.68699467237699E-41,5.29597689077345E-41
20,20,Gradient Boosted Trees,uncalibrated,4.7,2.39940327356788E-08,2.39940327356801E-08
20,20,Gradient Boosted Trees,uncalibrated,4.72,8.40453692188899E-07,4.49536874297774E-07
20,20,Gradient Boosted Trees,uncalibrated,4.73,0.000288784557452529,0.00023393670853479
20,20,Gradient Boosted Trees,uncalibrated,4.74,0.00188244254477634,0.000495534341620752
20,20,Gradient Boosted Trees,uncalibrated,4.75,0.0149304884749646,0.00207635100988331
20,20,Gradient Boosted Trees,uncalibrated,4.76,0.0561865847192491,0.00370873298449901
20,20,Gradient Boosted Trees,uncalibrated,4.77,0.145571055840743,0.00654943940339468
20,20,Gradient Boosted Trees,uncalibrated,4.78,0.193654957727071,0.00119674226515059
20,20,Gradient Boosted Trees,uncalibrated,4.79,0.143442084550043,0.00497231483212563
20,20,Gradient Boosted Trees,uncalibrated,4.81,0.0209185370930072,0.00245109786584468
20,20,Gradient Boosted Trees,uncalibrated,4.82,0.00349138362014586,0.00103729909827899
20,20,Gradient Boosted Trees,uncalibrated,4.83,0.000673853692320259,0.000301350852219013
20,20,Gradient Boosted Trees,uncalibrated,4.84,0.000105719618843559,7.35306856694049E-05
20,20,Gradient Boosted Trees,uncalibrated,4.85,7.80131001514971E-08,3.19333722383209E-08
20,20,Gradient Boosted Trees,uncalibrated,4.86,2.17272338197397E-06,2.15911771490886E-06
20,20,Gradient Boosted Trees,uncalibrated,4.87,1.49445260349344E-08,1.47322959765447E-08
20,20,Gradient Boosted Trees,uncalibrated,4.88,5.44036034537919E-10,4.83279796968249E-10
20,20,Gradient Boosted Trees,uncalibrated,4.9,1.54790476751615E-12,1.54790476751621E-12
20,20,Gradient Boosted Trees,uncalibrated,4.93,-3.31604715006157E-30,1.03858472553812E-46
20,20,kNN,calibrated,4.67,-5.14334442385442E-38,2.72973070466928E-54
20,20,kNN,calibrated,4.7,-7.20134374387332E-38,3.22986092704004E-54
20,20,kNN,calibrated,4.72,0.00038900909806448,0.000275169317221926
20,20,kNN,calibrated,4.73,0.00534138930273862,0.0011520654656451
20,20,kNN,calibrated,4.74,0.0218705870757755,0.00245306074002877
20,20,kNN,calibrated,4.75,0.0675328529802695,0.00573135120834239
20,20,kNN,calibrated,4.76,0.140278803777952,0.0053171322178134
20,20,kNN,calibrated,4.77,0.21047558728129,0.00288936692579562
20,20,kNN,calibrated,4.78,0.197589732253941,0.00337013689829578
20,20,kNN,calibrated,4.79,0.122805264624831,0.00472668159965981
20,20,kNN,calibrated,4.81,0.0191460607612197,0.00215115861986743
20,20,kNN,calibrated,4.82,0.00389411100218135,0.00105228033614795
20,20,kNN,calibrated,4.83,0.000597605576760238,0.000314705833604688
20,20,kNN,calibrated,4.84,0.000241668834009474,0.000155765593878925
20,20,kNN,calibrated,4.85,1.18848674366095E-05,1.06381095918839E-05
20,20,kNN,calibrated,4.86,1.1093356324172E-31,5.76391130651135E-46
20,20,kNN,calibrated,4.87,-8.2594028046481E-30,4.31287166031574E-46
20,20,kNN,calibrated,4.88,-5.42404820672223E-30,5.32735362034965E-46
20,20,kNN,calibrated,4.9,-6.0527195831175E-30,4.35710739887498E-46
20,20,kNN,calibrated,4.93,-6.0527195831175E-30,4.35710739887498E-46
20,20,kNN,uncalibrated,4.67,0,0
20,20,kNN,uncalibrated,4.7,0,0
20,20,kNN,uncalibrated,4.72,0.000434159077677672,0.000224012513688492
20,20,kNN,uncalibrated,4.73,0.00509057749143182,0.00102377467261225
20,20,kNN,uncalibrated,4.74,0.0199876888208015,0.00220546474733501
20,20,kNN,uncalibrated,4.75,0.0639606187060296,0.00510492646495511
20,20,kNN,uncalibrated,4.76,0.128023613017947,0.00496070007948521
20,20,kNN,uncalibrated,4.77,0.183766737545807,0.00286470234539732
20,20,kNN,uncalibrated,4.78,0.169265407694729,0.00303389599422352
20,20,kNN,uncalibrated,4.79,0.103026629606463,0.00407712223627267
20,20,kNN,uncalibrated,4.81,0.0164022018884906,0.00171793354804559
20,20,kNN,uncalibrated,4.82,0.00367308255185182,0.000924161363730138
20,20,kNN,uncalibrated,4.83,0.000545789888162888,0.000192278197571577
20,20,kNN,uncalibrated,4.84,0.000241882221844486,0.000128012040063881
20,20,kNN,uncalibrated,4.85,2.06670277190485E-05,1.53209179898054E-05
20,20,kNN,uncalibrated,4.86,0,0
20,20,kNN,uncalibrated,4.87,0,0
20,20,kNN,uncalibrated,4.88,0,0
20,20,kNN,uncalibrated,4.9,0,0
20,20,kNN,uncalibrated,4.93,0,0
20,20,kNN kd_tree,calibrated,4.67,-5.14334442385442E-38,2.72973070466928E-54
20,20,kNN kd_tree,calibrated,4.7,-7.20134374387332E-38,3.22986092704004E-54
20,20,kNN kd_tree,calibrated,4.72,0.00038900909806448,0.000275169317221926
20,20,kNN kd_tree,calibrated,4.73,0.00534138930273862,0.0011520654656451
20,20,kNN kd_tree,calibrated,4.74,0.0218705870757755,0.00245306074002877
20,20,kNN kd_tree,calibrated,4.75,0.0675328529802695,0.00573135120834239
20,20,kNN kd_tree,calibrated,4.76,0.140278803777952,0.0053171322178134
20,20,kNN kd_tree,calibrated,4.77,0.21047558728129,0.00288936692579562
20,20,kNN kd_tree,calibrated,4.78,0.197589732253941,0.00337013689829578
20,20,kNN kd_tree,calibrated,4.79,0.122805264624831,0.00472668159965981
20,20,kNN kd_tree,calibrated,4.81,0.0191460607612197,0.00215115861986743
20,20,kNN kd_tree,calibrated,4.82,0.00389411100218135,0.00105228033614795
20,20,kNN kd_tree,calibrated,4.83,0.000597605576760238,0.000314705833604688
20,20,kNN kd_tree,calibrated,4.84,0.000241668834009474,0.000155765593878925
20,20,kNN kd_tree,calibrated,4.85,1.18848674366095E-05,1.06381095918839E-05
20,20,kNN kd_tree,calibrated,4.86,1.1093356324172E-31,5.76391130651135E-46
20,20,kNN kd_tree,calibrated,4.87,-8.2594028046481E-30,4.31287166031574E-46
20,20,kNN kd_tree,calibrated,4.88,-5.42404820672223E-30,5.32735362034965E-46
20,20,kNN kd_tree,calibrated,4.9,-6.0527195831175E-30,4.35710739887498E-46
20,20,kNN kd_tree,calibrated,4.93,-6.0527195831175E-30,4.35710739887498E-46
20,20,kNN kd_tree,uncalibrated,4.67,0,0
20,20,kNN kd_tree,uncalibrated,4.7,0,0
20,20,kNN kd_tree,uncalibrated,4.72,0.000434159077677672,0.000224012513688492
20,20,kNN kd_tree,uncalibrated,4.73,0.00509057749143182,0.00102377467261225
20,20,kNN kd_tree,uncalibrated,4.74,0.0199876888208015,0.00220546474733501
20,20,kNN kd_tree,uncalibrated,4.75,0.0639606187060296,0.00510492646495511
20,20,kNN kd_tree,uncalibrated,4.76,0.128023613017947,0.00496070007948521
20,20,kNN kd_tree,uncalibrated,4.77,0.183766737545807,0.00286470234539732
20,20,kNN kd_tree,uncalibrated,4.78,0.169265407694729,0.00303389599422352
20,20,kNN kd_tree,uncalibrated,4.79,0.103026629606463,0.00407712223627267
20,20,kNN kd_tree,uncalibrated,4.81,0.0164022018884906,0.00171793354804559
20,20,kNN kd_tree,uncalibrated,4.82,0.00367308255185182,0.000924161363730138
20,20,kNN kd_tree,uncalibrated,4.83,0.000545789888162888,0.000192278197571577
20,20,kNN kd_tree,uncalibrated,4.84,0.000241882221844486,0.000128012040063881
20,20,kNN kd_tree,uncalibrated,4.85,2.06670277190485E-05,1.53209179898054E-05
20,20,kNN kd_tree,uncalibrated,4.86,0,0
20,20,kNN kd_tree,uncalibrated,4.87,0,0
20,20,kNN kd_tree,uncalibrated,4.88,0,0
20,20,kNN kd_tree,uncalibrated,4.9,0,0
20,20,kNN kd_tree,uncalibrated,4.93,0,0
20,20,kNN ball_tree,calibrated,4.67,-5.14334442385442E-38,2.72973070466928E-54
20,20,kNN ball_tree,calibrated,4.7,-7.20134374387332E-38,3.22986092704004E-54
20,20,kNN ball_tree,calibrated,4.72,0.00038900909806448,0.000275169317221926
20,20,kNN ball_tree,calibrated,4.73,0.00534138930273862,0.0011520654656451
20,20,kNN ball_tree,calibrated,4.74,0.0218705870757755,0.00245306074002877
20,20,kNN ball_tree,calibrated,4.75,0.0675328529802695,0.00573135120834239
20,20,kNN ball_tree,calibrated,4.76,0.140278803777952,0.0053171322178134
20,20,kNN ball_tree,calibrated,4.77,0.21047558728129,0.00288936692579562
20,20,kNN ball_tree,calibrated,4.78,0.197589732253941,0.00337013689829578
20,20,kNN ball_tree,calibrated,4.79,0.122805264624831,0.00472668159965981
20,20,kNN ball_tree,calibrated,4.81,0.0191460607612197,0.00215115861986743
20,20,kNN ball_tree,calibrated,4.82,0.00389411100218135,0.00105228033614795
20,20,kNN ball_tree,calibrated,4.83,0.000597605576760238,0.000314705833604688
20,20,kNN ball_tree,calibrated,4.84,0.000241668834009474,0.000155765593878925
20,20,kNN ball_tree,calibrated,4.85,1.18848674366095E-05,1.06381095918839E-05
20,20,kNN ball_tree,calibrated,4.86,1.1093356324172E-31,5.76391130651135E-46
20,20,kNN ball_tree,calibrated,4.87,-8.2594028046481E-30,4.31287166031574E-46
20,20,kNN ball_tree,calibrated,4.88,-5.42404820672223E-30,5.32735362034965E-46
20,20,kNN ball_tree,calibrated,4.9,-6.0527195831175E-30,4.35710739887498E-46
20,20,kNN ball_tree,calibrated,4.93,-6.0527195831175E-30,4.35710739887498E-46
20,20,kNN ball_tree,uncalibrated,4.67,0,0
20,20,kNN ball_tree,uncalibrated,4.7,0,0
20,20,kNN ball_tree,uncalibrated,4.72,0.000434159077677672,0.000224012513688492
20,20,kNN ball_tree,uncalibrated,4.73,0.00509057749143182,0.00102377467261225
20,20,kNN ball_tree,uncalibrated,4.74,0.0199876888208015,0.00220546474733501
20,20,kNN ball_tree,uncalibrated,4.75,0.0639606187060296,0.00510492646495511
20,20,kNN ball_tree,uncalibrated,4.76,0.128023613017947,0.00496070007948521
20,20,kNN ball_tree,uncalibrated,4.77,0.183766737545807,0.00286470234539732
20,20,kNN ball_tree,uncalibrated,4.78,0.169265407694729,0.00303389599422352
20,20,kNN ball_tree,uncalibrated,4.79,0.103026629606463,0.00407712223627267
20,20,kNN ball_tree,uncalibrated,4.81,0.0164022018884906,0.00171793354804559
20,20,kNN ball_tree,uncalibrated,4.82,0.00367308255185182,0.000924161363730138
20,20,kNN ball_tree,uncalibrated,4.83,0.000545789888162888,0.000192278197571577
20,20,kNN ball_tree,uncalibrated,4.84,0.000241882221844486,0.000128012040063881
20,20,kNN ball_tree,uncalibrated,4.85,2.06670277190485E-05,1.53209179898054E-05
20,20,kNN ball_tree,uncalibrated,4.86,0,0
20,20,kNN ball_tree,uncalibrated,4.87,0,0
20,20,kNN ball_tree,uncalibrated,4.88,0,0
20,20,kNN ball_tree,uncalibrated,4.9,0,0
20,20,kNN ball_tree,uncalibrated,4.93,0,0
20,20,SVM (RBF),calibrated,4.67,3.3026773302233E-07,7.38389663741809E-08
20,20,SVM (RBF),calibrated,4.7,4.42732814109361E-05,7.12278593976545E-06
20,20,SVM (RBF),calibrated,4.72,0.00119607144973196,0.000167870737231284
20,20,SVM (RBF),calibrated,4.73,0.00461512410021503,0.00047089398178547
20,20,SVM (RBF),calibrated,4.74,0.0131630416594632,0.00088175559122926
20,20,SVM (RBF),calibrated,4.75,0.029083136364303,0.00191051252222503
20,20,SVM (RBF),calibrated,4.76,0.046197777353005,0.00172224485529156
20,20,SVM (RBF),calibrated,4.77,0.0584402731619543,0.00175542037594787
20,20,SVM (RBF),calibrated,4.78,0.0553572558063107,0.000946313420127188
20,20,SVM (RBF),calibrated,4.79,0.0412318531656725,0.0013251508766234
20,20,SVM (RBF),calibrated,4.81,0.0139951208007626,0.00070315112914842
20,20,SVM (RBF),calibrated,4.82,0.00649081842535453,0.00100571450842402
20,20,SVM (RBF),calibrated,4.83,0.00270621351067486,0.000269967990723373
20,20,SVM (RBF),calibrated,4.84,0.00116324332177798,0.000264782918785047
20,20,SVM (RBF),calibrated,4.85,0.000440955211393373,7.96950345484125E-05
20,20,SVM (RBF),calibrated,4.86,0.000167902337872126,2.99821776127521E-05
20,20,SVM (RBF),calibrated,4.87,8.1993284012305E-05,1.5492399815783E-05
20,20,SVM (RBF),calibrated,4.88,2.77617510761208E-05,4.33855927541973E-06
20,20,SVM (RBF),calibrated,4.9,7.1397710425153E-06,1.12125534185941E-06
20,20,SVM (RBF),calibrated,4.93,5.37682613486032E-07,9.56810955842594E-08
20,20,SVM (RBF),uncalibrated,4.67,0.000906371331539222,2.65911978546725E-05
20,20,SVM (RBF),uncalibrated,4.7,0.00125217171263299,4.01231148619889E-05
20,20,SVM (RBF),uncalibrated,4.72,0.00158995333936049,5.19256679136168E-05
20,20,SVM (RBF),uncalibrated,4.73,0.00176353143943752,5.83023304732872E-05
20,20,SVM (RBF),uncalibrated,4.74,0.00189320880381533,5.85827205222065E-05
20,20,SVM (RBF),uncalibrated,4.75,0.00204722887356631,7.58389107304748E-05
20,20,SVM (RBF),uncalibrated,4.76,0.0020912276503807,6.26642383749736E-05
20,20,SVM (RBF),uncalibrated,4.77,0.0022312588520249,8.5716046611115E-05
20,20,SVM (RBF),uncalibrated,4.78,0.00226618439086986,6.56857459301695E-05
20,20,SVM (RBF),uncalibrated,4.79,0.00235359588443235,0.00011069172466218
20,20,SVM (RBF),uncalibrated,4.81,0.00235001390379188,0.00010852071998683
20,20,SVM (RBF),uncalibrated,4.82,0.00244950593385806,0.000126626488693489
20,20,SVM (RBF),uncalibrated,4.83,0.00242066750061567,8.29902925358466E-05
20,20,SVM (RBF),uncalibrated,4.84,0.00244934324590516,0.000257280579871713
20,20,SVM (RBF),uncalibrated,4.85,0.0024755907348275,0.000105265070230869
20,20,SVM (RBF),uncalibrated,4.86,0.00249745692161272,0.000106256399583337
20,20,SVM (RBF),uncalibrated,4.87,0.00243040375800344,9.74979892165643E-05
20,20,SVM (RBF),uncalibrated,4.88,0.00238950762264817,0.000116349545772025
20,20,SVM (RBF),uncalibrated,4.9,0.00240236427904186,0.000154918777100364
20,20,SVM (RBF),uncalibrated,4.93,0.00212446356427568,0.000141009249372299
20,20,Neural Network,calibrated,4.67,-3.16205755912065E-38,1.88159844418284E-42
20,20,Neural Network,calibrated,4.7,0.00186988615872269,0.000547718673644943
20,20,Neural Network,calibrated,4.72,0.0182800616249668,0.00183680939647747
20,20,Neural Network,calibrated,4.73,0.0444438727808323,0.00319352107899585
20,20,Neural Network,calibrated,4.74,0.0893601315206194,0.00383367408885586
20,20,Neural Network,calibrated,4.75,0.134434793453797,0.00462424662543772
20,20,Neural Network,calibrated,4.76,0.153227425588366,0.00241888757836577
20,20,Neural Network,calibrated,4.77,0.141918892391339,0.00283839559087356
20,20,Neural Network,calibrated,4.78,0.104471401996563,0.00309857858606106
20,20,Neural Network,calibrated,4.79,0.0623476549236723,0.00340466797517643
20,20,Neural Network,calibrated,4.81,0.0133002393994677,0.00130009176280834
20,20,Neural Network,calibrated,4.82,0.00785918802724982,0.00244557789228702
20,20,Neural Network,calibrated,4.83,0.00267823471783249,0.000597080871183085
20,20,Neural Network,calibrated,4.84,0.000821054005888783,0.000284764892773658
20,20,Neural Network,calibrated,4.85,0.000173111093180454,8.86397339619572E-05
20,20,Neural Network,calibrated,4.86,0.000117410001898979,5.97263779299127E-05
20,20,Neural Network,calibrated,4.87,1.34804195192009E-05,1.34799385003256E-05
20,20,Neural Network,calibrated,4.88,1.01021057869127E-12,1.01014375226837E-12
20,20,Neural Network,calibrated,4.9,8.80944286345736E-25,8.80943221234815E-25
20,20,Neural Network,calibrated,4.93,-6.0527195831175E-30,4.35710739887498E-46
20,20,Neural Network,uncalibrated,4.67,0,0
20,20,Neural Network,uncalibrated,4.7,0.000605687665199328,0.000442619888933706
20,20,Neural Network,uncalibrated,4.72,0.0115259803431509,0.00228131182617803
20,20,Neural Network,uncalibrated,4.73,0.0276790630461358,0.00350273967845072
20,20,Neural Network,uncalibrated,4.74,0.061054410317976,0.00551129631826901
20,20,Neural Network,uncalibrated,4.75,0.122664210405661,0.00670228519632067
20,20,Neural Network,uncalibrated,4.76,0.189971207623999,0.00659888057068556
20,20,Neural Network,uncalibrated,4.77,0.241098590978787,0.00224860118152178
20,20,Neural Network,uncalibrated,4.78,0.243451892416491,0.00150836428498444
20,20,Neural Network,uncalibrated,4.79,0.199112276102991,0.00455690941923068
20,20,Neural Network,uncalibrated,4.81,0.0916010971325497,0.00813277214819898
20,20,Neural Network,uncalibrated,4.82,0.053882871443947,0.00595746945395686
20,20,Neural Network,uncalibrated,4.83,0.026926318444329,0.00479128158039015
20,20,Neural Network,uncalibrated,4.84,0.0133902629719192,0.00403380409302484
20,20,Neural Network,uncalibrated,4.85,0.00600760299377664,0.00159449488172089
20,20,Neural Network,uncalibrated,4.86,0.00276563090967745,0.00133562379613074
20,20,Neural Network,uncalibrated,4.87,0.000999523409349627,0.000487433840578848
20,20,Neural Network,uncalibrated,4.88,0.000224867652607002,0.000224842055612175
20,20,Neural Network,uncalibrated,4.9,0.000333149489068343,0.000333072053798969
20,20,Neural Network,uncalibrated,4.93,0,0
12,12,Logistic Regression,calibrated,4.67,8.79831481333953E-07,2.05499540865424E-07
12,12,Logistic Regression,calibrated,4.7,0.000164291792573081,8.01426006864904E-05
12,12,Logistic Regression,calibrated,4.72,0.00277081450554804,0.000488892363739085
12,12,Logistic Regression,calibrated,4.73,0.00895866780949046,0.00140482712028343
12,12,Logistic Regression,calibrated,4.74,0.0207945325251094,0.00153229334417704
12,12,Logistic Regression,calibrated,4.75,0.0414905602798079,0.00399335840317783
12,12,Logistic Regression,calibrated,4.76,0.0677728400358227,0.00272919518310931
12,12,Logistic Regression,calibrated,4.77,0.0907271079470611,0.00365122214228666
12,12,Logistic Regression,calibrated,4.78,0.0973372703572435,0.00137252921919373
12,12,Logistic Regression,calibrated,4.79,0.0877556356799164,0.00149235956964365
12,12,Logistic Regression,calibrated,4.81,0.0463696700725974,0.00242859346064321
12,12,Logistic Regression,calibrated,4.82,0.0274640641204796,0.00344920642812927
12,12,Logistic Regression,calibrated,4.83,0.0144765609475599,0.00142342980443208
12,12,Logistic Regression,calibrated,4.84,0.00710830271479978,0.00119883517831693
12,12,Logistic Regression,calibrated,4.85,0.0035962403918573,0.000813439733078115
12,12,Logistic Regression,calibrated,4.86,0.00164966316445143,0.000442392158239584
12,12,Logistic Regression,calibrated,4.87,0.000551034943561631,9.22058726652012E-05
12,12,Logistic Regression,calibrated,4.88,0.000231054319303514,5.45713374167761E-05
12,12,Logistic Regression,calibrated,4.9,7.22201985917292E-05,2.1118448576916E-05
12,12,Logistic Regression,calibrated,4.93,1.64073902992569E-06,3.5680805225031E-07
12,12,Logistic Regression,uncalibrated,4.67,1.91770111791341E-16,1.25648038937434E-16
12,12,Logistic Regression,uncalibrated,4.7,0.000109286513380953,0.000109276468599155
12,12,Logistic Regression,uncalibrated,4.72,0.0028906449494503,0.000786456329915115
12,12,Logistic Regression,uncalibrated,4.73,0.0107873302856334,0.00197586872604997
12,12,Logistic Regression,uncalibrated,4.74,0.0302361944245306,0.00264592541378599
12,12,Logistic Regression,uncalibrated,4.75,0.0680630007010626,0.00746729724444741
12,12,Logistic Regression,uncalibrated,4.76,0.126712190841974,0.0052434065410823
12,12,Logistic Regression,uncalibrated,4.77,0.184965845057117,0.00571842415995197
12,12,Logistic Regression,uncalibrated,4.78,0.199601391801586,0.0016311204865483
12,12,Logistic Regression,uncalibrated,4.79,0.169867718212096,0.00328264058020761
12,12,Logistic Regression,uncalibrated,4.81,0.0664610147235256,0.00592079158832587
12,12,Logistic Regression,uncalibrated,4.82,0.0302909204884999,0.00610809143363079
12,12,Logistic Regression,uncalibrated,4.83,0.0116178314378622,0.00167341223642086
12,12,Logistic Regression,uncalibrated,4.84,0.00335696571981529,0.0013987017517589
12,12,Logistic Regression,uncalibrated,4.85,0.00125353215447038,0.000443570085687502
12,12,Logistic Regression,uncalibrated,4.86,0.000356648769810503,0.000184693290476852
12,12,Logistic Regression,uncalibrated,4.87,1.46359882118689E-06,8.79850356259939E-07
12,12,Logistic Regression,uncalibrated,4.88,3.95792235589374E-08,3.52476995517016E-08
12,12,Logistic Regression,uncalibrated,4.9,2.17823208661549E-08,2.16345139397414E-08
12,12,Logistic Regression,uncalibrated,4.93,3.2517080044548E-16,2.67591185684046E-16
12,12,Logistic Regression C = 0.00175,calibrated,4.67,1.27935752825672E-07,1.61125626158443E-08
12,12,Logistic Regression C = 0.00175,calibrated,4.7,3.17793973705408E-05,8.7463300632891E-06
12,12,Logistic Regression C = 0.00175,calibrated,4.72,0.00104964609264255,0.000164664236822682
12,12,Logistic Regression C = 0.00175,calibrated,4.73,0.00431698533444801,0.000490435541959205
12,12,Logistic Regression C = 0.00175,calibrated,4.74,0.01273464060483,0.000986940538372378
12,12,Logistic Regression C = 0.00175,calibrated,4.75,0.0301130954589872,0.00206695569436568
12,12,Logistic Regression C = 0.00175,calibrated,4.76,0.0482758452355818,0.00181016346709801
12,12,Logistic Regression C = 0.00175,calibrated,4.77,0.0603628575938912,0.00169089299409885
12,12,Logistic Regression C = 0.00175,calibrated,4.78,0.0547900515241869,0.00106618330385802
12,12,Logistic Regression C = 0.00175,calibrated,4.79,0.0377083421516909,0.00127577540566731
12,12,Logistic Regression C = 0.00175,calibrated,4.81,0.0110735145020894,0.000719563247745951
12,12,Logistic Regression C = 0.00175,calibrated,4.82,0.0045615299793375,0.000744770747464203
12,12,Logistic Regression C = 0.00175,calibrated,4.83,0.00165016705632891,0.000192144624443302
12,12,Logistic Regression C = 0.00175,calibrated,4.84,0.000647660082839487,0.000145676357879118
12,12,Logistic Regression C = 0.00175,calibrated,4.85,0.000237993587266848,5.1451347360942E-05
12,12,Logistic Regression C = 0.00175,calibrated,4.86,8.51187442869045E-05,2.17376468135036E-05
12,12,Logistic Regression C = 0.00175,calibrated,4.87,3.26531354493883E-05,5.44797245168457E-06
12,12,Logistic Regression C = 0.00175,calibrated,4.88,1.34814443768524E-05,3.08991322690453E-06
12,12,Logistic Regression C = 0.00175,calibrated,4.9,3.01528543678519E-06,6.51399584902071E-07
12,12,Logistic Regression C = 0.00175,calibrated,4.93,1.67471804626256E-07,2.10573832171283E-08
12,12,Logistic Regression C = 0.00175,uncalibrated,4.67,6.30953873753636E-14,3.58234320629903E-14
12,12,Logistic Regression C = 0.00175,uncalibrated,4.7,1.19025504357653E-07,1.14191894742595E-07
12,12,Logistic Regression C = 0.00175,uncalibrated,4.72,0.000339261213461533,0.000146356404728163
12,12,Logistic Regression C = 0.00175,uncalibrated,4.73,0.00213215350605798,0.000562765553328633
12,12,Logistic Regression C = 0.00175,uncalibrated,4.74,0.0107214571655528,0.00144219785269298
12,12,Logistic Regression C = 0.00175,uncalibrated,4.75,0.0414062341921539,0.00454743453302853
12,12,Logistic Regression C = 0.00175,uncalibrated,4.76,0.0902844647285816,0.00442241587395853
12,12,Logistic Regression C = 0.00175,uncalibrated,4.77,0.129796064611698,0.00281533135167819
12,12,Logistic Regression C = 0.00175,uncalibrated,4.78,0.112369656066254,0.00236649703018941
12,12,Logistic Regression C = 0.00175,uncalibrated,4.79,0.0612228624500534,0.00323464050834258
