feature_set,n_features,model,algorithm,n_neighbors,calibration,train_acc,K0_crit,K0_crit_err,K0_close,N_K0,runtime_model,runtime_jackknife_mean,runtime_jackknife_chi,summary_mean_time,summary_chi_time,runtime_K0_crit,runtime_total
21,20,KNN,kd_tree,23,uncalibrated,1.0,4.775157293679923,0.001376127289165482,4.78,20,2.696,0.879,2.265,0.0157,0.0153,0.00018,5.871
21,20,KNN,kd_tree,25,uncalibrated,1.0,4.7753843726995475,0.0013902797375451165,4.78,20,2.954,0.829,2.184,0.0151,0.0151,0.00016,5.997
21,20,KNN,kd_tree,27,uncalibrated,1.0,4.775608484630595,0.0014166172841473747,4.78,20,2.769,0.86,2.19,0.015,0.0142,0.00015,5.849
21,20,KNN,kd_tree,29,uncalibrated,1.0,4.775757478452779,0.0014080196787108483,4.78,20,3.145,0.9,2.201,0.0151,0.0143,0.00016,6.276
21,20,KNN,kd_tree,31,uncalibrated,1.0,4.77596878272092,0.0014553137821321734,4.78,20,2.655,0.902,2.261,0.0149,0.0141,0.00015,5.847
21,20,KNN,kd_tree,33,uncalibrated,1.0,4.776112088464438,0.0014525432418130335,4.78,20,2.977,0.816,2.182,0.0144,0.0142,0.00016,6.004
21,20,KNN,kd_tree,35,uncalibrated,1.0,4.7762753649524505,0.0014469803334863178,4.78,20,2.837,0.82,2.092,0.0193,0.0144,0.00016,5.782
21,20,KNN,kd_tree,37,uncalibrated,1.0,4.77643202833783,0.0014520043727205426,4.78,20,3.062,0.833,2.181,0.0144,0.0146,0.00016,6.105
21,20,KNN,kd_tree,39,uncalibrated,1.0,4.776608593520603,0.0014480520484464762,4.78,20,2.098,0.845,2.184,0.0144,0.0142,0.00016,5.156
21,20,KNN,kd_tree,41,uncalibrated,1.0,4.776762669764983,0.0014669947993333624,4.78,20,2.8,0.827,2.242,0.0192,0.0153,0.00015,5.903
21,20,KNN,kd_tree,43,uncalibrated,1.0,4.7769068361981,0.0014580589238148303,4.78,20,2.846,0.822,2.098,0.0151,0.016,0.00017,5.797
21,20,KNN,kd_tree,45,uncalibrated,1.0,4.777040900356849,0.0014663233390104487,4.78,20,3.339,0.833,2.165,0.0152,0.015,0.00026,6.367
21,20,KNN,kd_tree,47,uncalibrated,1.0,4.777171584634762,0.0014560602609098275,4.78,20,3.559,0.825,2.129,0.0143,0.014,0.00015,6.541
21,20,KNN,kd_tree,49,uncalibrated,1.0,4.777296041604263,0.001462464500091082,4.78,20,2.315,0.858,2.163,0.0145,0.0143,0.00016,5.365
21,20,KNN,kd_tree,51,uncalibrated,1.0,4.777427013301609,0.0014569745186733469,4.78,20,3.462,0.823,2.209,0.0142,0.0139,0.00017,6.522
21,20,KNN,kd_tree,61,uncalibrated,1.0,4.778029789270038,0.0014774884794996762,4.78,20,2.481,0.826,2.157,0.0149,0.0148,0.00015,5.493
21,20,KNN,kd_tree,81,uncalibrated,1.0,4.779076928665706,0.0015277178496128359,4.78,20,3.856,0.866,2.246,0.0156,0.0144,0.00015,6.999
21,20,KNN,kd_tree,101,uncalibrated,1.0,4.779971946861328,0.0015292354723568354,4.78,20,4.134,0.828,2.181,0.0204,0.016,0.00029,7.18
21,20,KNN,kd_tree,151,uncalibrated,1.0,4.781605374677331,0.0012740309278496335,4.78,20,5.17,0.827,2.194,0.0153,0.0143,0.00015,8.221
21,20,KNN,kd_tree,201,uncalibrated,1.0,4.782879767934046,0.0012275294822860275,4.78,20,5.606,0.813,2.138,0.0142,0.0151,0.00015,8.586
21,20,KNN,ball_tree,1,uncalibrated,1.0,4.772202933065931,0.001400908802001312,4.77,20,8.488,0.858,2.194,0.0153,0.0146,0.00016,11.569
21,20,KNN,ball_tree,3,uncalibrated,1.0,4.772972925145992,0.0011936088702908531,4.77,20,10.088,0.856,2.229,0.015,0.0148,0.00017,13.202
21,20,KNN,ball_tree,5,uncalibrated,1.0,4.772918249918575,0.001337740737046635,4.77,20,10.191,0.876,2.162,0.0159,0.0148,0.00026,13.26
21,20,KNN,ball_tree,7,uncalibrated,1.0,4.773033612925829,0.0013204544018266871,4.77,20,10.807,0.889,2.265,0.015,0.0144,0.00016,13.99
21,20,KNN,ball_tree,9,uncalibrated,1.0,4.77349378144878,0.0013928228846027668,4.77,20,10.962,0.845,2.136,0.015,0.0167,0.00015,13.974
21,20,KNN,ball_tree,11,uncalibrated,1.0,4.773721555299986,0.0014671367407148128,4.77,20,11.642,0.802,2.113,0.0139,0.0137,0.00016,14.585
21,20,KNN,ball_tree,13,uncalibrated,1.0,4.773940972600649,0.0013594229341321806,4.77,20,5.591,0.878,2.221,0.0147,0.0146,0.00022,8.719
21,20,KNN,ball_tree,15,uncalibrated,1.0,4.774242894205271,0.0013360144623455526,4.77,20,12.196,0.886,2.252,0.0147,0.0147,0.00016,15.364
21,20,KNN,ball_tree,17,uncalibrated,1.0,4.774460246715742,0.0013365759222375212,4.77,20,6.039,0.89,2.315,0.015,0.0149,0.00022,9.274
21,20,KNN,ball_tree,19,uncalibrated,1.0,4.774672068129399,0.0013209393633187559,4.77,20,12.063,0.855,2.218,0.0152,0.0141,0.00016,15.166
21,20,KNN,ball_tree,21,uncalibrated,1.0,4.774973707126415,0.001356907067603633,4.77,20,11.041,0.897,2.238,0.0149,0.0136,0.00015,14.204
21,20,KNN,ball_tree,23,uncalibrated,1.0,4.775157293679923,0.001376127289165482,4.78,20,12.566,0.844,2.42,0.0149,0.0142,0.00015,15.86
21,20,KNN,ball_tree,25,uncalibrated,1.0,4.7753843726995475,0.0013902797375451165,4.78,20,12.604,0.832,2.144,0.0162,0.0144,0.00015,15.611
21,20,KNN,ball_tree,27,uncalibrated,1.0,4.775608484630595,0.0014166172841473747,4.78,20,11.267,0.851,2.243,0.0168,0.016,0.00025,14.395
21,20,KNN,ball_tree,29,uncalibrated,1.0,4.775757478452779,0.0014080196787108483,4.78,20,11.842,0.86,2.193,0.0141,0.0143,0.00016,14.923
21,20,KNN,ball_tree,31,uncalibrated,1.0,4.77596878272092,0.0014553137821321734,4.78,20,11.784,0.826,2.161,0.0143,0.0141,0.00015,14.799
21,20,KNN,ball_tree,33,uncalibrated,1.0,4.776112088464438,0.0014525432418130335,4.78,20,11.999,0.841,2.156,0.0147,0.0187,0.00018,15.03
21,20,KNN,ball_tree,35,uncalibrated,1.0,4.7762753649524505,0.0014469803334863178,4.78,20,8.659,0.894,2.221,0.0144,0.0143,0.00016,11.803
21,20,KNN,ball_tree,37,uncalibrated,1.0,4.77643202833783,0.0014520043727205426,4.78,20,12.287,0.88,2.191,0.0146,0.0151,0.00016,15.387
21,20,KNN,ball_tree,39,uncalibrated,1.0,4.776608593520603,0.0014480520484464762,4.78,20,11.827,0.88,2.137,0.0143,0.0143,0.00019,14.874
21,20,KNN,ball_tree,41,uncalibrated,1.0,4.776762669764983,0.0014669947993333624,4.78,20,13.793,1.094,2.476,0.015,0.014,0.00016,17.393
21,20,KNN,ball_tree,43,uncalibrated,1.0,4.7769068361981,0.0014580589238148303,4.78,20,11.812,0.854,2.31,0.0147,0.0142,0.00052,15.006
21,20,KNN,ball_tree,45,uncalibrated,1.0,4.777040900356849,0.0014663233390104487,4.78,20,12.918,0.835,2.16,0.014,0.014,0.00016,15.941
21,20,KNN,ball_tree,47,uncalibrated,1.0,4.777171584634762,0.0014560602609098275,4.78,20,11.7,0.823,2.147,0.0156,0.0146,0.00015,14.699
21,20,KNN,ball_tree,49,uncalibrated,1.0,4.777296041604263,0.001462464500091082,4.78,20,12.447,0.898,2.287,0.0142,0.0158,0.00016,15.662
21,20,KNN,ball_tree,51,uncalibrated,1.0,4.777427013301609,0.0014569745186733469,4.78,20,14.026,0.955,2.292,0.0154,0.0145,0.00016,17.303
21,20,KNN,ball_tree,61,uncalibrated,1.0,4.778029789270038,0.0014774884794996762,4.78,20,6.492,0.874,2.243,0.0145,0.0146,0.00016,9.638
21,20,KNN,ball_tree,81,uncalibrated,1.0,4.779076928665706,0.0015277178496128359,4.78,20,9.718,0.835,2.16,0.0148,0.014,0.00017,12.742
21,20,KNN,ball_tree,101,uncalibrated,1.0,4.779971946861328,0.0015292354723568354,4.78,20,13.749,0.813,2.122,0.0139,0.0161,0.00016,16.714
21,20,KNN,ball_tree,151,uncalibrated,1.0,4.781605374677331,0.0012740309278496335,4.78,20,13.915,0.872,2.245,0.0148,0.0154,0.00017,17.063
21,20,KNN,ball_tree,201,uncalibrated,1.0,4.782879767934046,0.0012275294822860275,4.78,20,14.376,0.865,2.213,0.0144,0.0142,0.00016,17.483
21,20,KNN,brute,1,uncalibrated,1.0,4.772202933065931,0.001400908802001312,4.77,20,21.969,0.848,2.18,0.0149,0.0151,0.00017,25.027
21,20,KNN,brute,3,uncalibrated,1.0,4.772972925145992,0.0011936088702908531,4.77,20,22.828,0.931,2.634,0.0156,0.0139,0.00016,26.423
21,20,KNN,brute,5,uncalibrated,1.0,4.772918249918575,0.001337740737046635,4.77,20,22.005,0.896,2.249,0.019,0.0171,0.00028,25.187
21,20,KNN,brute,7,uncalibrated,1.0,4.773033612925829,0.0013204544018266871,4.77,20,23.055,0.856,2.257,0.0149,0.015,0.00016,26.197
21,20,KNN,brute,9,uncalibrated,1.0,4.77349378144878,0.0013928228846027668,4.77,20,22.153,0.896,2.256,0.0147,0.0139,0.00015,25.334
21,20,KNN,brute,11,uncalibrated,1.0,4.773721555299986,0.0014671367407148128,4.77,20,22.02,0.851,2.199,0.0156,0.0146,0.00016,25.1
21,20,KNN,brute,13,uncalibrated,1.0,4.773940972600649,0.0013594229341321806,4.77,20,22.218,0.907,2.281,0.0146,0.0143,0.00017,25.435
21,20,KNN,brute,15,uncalibrated,1.0,4.774242894205271,0.0013360144623455526,4.77,20,22.174,0.808,2.198,0.014,0.015,0.00015,25.209
21,20,KNN,brute,17,uncalibrated,1.0,4.774460246715742,0.0013365759222375212,4.77,20,21.779,0.815,2.267,0.0148,0.0141,0.00016,24.889
21,20,KNN,brute,19,uncalibrated,1.0,4.774672068129399,0.0013209393633187559,4.77,20,22.211,0.848,2.183,0.0147,0.0141,0.00017,25.271
21,20,KNN,brute,21,uncalibrated,1.0,4.774973707126415,0.001356907067603633,4.77,20,21.727,0.82,2.087,0.0147,0.0137,0.00034,24.663
21,20,KNN,brute,23,uncalibrated,1.0,4.775157293679923,0.001376127289165482,4.78,20,21.885,0.86,2.225,0.0156,0.0151,0.00036,25.001
21,20,KNN,brute,25,uncalibrated,1.0,4.7753843726995475,0.0013902797375451165,4.78,20,22.677,0.876,2.236,0.0143,0.0149,0.00016,25.818
21,20,KNN,brute,27,uncalibrated,1.0,4.775608484630595,0.0014166172841473747,4.78,20,22.544,0.841,2.181,0.0152,0.0172,0.00016,25.6
21,20,KNN,brute,29,uncalibrated,1.0,4.775757478452779,0.0014080196787108483,4.78,20,22.838,0.861,2.199,0.0146,0.0139,0.00016,25.926
21,20,KNN,brute,31,uncalibrated,1.0,4.77596878272092,0.0014553137821321734,4.78,20,22.184,0.844,2.364,0.0164,0.015,0.00017,25.423
21,20,KNN,brute,33,uncalibrated,1.0,4.776112088464438,0.0014525432418130335,4.78,20,22.73,0.903,2.253,0.0146,0.0141,0.00017,25.914
21,20,KNN,brute,35,uncalibrated,1.0,4.7762753649524505,0.0014469803334863178,4.78,20,21.888,0.846,2.252,0.0167,0.0143,0.00015,25.018
21,20,KNN,brute,37,uncalibrated,1.0,4.77643202833783,0.0014520043727205426,4.78,20,22.456,0.869,2.242,0.015,0.0141,0.00015,25.597
21,20,KNN,brute,39,uncalibrated,1.0,4.776608593520603,0.0014480520484464762,4.78,20,22.322,0.882,2.277,0.016,0.0147,0.00015,25.512
21,20,KNN,brute,41,uncalibrated,1.0,4.776762669764983,0.0014669947993333624,4.78,20,22.625,0.857,2.189,0.0159,0.0139,0.00015,25.701
21,20,KNN,brute,43,uncalibrated,1.0,4.7769068361981,0.0014580589238148303,4.78,20,22.133,0.873,2.218,0.0154,0.0148,0.00016,25.253
21,20,KNN,brute,45,uncalibrated,1.0,4.777040900356849,0.0014663233390104487,4.78,20,21.855,0.851,2.179,0.0169,0.0151,0.00028,24.916
21,20,KNN,brute,47,uncalibrated,1.0,4.777171584634762,0.0014560602609098275,4.78,20,22.613,0.911,2.526,0.0151,0.016,0.00015,26.082
21,20,KNN,brute,49,uncalibrated,1.0,4.777296041604263,0.001462464500091082,4.78,20,22.895,0.891,2.327,0.0149,0.0156,0.00017,26.144
21,20,KNN,brute,51,uncalibrated,1.0,4.777427013301609,0.0014569745186733469,4.78,20,23.008,0.91,2.363,0.0164,0.0146,0.00016,26.312
21,20,KNN,brute,61,uncalibrated,1.0,4.778029789270038,0.0014774884794996762,4.78,20,23.15,0.96,2.442,0.016,0.0157,0.00022,26.584
21,20,KNN,brute,81,uncalibrated,1.0,4.779076928665706,0.0015277178496128359,4.78,20,22.797,0.888,2.366,0.0147,0.016,0.00016,26.082
21,20,KNN,brute,101,uncalibrated,1.0,4.779971946861328,0.0015292354723568354,4.78,20,23.487,0.904,2.328,0.0146,0.0156,0.00027,26.748
21,20,KNN,brute,151,uncalibrated,1.0,4.781605374677331,0.0012740309278496335,4.78,20,23.339,0.962,2.425,0.0155,0.0167,0.00016,26.758
21,20,KNN,brute,201,uncalibrated,1.0,4.782879767934046,0.0012275294822860275,4.78,20,22.763,0.904,2.368,0.0159,0.0147,0.00017,26.065
12,12,KNN,auto,1,uncalibrated,1.0,4.774391658610689,0.0010516835780879634,4.77,20,0.197,0.968,2.277,0.0149,0.0162,0.00015,3.472
12,12,KNN,auto,3,uncalibrated,1.0,4.772744618855155,0.000867630623935161,4.77,20,1.182,0.906,2.18,0.0158,0.0149,0.00016,4.299
12,12,KNN,auto,5,uncalibrated,1.0,4.772123094297007,0.0008781185732081363,4.77,20,1.545,0.923,2.209,0.0157,0.0157,0.00017,4.709
12,12,KNN,auto,7,uncalibrated,1.0,4.771878770700894,0.0008802192077937215,4.77,20,1.584,0.871,2.22,0.0159,0.0155,0.00016,4.706
12,12,KNN,auto,9,uncalibrated,1.0,4.77187839841819,0.0008606278598301947,4.77,20,0.923,0.87,2.131,0.0204,0.0141,0.00015,3.958
12,12,KNN,auto,11,uncalibrated,1.0,4.7718167218709215,0.0008509467721795174,4.77,20,1.842,0.893,2.2,0.0146,0.0141,0.00016,4.964
12,12,KNN,auto,13,uncalibrated,1.0,4.771615829949019,0.0008547892032365909,4.77,20,1.917,0.894,2.169,0.0161,0.0146,0.00016,5.011
12,12,KNN,auto,15,uncalibrated,1.0,4.771642894481368,0.0008611447276619382,4.77,20,2.059,0.898,2.178,0.0153,0.0143,0.00015,5.165
12,12,KNN,auto,17,uncalibrated,1.0,4.771558019657567,0.0008579307027985562,4.77,20,2.042,0.895,2.219,0.0163,0.0144,0.00016,5.187
12,12,KNN,auto,19,uncalibrated,1.0,4.771511207627433,0.0008626286875635351,4.77,20,1.997,0.91,2.257,0.0151,0.0145,0.00035,5.194
12,12,KNN,auto,21,uncalibrated,1.0,4.771502504173623,0.0008629686193453792,4.77,20,1.894,0.916,2.216,0.0163,0.0152,0.00016,5.058
12,12,KNN,auto,23,uncalibrated,1.0,4.771403299986363,0.0008680884742859522,4.77,20,2.116,0.881,2.161,0.0214,0.0156,0.00017,5.196
12,12,KNN,auto,25,uncalibrated,1.0,4.771333931302538,0.0008799730183166933,4.77,20,1.23,0.902,2.229,0.0177,0.0149,0.00016,4.394
12,12,KNN,auto,27,uncalibrated,1.0,4.771314697810964,0.000881467847792125,4.77,20,1.482,1.006,2.298,0.0157,0.0149,0.00019,4.816
12,12,KNN,auto,29,uncalibrated,1.0,4.771262766210118,0.0008815387816147427,4.77,20,2.592,0.888,2.261,0.0157,0.0151,0.00015,5.772
12,12,KNN,auto,31,uncalibrated,1.0,4.771231214247967,0.0008840601217315197,4.77,20,2.454,0.907,2.229,0.0158,0.0157,0.00016,5.622
12,12,KNN,auto,33,uncalibrated,1.0,4.771192905352378,0.0008865831042234058,4.77,20,2.606,0.907,2.234,0.0157,0.0144,0.00017,5.777
12,12,KNN,auto,35,uncalibrated,1.0,4.771177525059411,0.0008909370445863148,4.77,20,1.396,0.905,2.257,0.016,0.0147,0.00016,4.588
12,12,KNN,auto,37,uncalibrated,1.0,4.771133753299642,0.0008909568554254976,4.77,20,2.425,0.876,2.206,0.0142,0.0144,0.00029,5.537
12,12,KNN,auto,39,uncalibrated,1.0,4.77110481691288,0.0008919689221059271,4.77,20,2.1,0.9,2.272,0.0151,0.014,0.00016,5.3
12,12,KNN,auto,41,uncalibrated,1.0,4.771055148433146,0.0008939367010693967,4.77,20,1.499,0.878,2.227,0.0167,0.0158,0.00016,4.637
12,12,KNN,auto,43,uncalibrated,1.0,4.771031509388347,0.000887922745971308,4.77,20,2.727,0.895,2.227,0.0143,0.0163,0.00028,5.88
12,12,KNN,auto,45,uncalibrated,1.0,4.771004397458102,0.0008879713147991146,4.77,20,1.561,0.887,2.208,0.0156,0.0157,0.00016,4.687
12,12,KNN,auto,47,uncalibrated,1.0,4.770988116725908,0.0008897698319610451,4.77,20,2.659,0.883,2.301,0.0146,0.017,0.00016,5.875
12,12,KNN,auto,49,uncalibrated,1.0,4.770945553646543,0.0008906215725085023,4.77,20,1.88,0.914,2.258,0.0153,0.0156,0.00017,5.083
12,12,KNN,auto,51,uncalibrated,1.0,4.770921332388377,0.0008923932851416884,4.77,20,2.803,0.918,2.211,0.0157,0.0151,0.0003,5.963
12,12,KNN,auto,61,uncalibrated,1.0,4.770837890196302,0.0008837394846836268,4.77,20,2.932,0.894,2.204,0.0144,0.015,0.00015,6.06
12,12,KNN,auto,81,uncalibrated,1.0,4.7706563450332915,0.0008939004123621459,4.77,20,3.201,0.893,2.298,0.0153,0.0158,0.00025,6.423
12,12,KNN,auto,101,uncalibrated,1.0,4.7705720591480905,0.0008903270527734363,4.77,20,2.153,0.927,2.317,0.0166,0.0159,0.00045,5.429
12,12,KNN,auto,151,uncalibrated,1.0,4.770456999342318,0.0008955311303322927,4.77,20,4.114,0.888,2.228,0.0151,0.0154,0.00015,7.26
12,12,KNN,auto,201,uncalibrated,1.0,4.770405164643355,0.0008938267246148437,4.77,20,3.673,0.876,2.247,0.0155,0.0155,0.00021,6.826
12,12,KNN,kd_tree,1,uncalibrated,1.0,4.774391658610689,0.0010516835780879634,4.77,20,0.272,0.91,2.136,0.0152,0.014,0.00016,3.347
12,12,KNN,kd_tree,3,uncalibrated,1.0,4.772744618855155,0.000867630623935161,4.77,20,0.664,0.869,2.233,0.0174,0.0145,0.00016,3.798
12,12,KNN,kd_tree,5,uncalibrated,1.0,4.772123094297007,0.0008781185732081363,4.77,20,1.328,0.938,2.217,0.0153,0.0145,0.00034,4.513
12,12,KNN,kd_tree,7,uncalibrated,1.0,4.771878770700894,0.0008802192077937215,4.77,20,1.018,0.91,2.181,0.0173,0.0189,0.00016,4.146
12,12,KNN,kd_tree,9,uncalibrated,1.0,4.77187839841819,0.0008606278598301947,4.77,20,1.606,0.928,2.237,0.0157,0.0156,0.00036,4.804
12,12,KNN,kd_tree,11,uncalibrated,1.0,4.7718167218709215,0.0008509467721795174,4.77,20,1.297,0.911,2.293,0.0155,0.0149,0.00039,4.532
12,12,KNN,kd_tree,13,uncalibrated,1.0,4.771615829949019,0.0008547892032365909,4.77,20,1.152,0.907,2.172,0.0151,0.0144,0.00016,4.26
12,12,KNN,kd_tree,15,uncalibrated,1.0,4.771642894481368,0.0008611447276619382,4.77,20,1.883,0.897,2.201,0.0152,0.0146,0.00016,5.01
12,12,KNN,kd_tree,17,uncalibrated,1.0,4.771558019657567,0.0008579307027985562,4.77,20,2.012,0.91,2.201,0.0165,0.0152,0.00015,5.155
12,12,KNN,kd_tree,19,uncalibrated,1.0,4.771511207627433,0.0008626286875635351,4.77,20,2.082,0.903,2.161,0.0189,0.0142,0.00015,5.179
12,12,KNN,kd_tree,21,uncalibrated,1.0,4.771502504173623,0.0008629686193453792,4.77,20,2.138,0.919,2.242,0.0147,0.0146,0.00027,5.328
12,12,KNN,kd_tree,23,uncalibrated,1.0,4.771403299986363,0.0008680884742859522,4.77,20,2.105,0.909,2.232,0.0159,0.0168,0.00016,5.279
12,12,KNN,kd_tree,25,uncalibrated,1.0,4.771333931302538,0.0008799730183166933,4.77,20,2.278,0.895,2.165,0.0145,0.0142,0.00016,5.368
12,12,KNN,kd_tree,27,uncalibrated,1.0,4.771314697810964,0.000881467847792125,4.77,20,2.411,0.914,2.286,0.0151,0.0145,0.00015,5.64
12,12,KNN,kd_tree,29,uncalibrated,1.0,4.771262766210118,0.0008815387816147427,4.77,20,1.917,0.882,2.25,0.0153,0.015,0.00026,5.081
12,12,KNN,kd_tree,31,uncalibrated,1.0,4.771231214247967,0.0008840601217315197,4.77,20,2.5,0.961,2.39,0.0165,0.0161,0.00018,5.884
12,12,KNN,kd_tree,33,uncalibrated,1.0,4.771192905352378,0.0008865831042234058,4.77,20,2.631,0.899,2.278,0.0146,0.014,0.00015,5.837
12,12,KNN,kd_tree,35,uncalibrated,1.0,4.771177525059411,0.0008909370445863148,4.77,20,2.608,0.891,2.302,0.0168,0.0155,0.00017,5.833
12,12,KNN,kd_tree,37,uncalibrated,1.0,4.771133753299642,0.0008909568554254976,4.77,20,2.582,0.884,2.269,0.0143,0.0152,0.00016,5.765
12,12,KNN,kd_tree,39,uncalibrated,1.0,4.77110481691288,0.0008919689221059271,4.77,20,2.563,0.914,2.308,0.0164,0.0158,0.00016,5.818
12,12,KNN,kd_tree,41,uncalibrated,1.0,4.771055148433146,0.0008939367010693967,4.77,20,2.727,0.881,2.226,0.0145,0.0162,0.00016,5.865
12,12,KNN,kd_tree,43,uncalibrated,1.0,4.771031509388347,0.000887922745971308,4.77,20,2.7,0.899,2.236,0.0173,0.0143,0.00016,5.868
12,12,KNN,kd_tree,45,uncalibrated,1.0,4.771004397458102,0.0008879713147991146,4.77,20,1.597,0.892,2.236,0.0157,0.0141,0.00015,4.755
12,12,KNN,kd_tree,47,uncalibrated,1.0,4.770988116725908,0.0008897698319610451,4.77,20,2.771,0.949,2.277,0.0161,0.0145,0.00015,6.028
12,12,KNN,kd_tree,49,uncalibrated,1.0,4.770945553646543,0.0008906215725085023,4.77,20,2.342,0.943,2.358,0.0156,0.0146,0.00017,5.673
12,12,KNN,kd_tree,51,uncalibrated,1.0,4.770921332388377,0.0008923932851416884,4.77,20,2.978,0.904,2.253,0.0163,0.0152,0.00023,6.166
12,12,KNN,kd_tree,61,uncalibrated,1.0,4.770837890196302,0.0008837394846836268,4.77,20,2.178,0.887,2.253,0.015,0.0144,0.00016,5.348
12,12,KNN,kd_tree,81,uncalibrated,1.0,4.7706563450332915,0.0008939004123621459,4.77,20,2.578,0.92,2.241,0.0148,0.0151,0.00033,5.769
12,12,KNN,kd_tree,101,uncalibrated,1.0,4.7705720591480905,0.0008903270527734363,4.77,20,3.668,0.936,2.307,0.0148,0.0161,0.00016,6.942
12,12,KNN,kd_tree,151,uncalibrated,1.0,4.770456999342318,0.0008955311303322927,4.77,20,2.983,0.896,2.25,0.015,0.0143,0.00017,6.159
12,12,KNN,kd_tree,201,uncalibrated,1.0,4.770405164643355,0.0008938267246148437,4.77,20,4.402,0.882,2.284,0.0154,0.015,0.00016,7.599
12,12,KNN,ball_tree,1,uncalibrated,1.0,4.774391658610689,0.0010516835780879634,4.77,20,5.348,0.882,2.177,0.0148,0.0141,0.00016,8.436
12,12,KNN,ball_tree,3,uncalibrated,1.0,4.772744618855155,0.000867630623935161,4.77,20,7.018,0.936,2.188,0.0175,0.0159,0.00026,10.175
12,12,KNN,ball_tree,5,uncalibrated,1.0,4.772123094297007,0.0008781185732081363,4.77,20,7.167,0.866,2.149,0.0184,0.015,0.00016,10.215
12,12,KNN,ball_tree,7,uncalibrated,1.0,4.771878770700894,0.0008802192077937215,4.77,20,5.066,0.893,2.227,0.0163,0.0147,0.00015,8.217
12,12,KNN,ball_tree,9,uncalibrated,1.0,4.77187839841819,0.0008606278598301947,4.77,20,7.927,0.897,2.239,0.0167,0.0176,0.0002,11.098
12,12,KNN,ball_tree,11,uncalibrated,1.0,4.7718167218709215,0.0008509467721795174,4.77,20,8.014,0.881,2.199,0.0182,0.0151,0.00016,11.127
12,12,KNN,ball_tree,13,uncalibrated,1.0,4.771615829949019,0.0008547892032365909,4.77,20,8.505,0.894,2.154,0.0148,0.0157,0.00015,11.584
12,12,KNN,ball_tree,15,uncalibrated,1.0,4.771642894481368,0.0008611447276619382,4.77,20,3.845,0.985,2.306,0.0188,0.0145,0.00016,7.17
12,12,KNN,ball_tree,17,uncalibrated,1.0,4.771558019657567,0.0008579307027985562,4.77,20,7.89,0.898,2.187,0.0149,0.0159,0.00016,11.005
12,12,KNN,ball_tree,19,uncalibrated,1.0,4.771511207627433,0.0008626286875635351,4.77,20,8.211,0.925,2.258,0.0158,0.0171,0.00018,11.427
12,12,KNN,ball_tree,21,uncalibrated,1.0,4.771502504173623,0.0008629686193453792,4.77,20,3.728,0.917,2.237,0.0162,0.0166,0.00016,6.915
12,12,KNN,ball_tree,23,uncalibrated,1.0,4.771403299986363,0.0008680884742859522,4.77,20,8.559,0.901,2.183,0.0174,0.0147,0.00016,11.675
12,12,KNN,ball_tree,25,uncalibrated,1.0,4.771333931302538,0.0008799730183166933,4.77,20,8.864,0.858,2.097,0.0142,0.014,0.00016,11.847
12,12,KNN,ball_tree,27,uncalibrated,1.0,4.771314697810964,0.000881467847792125,4.77,20,3.909,0.887,2.241,0.0167,0.0158,0.00019,7.07
12,12,KNN,ball_tree,29,uncalibrated,1.0,4.771262766210118,0.0008815387816147427,4.77,20,4.063,0.887,2.225,0.0158,0.0143,0.00017,7.204
12,12,KNN,ball_tree,31,uncalibrated,1.0,4.771231214247967,0.0008840601217315197,4.77,20,8.525,0.888,2.269,0.0162,0.0147,0.00016,11.713
12,12,KNN,ball_tree,33,uncalibrated,1.0,4.771192905352378,0.0008865831042234058,4.77,20,4.527,0.925,2.216,0.0174,0.0166,0.00015,7.703
12,12,KNN,ball_tree,35,uncalibrated,1.0,4.771177525059411,0.0008909370445863148,4.77,20,8.399,0.902,2.304,0.0166,0.0145,0.00025,11.637
12,12,KNN,ball_tree,37,uncalibrated,1.0,4.771133753299642,0.0008909568554254976,4.77,20,4.108,0.888,2.315,0.0154,0.0138,0.00016,7.34
12,12,KNN,ball_tree,39,uncalibrated,1.0,4.77110481691288,0.0008919689221059271,4.77,20,9.617,0.873,2.23,0.0147,0.0156,0.00015,12.75
12,12,KNN,ball_tree,41,uncalibrated,1.0,4.771055148433146,0.0008939367010693967,4.77,20,8.962,0.92,2.241,0.0156,0.0162,0.00016,12.155
12,12,KNN,ball_tree,43,uncalibrated,1.0,4.771031509388347,0.000887922745971308,4.77,20,10.189,0.919,2.309,0.015,0.0146,0.00017,13.446
12,12,KNN,ball_tree,45,uncalibrated,1.0,4.771004397458102,0.0008879713147991146,4.77,20,9.348,0.94,2.272,0.016,0.0149,0.00017,12.591
12,12,KNN,ball_tree,47,uncalibrated,1.0,4.770988116725908,0.0008897698319610451,4.77,20,9.55,0.914,2.408,0.0149,0.0165,0.00017,12.904
12,12,KNN,ball_tree,49,uncalibrated,1.0,4.770945553646543,0.0008906215725085023,4.77,20,5.482,0.898,2.249,0.0157,0.0145,0.00032,8.66
12,12,KNN,ball_tree,51,uncalibrated,1.0,4.770921332388377,0.0008923932851416884,4.77,20,4.527,0.92,2.335,0.0187,0.0148,0.00015,7.815
12,12,KNN,ball_tree,61,uncalibrated,1.0,4.770837890196302,0.0008837394846836268,4.77,20,9.966,0.862,2.19,0.0163,0.016,0.00036,13.051
12,12,KNN,ball_tree,81,uncalibrated,1.0,4.7706563450332915,0.0008939004123621459,4.77,20,10.67,0.968,2.242,0.0147,0.0157,0.00016,13.912
