feature_set,n_features,model,algorithm,n_neighbors,calibration,K0,mean,mean_err
30,30,KNN,kd_tree,17,uncalibrated,4.83,0.9994463667820256,0.00033564948100869835
30,30,KNN,kd_tree,17,uncalibrated,4.84,0.9994543271854366,0.0005456728145803526
30,30,KNN,kd_tree,17,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,17,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,17,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,17,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,17,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,17,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,19,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,19,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,19,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,19,uncalibrated,4.73,0.0003544214070529807,0.00024933185999838245
30,30,KNN,kd_tree,19,uncalibrated,4.74,0.013285641287685229,0.007920286152273888
30,30,KNN,kd_tree,19,uncalibrated,4.75,0.07298041615667192,0.01243163999878293
30,30,KNN,kd_tree,19,uncalibrated,4.76,0.2221170904790065,0.02377600445962543
30,30,KNN,kd_tree,19,uncalibrated,4.77,0.490096208262592,0.019967359401953648
30,30,KNN,kd_tree,19,uncalibrated,4.78,0.7180921052631579,0.023789816941709153
30,30,KNN,kd_tree,19,uncalibrated,4.79,0.9060531653677788,0.01215322415931194
30,30,KNN,kd_tree,19,uncalibrated,4.81,0.9931699477701889,0.006026516673362736
30,30,KNN,kd_tree,19,uncalibrated,4.82,0.9986709197235623,0.0010769082488407767
30,30,KNN,kd_tree,19,uncalibrated,4.83,0.9995046439628763,0.00030031795669205796
30,30,KNN,kd_tree,19,uncalibrated,4.84,0.9994141197148717,0.0005858802851283133
30,30,KNN,kd_tree,19,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,19,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,19,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,19,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,19,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,19,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,21,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,21,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,21,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,21,uncalibrated,4.73,0.0004884004884004884,0.0002775372750709372
30,30,KNN,kd_tree,21,uncalibrated,4.74,0.013291724456773,0.0079750346740638
30,30,KNN,kd_tree,21,uncalibrated,4.75,0.07378183831672558,0.01250648504802699
30,30,KNN,kd_tree,21,uncalibrated,4.76,0.22308022308022304,0.024529344573171713
30,30,KNN,kd_tree,21,uncalibrated,4.77,0.49180747567844346,0.01991430476118095
30,30,KNN,kd_tree,21,uncalibrated,4.78,0.7188492063492063,0.023932936329189254
30,30,KNN,kd_tree,21,uncalibrated,4.79,0.9076596155703661,0.01214386121966337
30,30,KNN,kd_tree,21,uncalibrated,4.81,0.9933660487095601,0.005725190839694694
30,30,KNN,kd_tree,21,uncalibrated,4.82,0.9986772486772487,0.001092968715769057
30,30,KNN,kd_tree,21,uncalibrated,4.83,0.9995518207283193,0.0002717162465310031
30,30,KNN,kd_tree,21,uncalibrated,4.84,0.9993815708101477,0.0006184291898577788
30,30,KNN,kd_tree,21,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,21,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,21,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,21,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,21,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,21,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,23,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,23,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,23,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,23,uncalibrated,4.73,0.0004459308807134901,0.00025340359897781225
30,30,KNN,kd_tree,23,uncalibrated,4.74,0.01350780920219502,0.008231321232587588
30,30,KNN,kd_tree,23,uncalibrated,4.75,0.07457027300303336,0.012549585372946705
30,30,KNN,kd_tree,23,uncalibrated,4.76,0.2233512457254519,0.02446718558201717
30,30,KNN,kd_tree,23,uncalibrated,4.77,0.49345488546049554,0.020005897516818447
30,30,KNN,kd_tree,23,uncalibrated,4.78,0.7201992753623189,0.024180258854269367
30,30,KNN,kd_tree,23,uncalibrated,4.79,0.9082811535408785,0.012182162488751003
30,30,KNN,kd_tree,23,uncalibrated,4.81,0.9933620975771654,0.00564221705940926
30,30,KNN,kd_tree,23,uncalibrated,4.82,0.9986824769433574,0.0011065288929328096
30,30,KNN,kd_tree,23,uncalibrated,4.83,0.9995907928388934,0.0002480887468325656
30,30,KNN,kd_tree,23,uncalibrated,4.84,0.9994353472614341,0.0005646527385658785
30,30,KNN,kd_tree,23,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,23,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,23,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,23,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,23,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,23,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,25,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,25,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,25,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,25,uncalibrated,4.73,0.00041025641025641094,0.0002331313110595873
30,30,KNN,kd_tree,25,uncalibrated,4.74,0.013786407766990293,0.00854368932038835
30,30,KNN,kd_tree,25,uncalibrated,4.75,0.0758139534883709,0.012560621936337675
30,30,KNN,kd_tree,25,uncalibrated,4.76,0.22513513513513506,0.0244381720117996
30,30,KNN,kd_tree,25,uncalibrated,4.77,0.494731182795699,0.020099443865651972
30,30,KNN,kd_tree,25,uncalibrated,4.78,0.7203333333333333,0.024471071356467696
30,30,KNN,kd_tree,25,uncalibrated,4.79,0.9091277890466568,0.012372526831622583
30,30,KNN,kd_tree,25,uncalibrated,4.81,0.9935877862595419,0.005496183206106842
30,30,KNN,kd_tree,25,uncalibrated,4.82,0.9985858585858587,0.0012183752627884514
30,30,KNN,kd_tree,25,uncalibrated,4.83,0.9996235294117648,0.00022824164708568927
30,30,KNN,kd_tree,25,uncalibrated,4.84,0.9994805194805142,0.0005194805194804821
30,30,KNN,kd_tree,25,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,25,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,25,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,25,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,25,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,25,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,27,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,27,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,27,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,27,uncalibrated,4.73,0.0003798670465337119,0.0002158623250551734
30,30,KNN,kd_tree,27,uncalibrated,4.74,0.013843941028407051,0.00845019777058612
30,30,KNN,kd_tree,27,uncalibrated,4.75,0.07644272179155781,0.01259342897399439
30,30,KNN,kd_tree,27,uncalibrated,4.76,0.22572572572572577,0.024327533769435812
30,30,KNN,kd_tree,27,uncalibrated,4.77,0.49591796097170904,0.02010295712953557
30,30,KNN,kd_tree,27,uncalibrated,4.78,0.7214506172839507,0.024671577725128117
30,30,KNN,kd_tree,27,uncalibrated,4.79,0.910299752084742,0.012336001942920899
30,30,KNN,kd_tree,27,uncalibrated,4.81,0.993709358213175,0.005301102629347021
30,30,KNN,kd_tree,27,uncalibrated,4.82,0.998410026187804,0.0013230212169232935
30,30,KNN,kd_tree,27,uncalibrated,4.83,0.9996514161220323,0.00021133485841300163
30,30,KNN,kd_tree,27,uncalibrated,4.84,0.9994502851645709,0.000549714835429173
30,30,KNN,kd_tree,27,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,27,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,27,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,27,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,27,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,27,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,29,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,29,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,29,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,29,uncalibrated,4.73,0.00035366931918656057,0.00020097526815481662
30,30,KNN,kd_tree,29,uncalibrated,4.74,0.01414462671576833,0.008285905590893875
30,30,KNN,kd_tree,29,uncalibrated,4.75,0.07668404170008138,0.012576535392768736
30,30,KNN,kd_tree,29,uncalibrated,4.76,0.22693383038210624,0.02420236003511939
30,30,KNN,kd_tree,29,uncalibrated,4.77,0.4986095661846547,0.02015633529434146
30,30,KNN,kd_tree,29,uncalibrated,4.78,0.7214080459770118,0.02411183249726173
30,30,KNN,kd_tree,29,uncalibrated,4.79,0.9106106176120846,0.012287576559313156
30,30,KNN,kd_tree,29,uncalibrated,4.81,0.9936825480389574,0.00513292971834689
30,30,KNN,kd_tree,29,uncalibrated,4.82,0.9984326018808342,0.0013178417363046003
30,30,KNN,kd_tree,29,uncalibrated,4.83,0.9996579091406677,0.0002227534290654555
30,30,KNN,kd_tree,29,uncalibrated,4.84,0.9993368700265253,0.0006631299734747298
30,30,KNN,kd_tree,29,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,29,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,29,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,29,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,29,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,29,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,31,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,31,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,31,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,31,uncalibrated,4.73,0.00033085194375516956,0.0001880091218222478
30,30,KNN,kd_tree,31,uncalibrated,4.74,0.014093329157532104,0.00845599749451926
30,30,KNN,kd_tree,31,uncalibrated,4.75,0.07708177044260947,0.012581208532708587
30,30,KNN,kd_tree,31,uncalibrated,4.76,0.2273321708805579,0.02494125409692304
30,30,KNN,kd_tree,31,uncalibrated,4.77,0.49939299340964266,0.02014308568956164
30,30,KNN,kd_tree,31,uncalibrated,4.78,0.7219086021505376,0.02402106476397887
30,30,KNN,kd_tree,31,uncalibrated,4.79,0.9106196427403016,0.01250824723871654
30,30,KNN,kd_tree,31,uncalibrated,4.81,0.9937207584338834,0.005048017729623322
30,30,KNN,kd_tree,31,uncalibrated,4.82,0.998452264581275,0.0013134475931818152
30,30,KNN,kd_tree,31,uncalibrated,4.83,0.9996799795186893,0.0002083822400933696
30,30,KNN,kd_tree,31,uncalibrated,4.84,0.9993232573877735,0.0006767426122264442
30,30,KNN,kd_tree,31,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,31,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,31,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,31,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,31,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,31,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,33,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,33,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,33,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,33,uncalibrated,4.73,0.00031080031080031145,0.0001766146295905964
30,30,KNN,kd_tree,33,uncalibrated,4.74,0.014268902618417182,0.008384819064430716
30,30,KNN,kd_tree,33,uncalibrated,4.75,0.07787174066243598,0.012593184466483538
30,30,KNN,kd_tree,33,uncalibrated,4.76,0.22829647829647828,0.02526183874706776
30,30,KNN,kd_tree,33,uncalibrated,4.77,0.49975562072336266,0.020062453847316895
30,30,KNN,kd_tree,33,uncalibrated,4.78,0.7226010101010105,0.023348573702828196
30,30,KNN,kd_tree,33,uncalibrated,4.79,0.9115495728071793,0.012520584291891831
30,30,KNN,kd_tree,33,uncalibrated,4.81,0.9936965070552859,0.0049155678926671165
30,30,KNN,kd_tree,33,uncalibrated,4.82,0.9984695439241111,0.0013096769273994791
30,30,KNN,kd_tree,33,uncalibrated,4.83,0.9996993746993742,0.00019575301342106779
30,30,KNN,kd_tree,33,uncalibrated,4.84,0.9993112947658402,0.0006887052341597588
30,30,KNN,kd_tree,33,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,33,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,33,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,33,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,33,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,33,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,35,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,35,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,35,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,35,uncalibrated,4.73,0.00043731778425655943,0.00023429666571897367
30,30,KNN,kd_tree,35,uncalibrated,4.74,0.014285714285714285,0.008321775312066572
30,30,KNN,kd_tree,35,uncalibrated,4.75,0.07749169435215829,0.012532944632537043
30,30,KNN,kd_tree,35,uncalibrated,4.76,0.2287644787644787,0.02493438366029638
30,30,KNN,kd_tree,35,uncalibrated,4.77,0.5002304147465438,0.020085368111051452
30,30,KNN,kd_tree,35,uncalibrated,4.78,0.7233333333333326,0.023653257035874453
30,30,KNN,kd_tree,35,uncalibrated,4.79,0.9117936829904358,0.012378313761746387
30,30,KNN,kd_tree,35,uncalibrated,4.81,0.9938386041439478,0.004634678298800432
30,30,KNN,kd_tree,35,uncalibrated,4.82,0.9985569985569769,0.0012348382458337876
30,30,KNN,kd_tree,35,uncalibrated,4.83,0.9997165532879814,0.0001845671269398949
30,30,KNN,kd_tree,35,uncalibrated,4.84,0.999350649350649,0.0006493506493506218
30,30,KNN,kd_tree,35,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,35,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,35,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,35,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,35,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,35,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,37,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,37,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,37,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,37,uncalibrated,4.73,0.0005460005460005142,0.0002839245696065098
30,30,KNN,kd_tree,37,uncalibrated,4.74,0.014366308055628444,0.008462345840986617
30,30,KNN,kd_tree,37,uncalibrated,4.75,0.07778126964173594,0.012576959385083174
30,30,KNN,kd_tree,37,uncalibrated,4.76,0.22918188458728994,0.024679620251216783
30,30,KNN,kd_tree,37,uncalibrated,4.77,0.5012351060738157,0.02004019783354119
30,30,KNN,kd_tree,37,uncalibrated,4.78,0.7235923423423424,0.02384984749843636
30,30,KNN,kd_tree,37,uncalibrated,4.79,0.9116824735485993,0.012327599304010195
30,30,KNN,kd_tree,37,uncalibrated,4.81,0.9938621827934806,0.004693624922632644
30,30,KNN,kd_tree,37,uncalibrated,4.82,0.9985667485667267,0.0012357921009874169
30,30,KNN,kd_tree,37,uncalibrated,4.83,0.9997318747318746,0.0001745905254837515
30,30,KNN,kd_tree,37,uncalibrated,4.84,0.9993857493857494,0.0006142506142506332
30,30,KNN,kd_tree,37,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,37,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,37,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,37,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,37,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,37,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,39,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,39,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,39,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,39,uncalibrated,4.73,0.0005180005180005074,0.0002693643352677146
30,30,KNN,kd_tree,39,uncalibrated,4.74,0.014500871296987804,0.008526263380632313
30,30,KNN,kd_tree,39,uncalibrated,4.75,0.07744484197972806,0.012547612483845417
30,30,KNN,kd_tree,39,uncalibrated,4.76,0.2296719796719798,0.024324294160457796
30,30,KNN,kd_tree,39,uncalibrated,4.77,0.5021367521367623,0.02007826679583921
30,30,KNN,kd_tree,39,uncalibrated,4.78,0.7241987179487184,0.02383099375524052
30,30,KNN,kd_tree,39,uncalibrated,4.79,0.9117907109793502,0.012197041988760185
30,30,KNN,kd_tree,39,uncalibrated,4.81,0.9939322763750245,0.004697592483852042
30,30,KNN,kd_tree,39,uncalibrated,4.82,0.9985107485107485,0.001301032790851576
30,30,KNN,kd_tree,39,uncalibrated,4.83,0.9997456247456248,0.00016563716520236546
30,30,KNN,kd_tree,39,uncalibrated,4.84,0.9993724224493455,0.0006275775506544568
30,30,KNN,kd_tree,39,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,39,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,39,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,39,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,39,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,39,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,41,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,41,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,41,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,41,uncalibrated,4.73,0.0005003126954346467,0.00026899078383497895
30,30,KNN,kd_tree,41,uncalibrated,4.74,0.014563106796116505,0.008406346199384324
30,30,KNN,kd_tree,41,uncalibrated,4.75,0.07770845150312086,0.01255037353124327
30,30,KNN,kd_tree,41,uncalibrated,4.76,0.2302241265655899,0.024225444957152283
30,30,KNN,kd_tree,41,uncalibrated,4.77,0.5029504327301543,0.020064032493402696
30,30,KNN,kd_tree,41,uncalibrated,4.78,0.7239329268292684,0.02401320118180549
30,30,KNN,kd_tree,41,uncalibrated,4.79,0.9114431306584889,0.012292985590898267
30,30,KNN,kd_tree,41,uncalibrated,4.81,0.9939489852913794,0.004654626698938735
30,30,KNN,kd_tree,41,uncalibrated,4.82,0.9985833949248801,0.0012375677766636197
30,30,KNN,kd_tree,41,uncalibrated,4.83,0.9997580332946192,0.00015755730348531442
30,30,KNN,kd_tree,41,uncalibrated,4.84,0.9993603957018591,0.0006396042981409167
30,30,KNN,kd_tree,41,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,41,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,41,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,41,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,41,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,41,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,43,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,43,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,43,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,43,uncalibrated,4.73,0.00047704233750745314,0.0002564795845868403
30,30,KNN,kd_tree,43,uncalibrated,4.74,0.014958229848724313,0.008410476405509144
30,30,KNN,kd_tree,43,uncalibrated,4.75,0.078082747431045,0.012590049924056046
30,30,KNN,kd_tree,43,uncalibrated,4.76,0.2309868007542426,0.02449827523176462
30,30,KNN,kd_tree,43,uncalibrated,4.77,0.5030632658164541,0.02001489852559552
30,30,KNN,kd_tree,43,uncalibrated,4.78,0.7236434108527131,0.024087465978524732
30,30,KNN,kd_tree,43,uncalibrated,4.79,0.9115052596820605,0.012194393400000237
30,30,KNN,kd_tree,43,uncalibrated,4.81,0.9939641398899346,0.004704420379904151
30,30,KNN,kd_tree,43,uncalibrated,4.82,0.9985905567300808,0.0012383886640635262
30,30,KNN,kd_tree,43,uncalibrated,4.83,0.9997692875599853,0.0001502290568115104
30,30,KNN,kd_tree,43,uncalibrated,4.84,0.9993901447389824,0.000609855261018033
30,30,KNN,kd_tree,43,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,43,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,43,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,43,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,43,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,43,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,45,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,45,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,45,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,45,uncalibrated,4.73,0.0005128205128205128,0.00029516182845052335
30,30,KNN,kd_tree,45,uncalibrated,4.74,0.014994606256742173,0.008306364617044228
30,30,KNN,kd_tree,45,uncalibrated,4.75,0.07829457364341084,0.012635453761330214
30,30,KNN,kd_tree,45,uncalibrated,4.76,0.23128128128128123,0.023948255978460228
30,30,KNN,kd_tree,45,uncalibrated,4.77,0.5033452807646254,0.01998200217720958
30,30,KNN,kd_tree,45,uncalibrated,4.78,0.724212962962963,0.024111601211570872
30,30,KNN,kd_tree,45,uncalibrated,4.79,0.9118773946360135,0.012131497818232573
30,30,KNN,kd_tree,45,uncalibrated,4.81,0.994020356234097,0.004707379134860135
30,30,KNN,kd_tree,45,uncalibrated,4.82,0.9985409652076646,0.0012950093703809635
30,30,KNN,kd_tree,45,uncalibrated,4.83,0.9997795414462082,0.00014355220984204134
30,30,KNN,kd_tree,45,uncalibrated,4.84,0.9994172494172493,0.0005827505827506463
30,30,KNN,kd_tree,45,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,45,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,45,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,45,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,45,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,45,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.73,0.0005731069560856688,0.00033272477985547177
30,30,KNN,kd_tree,47,uncalibrated,4.74,0.01497624457756662,0.0083660400743648
30,30,KNN,kd_tree,47,uncalibrated,4.75,0.07879762493814825,0.012647072715451183
30,30,KNN,kd_tree,47,uncalibrated,4.76,0.23150277937511993,0.024301148047563257
30,30,KNN,kd_tree,47,uncalibrated,4.77,0.5040036604896008,0.020022639573020872
30,30,KNN,kd_tree,47,uncalibrated,4.78,0.7245124113475174,0.023878133717142095
30,30,KNN,kd_tree,47,uncalibrated,4.79,0.9117431271848432,0.012125048817032023
30,30,KNN,kd_tree,47,uncalibrated,4.81,0.9941529965892482,0.0046288777001786685
30,30,KNN,kd_tree,47,uncalibrated,4.82,0.9986030517945412,0.0012399025886626952
30,30,KNN,kd_tree,47,uncalibrated,4.83,0.9997318076166563,0.00016321668678264713
30,30,KNN,kd_tree,47,uncalibrated,4.84,0.9994048504686801,0.0005951495313197275
30,30,KNN,kd_tree,47,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,47,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.73,0.0006360985952822688,0.00041940186471990426
30,30,KNN,kd_tree,49,uncalibrated,4.74,0.015058450564691895,0.008321775312066574
30,30,KNN,kd_tree,49,uncalibrated,4.75,0.07908163265306123,0.012654197599524018
30,30,KNN,kd_tree,49,uncalibrated,4.76,0.23221180364037508,0.024368596360817257
30,30,KNN,kd_tree,49,uncalibrated,4.77,0.5044985736229872,0.01993499838154293
30,30,KNN,kd_tree,49,uncalibrated,4.78,0.7249574829931973,0.02422363942095709
30,30,KNN,kd_tree,49,uncalibrated,4.79,0.9119509872914683,0.012165315457639714
30,30,KNN,kd_tree,49,uncalibrated,4.81,0.9941969154073842,0.004634678298800432
30,30,KNN,kd_tree,49,uncalibrated,4.82,0.9986085343228309,0.0011898183232754444
30,30,KNN,kd_tree,49,uncalibrated,4.83,0.9997427542445587,0.00015655478119969873
30,30,KNN,kd_tree,49,uncalibrated,4.84,0.9993577850720711,0.0006422149279291522
30,30,KNN,kd_tree,49,uncalibrated,4.85,1.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.86,1.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.87,1.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.88,1.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.9,1.0,0.0
30,30,KNN,kd_tree,49,uncalibrated,4.93,1.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.67,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.7,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.72,0.0,0.0
30,30,KNN,kd_tree,51,uncalibrated,4.73,0.00065359477124183,0.0003985293095556934
30,30,KNN,kd_tree,51,uncalibrated,4.74,0.015039025318865407,0.008376166000380734
30,30,KNN,kd_tree,51,uncalibrated,4.75,0.07911536707706457,0.012692467979003573
30,30,KNN,kd_tree,51,uncalibrated,4.76,0.23255608549726184,0.024375198315927195
30,30,KNN,kd_tree,51,uncalibrated,4.77,0.5050073792958145,0.019898310891726407
30,30,KNN,kd_tree,51,uncalibrated,4.78,0.7250408496732029,0.02443874730817895
30,30,KNN,kd_tree,51,uncalibrated,4.79,0.9121823171459253,0.012185964360304393
30,30,KNN,kd_tree,51,uncalibrated,4.81,0.9942748091603053,0.004602604400538779
30,30,KNN,kd_tree,51,uncalibrated,4.82,0.9986135868488591,0.0011924102802414167
30,30,KNN,kd_tree,51,uncalibrated,4.83,0.9997528423133922,0.00015041537801547617
30,30,KNN,kd_tree,51,uncalibrated,4.84,0.999348690525161,0.0006513094748388792
