transition,folder,tag,model,calibration,param,k4,chi,chi_err,chi_B,variance,variance_err,variance_B,ess_frac
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1232,1.2225852,0.05069899186518902,0.025038899151307477,50.0,1.0095883727283584e-05,9.875812913309827e-06,5.0,0.003978169601575956
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1231,1.22254085,0.05090476474920447,0.025138037727113326,50.0,1.0182349948687512e-05,9.909707963548823e-06,5.0,0.0042184250792330295
AB,a_b,LR,Logistic Regression,uncalibrated,-0.123,1.2224965,0.051109452956226355,0.025236707095191133,50.0,1.0264323021887286e-05,9.940847315278894e-06,5.0,0.004475345043457935
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1229,1.22245215,0.05131302070003292,0.02533489043990704,50.0,1.0341709666205519e-05,9.969168538427733e-06,5.0,0.004750158859986438
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1228,1.2224078,0.051515432135232984,0.025432570856857486,50.0,1.0414423549964555e-05,9.994612687940641e-06,5.0,0.005044187634189588
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1227,1.22236345,0.0517166513869801,0.025529731365739633,50.0,1.0482385526704413e-05,1.0017124493247373e-05,5.0,0.0053588507356728335
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1226,1.2223191,0.05191664258255645,0.025626354924290544,50.0,1.0545523850320408e-05,1.0036652537848165e-05,5.0,0.005695672716915759
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1225,1.22227475,0.05211536988487822,0.025722424443321925,50.0,1.060377436805938e-05,1.0053149428194128e-05,5.0,0.0060562906383283465
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1224,1.2222304,0.052312797527951246,0.02581792280288273,50.0,1.065708069042422e-05,1.006657195108951e-05,5.0,0.006442461810560492
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1223,1.2221860500000001,0.05250888985432793,0.025912832869567817,50.0,1.0322680526036663e-05,1.0086850129514045e-05,33.0,0.006856071962968
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1222,1.2221417,0.05270361135459138,0.026007137515001444,50.0,1.0350474562674826e-05,1.0104593440671222e-05,33.0,0.007299143844751436
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1221,1.22209735,0.05289692670890757,0.026100819635514326,50.0,1.0373960557240167e-05,1.011867314317295e-05,33.0,0.007773846262387132
AB,a_b,LR,Logistic Regression,uncalibrated,-0.122,1.222053,0.053088800830668456,0.02619386217303287,50.0,1.0393121193183553e-05,1.0129066952935784e-05,33.0,0.008282503553515208
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1219,1.2220048000000001,0.05327621338244098,0.026285091650835427,50.0,1.0398517552681678e-05,1.0126936079050381e-05,33.0,0.008831535913337026
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1218,1.2219566000000002,0.053462305194977695,0.026375739664401824,50.0,1.039952498025961e-05,1.0121045570816238e-05,33.0,0.009420708468809755
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1217,1.2219084,0.05364704607922298,0.02646579122674847,50.0,1.0396157122330144e-05,1.0111399523201098e-05,33.0,0.01005303280657879
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1216,1.2218602,0.053830406327561205,0.026555231516030092,50.0,1.0388434571281109e-05,1.0098007867130078e-05,33.0,0.010731737604966344
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1215,1.2218120000000001,0.05401235677052429,0.0266440459040169,50.0,1.0376384787513906e-05,1.0080886354883375e-05,33.0,0.011460282018283365
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1214,1.2217638,0.05419286883570361,0.026732219985867205,50.0,1.0360042000247195e-05,1.0060056526647045e-05,33.0,0.012242369507007734
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1213,1.2217156,0.05437191460885231,0.02681973961118452,50.0,1.033944708762869e-05,1.003554565836205e-05,33.0,0.013081962065649448
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1212,1.2216674,0.05454946689717072,0.026906590916350972,50.0,1.0314647436802554e-05,1.0007386691118588e-05,33.0,0.013983294787409681
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1211,1.2216192000000001,0.05472549929475523,0.026992760358126908,50.0,1.0285696784694478e-05,9.975618142457578e-06,33.0,0.014950890690483533
AB,a_b,LR,Logistic Regression,uncalibrated,-0.121,1.221571,0.05489998625019542,0.02707823474849618,50.0,1.0252655040342929e-05,9.940284000020928e-06,33.0,0.015989575715046226
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1209,1.2215228,0.055072903136282395,0.027163001290743016,50.0,1.0307656102045167e-05,9.90188415223657e-06,57.0,0.017104493782496077
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1208,1.2214746,0.05524422632181774,0.027247047616736193,50.0,1.026488294702411e-05,9.860187817937603e-06,57.0,0.0183011217894604
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1207,1.2214264000000001,0.05541393324546716,0.027330361825397113,50.0,1.0218209107307029e-05,9.815083755671932e-06,57.0,0.019585284388356432
AB,a_b,LR,Logistic Regression,uncalibrated,-0.1206,1.2213782000000002,0.055582002491645605,0.027412932522325874,50.0,1.0167719711506266e-05,9.766635924173696e-06,57.0,0.020963168384081115
